t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,27,9,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,24,6,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.20238095238095238,0.03435311763036817,0.002896560017759167
2,33,6,27,2,0,2,0.0,0.03174603174603124,-0.03174603174603124,0.0,0.03174603174603124,-0.03174603174603124,0.18722943722943722,0.086226936694387,0.0044253562919284485
3,24,6,18,1,1,0,0.03703703703703567,0.024691358024691055,0.012345679012344613,0.03703703703703567,0.024691358024691055,0.012345679012344613,0.16883116883116883,0.15664722607644158,0.00600302285623861
4,15,2,13,0,0,0,0.03448275862068847,0.021276595744680625,0.013206162876007843,0.03448275862068847,0.021276595744680625,0.013206162876007843,0.15692640692640691,0.23931400005067643,0.007034833774524974
5,27,8,19,0,0,0,0.027027027027026296,0.01769911504424763,0.009327911982778665,0.027027027027026296,0.01769911504424763,0.009327911982778665,0.15151515151515152,0.3216978855747101,0.007035992516058486
6,28,6,22,1,1,0,0.04651162790697566,0.014814814814814706,0.03169681309216096,0.04651162790697566,0.014814814814814706,0.03169681309216096,0.17316017316017315,0.407311544807061,0.0074000640634737085
7,27,5,22,0,0,0,0.0416666666666658,0.012738853503184632,0.028927813163481163,0.0416666666666658,0.012738853503184632,0.028927813163481163,0.17532467532467533,0.49270057717747606,0.007364609564669478
8,17,3,14,0,0,0,0.03921568627450903,0.01169590643274847,0.027519779841760565,0.03921568627450903,0.01169590643274847,0.027519779841760565,0.15584415584415584,0.5731307322661553,0.007023034251281134
9,14,3,11,0,0,0,0.03703703703703635,0.01098901098901093,0.02604802604802542,0.03703703703703635,0.01098901098901093,0.02604802604802542,0.1525974025974026,0.6456240020434499,0.0064539217962288195
10,16,5,11,0,0,0,0.03389830508474519,0.010362694300518081,0.023535610784227105,0.03389830508474519,0.010362694300518081,0.023535610784227105,0.15043290043290045,0.7125004630946049,0.0059767197889026985
11,24,3,21,2,1,1,0.04838709677419277,0.014018691588784982,0.03436840518540779,0.04838709677419277,0.014018691588784982,0.03436840518540779,0.16017316017316016,0.7719913485046919,0.00535319366062676
12,15,2,13,2,1,1,0.06249999999999903,0.01762114537444926,0.04487885462554977,0.06249999999999903,0.01762114537444926,0.04487885462554977,0.15043290043290045,0.8248298930099002,0.0048808516590053965
13,25,4,21,1,1,0,0.0735294117647048,0.01612903225806445,0.057400379506640356,0.0735294117647048,0.01612903225806445,0.057400379506640356,0.15043290043290045,0.8739569168613295,0.004614360884803051
14,23,4,19,0,0,0,0.06944444444444349,0.014981273408239643,0.05446317103620385,0.06944444444444349,0.014981273408239643,0.05446317103620385,0.15367965367965367,0.9234943330603254,0.004701108247571864
15,19,4,15,0,0,0,0.06578947368420966,0.014184397163120517,0.051605076521089144,0.06578947368420966,0.014184397163120517,0.051605076521089144,0.15043290043290045,0.9712127190442729,0.004609428998050159
16,22,9,13,0,0,0,0.05882352941176402,0.013559322033898258,0.04526420737786576,0.05882352941176402,0.013559322033898258,0.04526420737786576,0.15151515151515152,1.0146794454640382,0.004292650922468546
17,20,5,15,0,0,0,0.05555555555555494,0.01290322580645157,0.04265232974910337,0.05555555555555494,0.01290322580645157,0.04265232974910337,0.15043290043290045,1.054821967485902,0.004046052199664887
18,22,8,14,0,0,0,0.05102040816326479,0.01234567901234564,0.03867472915091914,0.05102040816326479,0.01234567901234564,0.03867472915091914,0.15043290043290045,1.093054853226523,0.003929430896203824
19,23,3,20,1,0,1,0.049504950495049015,0.014534883720930189,0.034970066774118826,0.049504950495049015,0.014534883720930189,0.034970066774118826,0.15043290043290045,1.1294617750427487,0.0038384225242802704
20,29,8,21,0,0,0,0.0458715596330271,0.013698630136986262,0.032172929496040836,0.0458715596330271,0.013698630136986262,0.032172929496040836,0.15151515151515152,1.1630916374179125,0.003651273211763827
21,30,5,25,0,0,0,0.043859649122806633,0.012820512820512787,0.031039136302293845,0.043859649122806633,0.012820512820512787,0.031039136302293845,0.15043290043290045,1.1964217106220079,0.0036763122627357877
22,26,7,19,0,0,0,0.04132231404958644,0.012224938875305593,0.029097375174280845,0.04132231404958644,0.012224938875305593,0.029097375174280845,0.15151515151515152,1.22804682317756,0.0035810080520324765
23,23,3,20,0,0,0,0.04032258064516097,0.011655011655011626,0.028667568990149342,0.04032258064516097,0.011655011655011626,0.028667568990149342,0.15043290043290045,1.2602482793203305,0.0036619507433836543
24,20,5,15,0,0,0,0.03875968992248032,0.011261261261261235,0.027498428661219085,0.03875968992248032,0.011261261261261235,0.027498428661219085,0.15043290043290045,1.291657144765989,0.0036448325058283473
25,29,2,27,0,0,0,0.03816793893129742,0.010615711252653905,0.027552227678643515,0.03816793893129742,0.010615711252653905,0.027552227678643515,0.15043290043290045,1.3207948411372232,0.00348563203732306
26,19,1,18,1,0,1,0.037878787878787595,0.012269938650306723,0.025608849228480873,0.037878787878787595,0.012269938650306723,0.025608849228480873,0.15043290043290045,1.3476975358859258,0.003341230795403824
27,14,1,13,0,0,0,0.037593984962405735,0.011952191235059736,0.025641793727346,0.037593984962405735,0.011952191235059736,0.025641793727346,0.15043290043290045,1.3723489228983707,0.0031907966580354877
28,20,4,16,0,0,0,0.03649635036496324,0.01158301158301156,0.024913338781951677,0.03649635036496324,0.01158301158301156,0.024913338781951677,0.15043290043290045,1.3955599972431312,0.0031000482889584307
29,27,7,20,1,0,1,0.03472222222222198,0.013011152416356853,0.021711069805865128,0.03472222222222198,0.013011152416356853,0.021711069805865128,0.15043290043290045,1.4190337682083614,0.0031517897975375892
30,24,2,22,0,0,0,0.03424657534246552,0.012499999999999976,0.021746575342465546,0.03424657534246552,0.012499999999999976,0.021746575342465546,0.15043290043290045,1.4421667910268416,0.003156429264805389
31,24,6,18,0,0,0,0.032894736842105046,0.012110726643598595,0.020784010198506453,0.032894736842105046,0.012110726643598595,0.020784010198506453,0.15043290043290045,1.4649326941762981,0.0031658920475329524
32,22,3,19,2,2,0,0.04516129032258036,0.011725293132328288,0.03343599719025207,0.04516129032258036,0.011725293132328288,0.03343599719025207,0.15043290043290045,1.4875549665299432,0.0031724292011948143
33,25,3,22,2,0,2,0.04430379746835415,0.014539579967689798,0.029764217500664353,0.04430379746835415,0.014539579967689798,0.029764217500664353,0.15043290043290045,1.5099092782738355,0.0031828217482774085
34,24,6,18,0,0,0,0.04268292682926803,0.014128728414442678,0.028554198414825354,0.04268292682926803,0.014128728414442678,0.028554198414825354,0.15043290043290045,1.5316989494789213,0.0031648752440507494
35,25,3,22,0,0,0,0.041916167664670406,0.013657056145675245,0.028259111518995163,0.041916167664670406,0.013657056145675245,0.028259111518995163,0.15043290043290045,1.552736458469426,0.00313217787297262
36,18,5,13,0,0,0,0.04069767441860442,0.013392857142857123,0.027304817275747295,0.04069767441860442,0.013392857142857123,0.027304817275747295,0.15043290043290045,1.572701324059694,0.0030665909887068227
37,21,4,17,0,0,0,0.03977272727272705,0.013062409288824364,0.026710317983902686,0.03977272727272705,0.013062409288824364,0.026710317983902686,0.15043290043290045,1.5923490654732317,0.0030601677292778112
38,23,3,20,0,0,0,0.03910614525139643,0.012693935119887147,0.026412210131509288,0.03910614525139643,0.012693935119887147,0.026412210131509288,0.15043290043290045,1.6110924905293742,0.003009463180733372
39,14,1,13,0,0,0,0.038888888888888674,0.012465373961218818,0.026423514927669856,0.038888888888888674,0.012465373961218818,0.026423514927669856,0.15043290043290045,1.6298105945965582,0.0030317364889812307
40,20,2,18,0,0,0,0.03846153846153825,0.012162162162162145,0.026299376299376103,0.03846153846153825,0.012162162162162145,0.026299376299376103,0.15043290043290045,1.647349415491073,0.00295293209076849
41,27,5,22,1,0,1,0.037433155080213706,0.013123359580052476,0.02430979550016123,0.037433155080213706,0.013123359580052476,0.02430979550016123,0.15043290043290045,1.6648315792041153,0.0029674558019383433
42,19,6,13,0,0,0,0.03626943005181328,0.012903225806451596,0.023366204245361684,0.03626943005181328,0.012903225806451596,0.023366204245361684,0.15043290043290045,1.6815760635398942,0.0029120033103743836
43,21,5,16,0,0,0,0.03535353535353518,0.012642225031605546,0.022711310321929634,0.03535353535353518,0.012642225031605546,0.022711310321929634,0.15043290043290045,1.6972890248136825,0.0028395911224408997
44,26,6,20,1,0,1,0.03431372549019591,0.013563501849568418,0.02075022364062749,0.03431372549019591,0.013563501849568418,0.02075022364062749,0.15043290043290045,1.7128736908970599,0.0028409204039487926
45,24,3,21,0,0,0,0.033816425120772785,0.01322115384615383,0.020595271274618954,0.033816425120772785,0.01322115384615383,0.020595271274618954,0.15043290043290045,1.7279002782981547,0.002806946112326276
46,27,4,23,0,0,0,0.03317535545023681,0.012865497076023377,0.02030985837421343,0.03317535545023681,0.012865497076023377,0.02030985837421343,0.15043290043290045,1.7429270859530568,0.0028190197923584357
47,21,3,18,0,0,0,0.03271028037383163,0.01260022909507444,0.020110051278757188,0.03271028037383163,0.01260022909507444,0.020110051278757188,0.15043290043290045,1.7572400020333978,0.0027664853709333565
48,25,4,21,0,0,0,0.03211009174311912,0.012304250559284103,0.01980584118383502,0.03211009174311912,0.012304250559284103,0.01980584118383502,0.15043290043290045,1.771503851789721,0.0027710834368077824
49,24,7,17,1,0,1,0.031111111111110975,0.013172338090010963,0.017938773021100012,0.031111111111110975,0.013172338090010963,0.017938773021100012,0.15043290043290045,1.7856058768321341,0.0027634570197137566
50,17,1,16,1,0,1,0.030973451327433493,0.014023732470334397,0.016949718857099096,0.030973451327433493,0.014023732470334397,0.016949718857099096,0.15043290043290045,1.7992980267447742,0.002730508231525103
51,20,5,15,0,0,0,0.030303030303030172,0.013800424628450091,0.016502605674580083,0.030303030303030172,0.013800424628450091,0.016502605674580083,0.15043290043290045,1.8130057522358871,0.0027354806147676758
52,21,5,16,0,0,0,0.029661016949152418,0.013569937369519818,0.0160910795796326,0.029661016949152418,0.013569937369519818,0.0160910795796326,0.15043290043290045,1.8264468095290052,0.0027140572605177534
53,23,3,20,1,0,1,0.02928870292887017,0.014314928425357858,0.014973774503512314,0.02928870292887017,0.014314928425357858,0.014973774503512314,0.15043290043290045,1.839848139736693,0.002713698520718923
54,18,2,16,1,0,1,0.02904564315352685,0.015090543259557328,0.013955099893969522,0.02904564315352685,0.015090543259557328,0.013955099893969522,0.15043290043290045,1.8527954054057887,0.0026751465585884825
55,30,7,23,0,0,0,0.02822580645161279,0.014749262536873142,0.01347654391473965,0.02822580645161279,0.014749262536873142,0.01347654391473965,0.15043290043290045,1.865625707232401,0.002664321802194456
56,24,5,19,1,0,1,0.027667984189723212,0.01544401544401543,0.012223968745707782,0.027667984189723212,0.01544401544401543,0.012223968745707782,0.15043290043290045,1.8779943257752558,0.0026175676264146336
57,17,5,12,1,0,1,0.027131782945736326,0.016221374045801512,0.010910408899934814,0.027131782945736326,0.016221374045801512,0.010910408899934814,0.15043290043290045,1.8901466994479292,0.0025970540357133504
58,22,5,17,1,0,1,0.026615969581748947,0.01690140845070421,0.009714561131044738,0.026615969581748947,0.01690140845070421,0.009714561131044738,0.15043290043290045,1.9018875962041553,0.002555287389204401
59,22,4,18,0,0,0,0.026217228464419377,0.016620498614958436,0.00959672984946094,0.026217228464419377,0.016620498614958436,0.00959672984946094,0.15043290043290045,1.913508279797982,0.0025379239292890893
60,24,6,18,0,0,0,0.025641025641025546,0.01634877384196184,0.009292251799063705,0.025641025641025546,0.01634877384196184,0.009292251799063705,0.15043290043290045,1.9250607803663398,0.0025220806625209477
61,20,4,16,0,0,0,0.02527075812274359,0.016114592658907776,0.009156165463835814,0.02527075812274359,0.016114592658907776,0.009156165463835814,0.15043290043290045,1.93668001107873,0.0025193668055412503
62,20,7,13,1,1,0,0.028169014084506942,0.015929203539822995,0.012239810544683948,0.028169014084506942,0.015929203539822995,0.012239810544683948,0.15043290043290045,1.9477467709100202,0.002463123625669494
63,14,2,12,0,0,0,0.02797202797202787,0.015761821366024505,0.012210206606003367,0.02797202797202787,0.015761821366024505,0.012210206606003367,0.15043290043290045,1.9585229467842946,0.0024238693402633326
64,18,4,14,0,0,0,0.027586206896551627,0.01557093425605535,0.012015272640496276,0.027586206896551627,0.01557093425605535,0.012015272640496276,0.15043290043290045,1.9693303276193033,0.0024135612237448263
65,25,2,23,0,0,0,0.027397260273972508,0.015267175572519073,0.012130084701453435,0.027397260273972508,0.015267175572519073,0.012130084701453435,0.15043290043290045,1.9798704785207277,0.002373285136024674
66,23,7,16,0,0,0,0.026755852842809274,0.01506276150627614,0.011693091336533134,0.026755852842809274,0.01506276150627614,0.011693091336533134,0.15043290043290045,1.9899690441847768,0.0023188569968053446
67,22,3,19,1,0,1,0.026490066225165473,0.015650741350906085,0.010839324874259388,0.026490066225165473,0.015650741350906085,0.010839324874259388,0.15043290043290045,2.000056018817013,0.002295470366543961
68,23,3,20,1,0,1,0.026229508196721225,0.016207455429497558,0.010022052767223667,0.026229508196721225,0.016207455429497558,0.010022052767223667,0.15043290043290045,2.0096987400268556,0.0022398049472715977
69,23,3,20,0,0,0,0.02597402597402589,0.01594896331738436,0.01002506265664153,0.02597402597402589,0.01594896331738436,0.01002506265664153,0.15043290043290045,2.01900543735952,0.0021914272180130374
70,17,3,14,0,0,0,0.025723472668810206,0.015772870662460556,0.00995060200634965,0.025723472668810206,0.015772870662460556,0.00995060200634965,0.15043290043290045,2.028127664492793,0.0021507927277595105
71,20,4,16,1,0,1,0.025396825396825314,0.016355140186915876,0.009041685209909438,0.025396825396825314,0.016355140186915876,0.009041685209909438,0.15043290043290045,2.037244656025946,0.0021272755696439805
72,21,3,18,0,0,0,0.025157232704402434,0.016129032258064505,0.009028200446337929,0.025157232704402434,0.016129032258064505,0.009028200446337929,0.15043290043290045,2.0460494711113952,0.0020773707075539866
