bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3729.0,15094.0,0.018771788683293104,0.01742414204319597,0.0013476466400971325
1,0.39269908169872414,3800.0,15047.0,0.019736842105263153,0.017212733435236258,0.0025241086700268957
2,0.6544984694978735,3751.0,14969.0,0.021061050386563578,0.019440176364486604,0.0016208740220769735
3,0.916297857297023,3825.0,15123.0,0.016209150326797383,0.018118098260927064,-0.001908947934129681
4,1.1780972450961724,3736.0,14932.0,0.015792291220556743,0.018148941869809802,-0.0023566506492530594
5,1.4398966328953218,3767.0,15061.0,0.020440668967348016,0.019454219507336827,0.0009864494600111892
6,1.7016960206944711,3702.0,14997.0,0.019448946515397077,0.017470160698806424,0.001978785816590653
7,1.9634954084936205,3718.0,15079.0,0.01882732651963421,0.017308840108760527,0.0015184864108736817
8,2.22529479629277,3780.0,15151.0,0.019841269841269837,0.020790706884034053,-0.0009494370427642167
9,2.4870941840919194,3803.0,15249.0,0.017354719957927946,0.017574922945766933,-0.0002202029878389869
10,2.748893571891069,3737.0,15046.0,0.018196414236018192,0.01754619167885152,0.0006502225571666728
11,3.010692959690218,3755.0,15114.0,0.019707057256990675,0.01872436151912134,0.0009826957378693338
12,3.2724923474893677,3684.0,14979.0,0.01872964169381107,0.01775819480606182,0.0009714468877492499
13,3.534291735288517,3818.0,14876.0,0.016500785751702458,0.018956708792686204,-0.0024559230409837464
14,3.7960911230876664,3683.0,14954.0,0.01520499592723323,0.01624983282064999,-0.001044836893416761
15,4.057890510886816,3725.0,15039.0,0.016912751677852344,0.01682292705632023,8.982462153211274e-05
16,4.319689898685965,3726.0,15021.0,0.019055287171229195,0.01830770254976366,0.0007475846214655343
17,4.581489286485114,3713.0,14982.0,0.020199299757608397,0.0184221065278334,0.0017771932297749975
18,4.843288674284264,3720.0,14878.0,0.017204301075268814,0.01566070708428552,0.0015435939909832948
19,5.105088062083413,3764.0,14765.0,0.02045696068012752,0.01889603792753132,0.0015609227525962
20,5.3668874498825625,3762.0,14975.0,0.016746411483253586,0.019098497495826375,-0.00235208601257279
21,5.6286868376817125,3720.0,14900.0,0.01854838709677419,0.01711409395973154,0.0014342931370426477
22,5.890486225480862,3815.0,14948.0,0.01913499344692005,0.01759432700026759,0.0015406664466524576
23,6.152285613280011,3761.0,15002.0,0.014091996809359209,0.019464071457139045,-0.005372074647779836
