t,captures_total,captures_in,captures_out,M_total,M_in,M_out,G_total,G_in,G_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
1884,15,4,11,0,0,0,15,4,11,0.016902011125374407,0.018833600856072767,-0.0019315897306983604,0.016538926986688175,0.01856684062625451,-0.0020279136395663366,0.15011037527593818,27.033927663224965,0.000623751242328003
1885,9,3,6,0,0,0,9,3,6,0.016891169553132346,0.018827556696619598,-0.001936387143487251,0.01614856681469519,0.01856684062625451,-0.0024182738115593218,0.15011037527593818,27.021303626949226,0.00010399056108469445
1886,15,3,12,1,0,1,14,3,11,0.016880341880341876,0.018868933076758607,-0.0019885911964167315,0.01612903225806451,0.018672824013653243,-0.002543791755588734,0.15011037527593818,27.009667740809867,0.000674736716613154
1887,14,6,8,0,0,0,14,6,8,0.016858728126333756,0.01886086770677495,-0.002002139580441195,0.016109544905356418,0.01867657395320815,-0.0025670290478517314,0.15011037527593818,26.998989298879252,0.0012422344796394868
1888,9,1,8,0,0,0,9,1,8,0.016855131213996156,0.018852809228797264,-0.0019976780148011075,0.01612903225806451,0.018589228295819934,-0.002460196037755425,0.15011037527593818,26.989297863411586,0.0018116314023611183
1889,13,1,12,0,0,0,13,1,12,0.016851535836177472,0.01884073441502989,-0.0019891985788524184,0.01574485264432781,0.018585493269037568,-0.002840640624709758,0.15011037527593818,26.980590799864554,0.002379517049206579
1890,19,3,16,2,1,1,17,2,15,0.017053933063312723,0.018877986348122867,-0.0018240532848101433,0.016161616161616155,0.01856870420556057,-0.0024070880439444158,0.15011037527593818,26.972867826617698,0.0029456797236547634
1891,10,3,7,0,0,0,10,3,7,0.017043033659991474,0.018870941947865025,-0.001827908287873551,0.016155088852988685,0.018466479325572056,-0.0023113904725833717,0.15011037527593818,26.966108987926198,0.003507869864899217
1892,13,4,9,1,0,1,12,4,8,0.01702852277564921,0.018915174765558398,-0.001886651989909189,0.016135538523598218,0.01855939004815409,-0.002423851524555872,0.15011037527593818,26.960324035773603,0.0040684113482275935
1893,12,3,9,0,0,0,12,3,9,0.01701765581791108,0.018906108537039997,-0.0018884527191289184,0.016116035455277997,0.018561252132035716,-0.0024452166767577194,0.15011037527593818,26.955476023839378,0.004622557128103126
1894,15,4,11,0,0,0,15,4,11,0.017003188097768327,0.018895039386842664,-0.0018918512890743373,0.01609657947686116,0.01856684062625451,-0.0024702611493933498,0.15011037527593818,26.95156668333185,0.005173465884396588
1895,12,4,8,1,0,1,11,4,7,0.016988744956466337,0.018940200042562246,-0.0019514550860959094,0.01608363490148773,0.018665328650275963,-0.0025816937487882323,0.15011037527593818,26.948605875360713,0.005721472699974247
