bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3709.0,15179.0,0.016446481531410078,0.020225311285328413,-0.003778829753918335
1,0.39269908169872414,3722.0,14903.0,0.018001074691026325,0.017446151781520498,0.0005549229095058276
2,0.6544984694978735,3707.0,15101.0,0.016994874561640137,0.018276935302297858,-0.0012820607406577207
3,0.916297857297023,3631.0,15292.0,0.016524373450839985,0.018637195919434996,-0.0021128224685950103
4,1.1780972450961724,3808.0,15082.0,0.0196953781512605,0.01889669805065641,0.0007986801006040906
5,1.4398966328953218,3676.0,15122.0,0.022034820457018493,0.018119296389366484,0.003915524067652009
6,1.7016960206944711,3774.0,14933.0,0.01934287228404875,0.01848255541418335,0.0008603168698654018
7,1.9634954084936205,3901.0,15019.0,0.018969495001281717,0.015247353352420267,0.0037221416488614507
8,2.22529479629277,3686.0,15229.0,0.01736299511665762,0.01904261606146168,-0.001679620944804061
9,2.4870941840919194,3764.0,14818.0,0.017268862911795958,0.01626400323930355,0.0010048596724924093
10,2.748893571891069,3812.0,15083.0,0.02019937040923399,0.018232447125903332,0.00196692328333066
11,3.010692959690218,3706.0,15010.0,0.017808958445763624,0.019120586275816122,-0.0013116278300524982
12,3.2724923474893677,3679.0,14959.0,0.017939657515629242,0.016311250752055615,0.0016284067635736268
13,3.534291735288517,3775.0,15247.0,0.01801324503311258,0.016003148160293825,0.002010096872818754
14,3.7960911230876664,3684.0,15055.0,0.020358306188925077,0.018731318498837593,0.0016269876900874836
15,4.057890510886816,3735.0,14927.0,0.01659973226238286,0.01795404300931198,-0.0013543107469291202
16,4.319689898685965,3674.0,14950.0,0.018508437670114314,0.017257525083612037,0.0012509125865022772
17,4.581489286485114,3615.0,14843.0,0.016044260027662512,0.018796739203665026,-0.0027524791760025133
18,4.843288674284264,3764.0,14992.0,0.01780021253985122,0.018676627534685162,-0.0008764149948339434
19,5.105088062083413,3713.0,14950.0,0.019929975760840286,0.017591973244147154,0.0023380025166931315
20,5.3668874498825625,3756.0,14887.0,0.01624068157614483,0.016524484449519712,-0.0002838028733748825
21,5.6286868376817125,3725.0,14998.0,0.0185234899328859,0.018669155887451657,-0.00014566595456575598
22,5.890486225480862,3828.0,14989.0,0.019853709508881916,0.017546200547067847,0.002307508961814069
23,6.152285613280011,3793.0,14832.0,0.018718692327972578,0.017529665587918013,0.0011890267400545655
