t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,18,3,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,26,4,22,1,1,0,0.14285714285712245,0.0,0.14285714285712245,0.14285714285712245,0.0,0.14285714285712245,0.1565040650406504,0.020496674948339233,0.0017990254297804667
2,21,6,15,1,0,1,0.076923076923071,0.01923076923076886,0.057692307692302144,0.076923076923071,0.01923076923076886,0.057692307692302144,0.21443089430894308,0.06346319511686538,0.0038077522285838395
3,20,7,13,0,0,0,0.049999999999997505,0.01538461538461515,0.034615384615382355,0.049999999999997505,0.01538461538461515,0.034615384615382355,0.19410569105691056,0.12227166944267437,0.005134765980003768
4,20,7,13,1,0,1,0.03703703703703567,0.025641025641025314,0.011396011396010354,0.03703703703703567,0.025641025641025314,0.011396011396010354,0.18292682926829268,0.19079985447432316,0.0059505272025139186
5,21,4,17,0,0,0,0.03225806451612799,0.02105263157894715,0.011205432937180841,0.03225806451612799,0.02105263157894715,0.011205432937180841,0.17479674796747968,0.2672332649120431,0.006611170572096038
6,22,5,17,0,0,0,0.027777777777777006,0.0178571428571427,0.009920634920634306,0.027777777777777006,0.0178571428571427,0.009920634920634306,0.18089430894308944,0.34279607882167845,0.006564044568040918
7,22,4,18,0,0,0,0.024999999999999373,0.015384615384615268,0.009615384615384106,0.024999999999999373,0.015384615384615268,0.009615384615384106,0.18089430894308944,0.41911728201051984,0.006655746853377221
8,26,5,21,0,0,0,0.022222222222221727,0.013245033112582695,0.008977189109639032,0.022222222222221727,0.013245033112582695,0.008977189109639032,0.1524390243902439,0.4957470159878468,0.0066967176908556015
9,22,6,16,0,0,0,0.019607843137254517,0.011976047904191545,0.007631795233062972,0.019607843137254517,0.011976047904191545,0.007631795233062972,0.15040650406504066,0.5703631780775901,0.006615176217908899
10,28,7,21,0,0,0,0.01724137931034453,0.01063829787234037,0.006603081438004159,0.01724137931034453,0.01063829787234037,0.006603081438004159,0.16361788617886178,0.6401348881015163,0.006245953191702057
11,17,3,14,0,0,0,0.01639344262295055,0.009900990099009853,0.006492452523940697,0.01639344262295055,0.009900990099009853,0.006492452523940697,0.15040650406504066,0.7091575616877954,0.006279357556734771
12,23,7,16,0,0,0,0.014705882352940961,0.009174311926605463,0.005531570426335498,0.014705882352940961,0.009174311926605463,0.005531570426335498,0.15040650406504066,0.7721480139730744,0.005793516557033083
13,30,4,26,1,0,1,0.013888888888888697,0.012295081967213064,0.001593806921675633,0.013888888888888697,0.012295081967213064,0.001593806921675633,0.15040650406504066,0.8310059766926338,0.005496115353015438
14,28,5,23,0,0,0,0.01298701298701282,0.011235955056179732,0.001751057930833088,0.01298701298701282,0.011235955056179732,0.001751057930833088,0.15142276422764228,0.8897852717883046,0.005621123692157791
15,17,2,15,1,0,1,0.012658227848101106,0.014184397163120517,-0.0015261693150194107,0.012658227848101106,0.014184397163120517,-0.0015261693150194107,0.15040650406504066,0.945377311534607,0.005450021568330459
16,24,5,19,0,0,0,0.011904761904761764,0.013289036544850454,-0.00138427464008869,0.011904761904761764,0.013289036544850454,-0.00138427464008869,0.15040650406504066,0.9949893352566653,0.005042949212020243
17,26,6,20,3,0,3,0.011111111111110988,0.021806853582554447,-0.010695742471443458,0.011111111111110988,0.021806853582554447,-0.010695742471443458,0.1524390243902439,1.0417433281513475,0.004854827584218912
18,23,2,21,1,0,1,0.010869565217391186,0.023391812865497005,-0.01252224764810582,0.010869565217391186,0.023391812865497005,-0.01252224764810582,0.15040650406504066,1.08522299720404,0.004653291485656872
19,25,8,17,0,0,0,0.009999999999999901,0.022284122562674032,-0.012284122562674131,0.009999999999999901,0.022284122562674032,-0.012284122562674131,0.15040650406504066,1.127895170625391,0.0046362225829034
20,23,2,21,2,1,1,0.01960784313725471,0.023684210526315724,-0.0040763673890610135,0.01960784313725471,0.023684210526315724,-0.0040763673890610135,0.15040650406504066,1.167393284355541,0.004407375341211383
21,19,3,16,1,0,1,0.019047619047618865,0.025252525252525186,-0.006204906204906321,0.019047619047618865,0.025252525252525186,-0.006204906204906321,0.15040650406504066,1.20496482285742,0.004317988145930782
22,31,7,24,0,0,0,0.0178571428571427,0.023809523809523753,-0.005952380952381053,0.0178571428571427,0.023809523809523753,-0.005952380952381053,0.15040650406504066,1.2406266009585434,0.004214501032867664
23,29,8,21,0,0,0,0.016666666666666528,0.022675736961451195,-0.006009070294784667,0.016666666666666528,0.022675736961451195,-0.006009070294784667,0.15040650406504066,1.275171457998981,0.004136270272019554
24,17,5,12,0,0,0,0.015999999999999872,0.02207505518763792,-0.006075055187638047,0.015999999999999872,0.02207505518763792,-0.006075055187638047,0.15040650406504066,1.3065987748330739,0.003916010363582197
25,19,4,15,0,0,0,0.015503875968992128,0.02136752136752132,-0.005863645398529191,0.015503875968992128,0.02136752136752132,-0.005863645398529191,0.15040650406504066,1.3354474984493572,0.0037623027571340416
26,20,3,17,1,1,0,0.022727272727272554,0.020618556701030886,0.0021087160262416686,0.022727272727272554,0.020618556701030886,0.0021087160262416686,0.15040650406504066,1.3620938524684831,0.003624739519973673
27,24,8,16,1,0,1,0.021428571428571276,0.021956087824351253,-0.0005275163957799769,0.021428571428571276,0.021956087824351253,-0.0005275163957799769,0.15040650406504066,1.3867028422779695,0.003499669404621037
28,19,2,17,0,0,0,0.021126760563380132,0.021235521235521193,-0.00010876067214106097,0.021126760563380132,0.021235521235521193,-0.00010876067214106097,0.15040650406504066,1.4115222642531344,0.0035542760136142723
29,28,10,18,1,0,1,0.01973684210526303,0.022388059701492494,-0.002651217596229466,0.01973684210526303,0.022388059701492494,-0.002651217596229466,0.15040650406504066,1.435913429682038,0.0035686413307206336
30,23,5,18,0,0,0,0.019108280254776948,0.021660649819494546,-0.002552369564717598,0.019108280254776948,0.021660649819494546,-0.002552369564717598,0.15040650406504066,1.4597692549132197,0.003576240478125911
31,23,0,23,2,0,2,0.019108280254776948,0.024263431542460964,-0.005155151287684016,0.019108280254776948,0.024263431542460964,-0.005155151287684016,0.15040650406504066,1.4827467928523956,0.0035386156060239313
32,22,4,18,0,0,0,0.018633540372670693,0.02352941176470584,-0.004895871392035147,0.018633540372670693,0.02352941176470584,-0.004895871392035147,0.15040650406504066,1.5055101655483778,0.0035639600535126116
