sweep_k,sweep_v,mode,delta,se,z,cap_in,cap_out,M_in,M_out,delta_baseline,se_baseline,z_baseline,delta_improve,z_improve
neg_mem_gain,neg_mem_gain=0.0,v8,0.0006624018838713684,0.00015893943188552892,4.167637168531206,898475,3599608,16746,64706,0.0005241569746574498,0.0001585023810835328,3.3069343884569724,0.0001382449092139186,0.8607027800742335
neg_mem_gain,neg_mem_gain=0.02,v8,0.0006550672702661936,0.00015894260632952543,4.121407628789481,897510,3598819,16712,64654,0.0005241569746574498,0.0001585023810835328,3.3069343884569724,0.0001309102956087438,0.814473240332509
neg_mem_gain,neg_mem_gain=0.05,v8,0.0006453336209305098,0.00015871846687349095,4.065901300854166,896892,3599080,16642,64459,0.0005241569746574498,0.0001585023810835328,3.3069343884569724,0.00012117664627305999,0.7589669123971934
neg_mem_gain,neg_mem_gain=0.1,v8,0.00039024517214644033,0.00015805485261964394,2.4690489768482817,898977,3597647,16524,64724,0.0005241569746574498,0.0001585023810835328,3.3069343884569724,-0.00013391180251100948,-0.8378854116086907
neg_mem_gain,neg_mem_gain=0.2,v8,0.0007903072892249258,0.00015895664067198018,4.971841917921401,899113,3598202,16793,64361,0.0005241569746574498,0.0001585023810835328,3.3069343884569724,0.00026615031456747595,1.6649075294644282
