bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3834.0,15142.0,0.015127803860198222,0.018623695680887595,-0.0034958918206893733
1,0.39269908169872414,3841.0,15354.0,0.016922676386357714,0.01830141982545265,-0.0013787434390949357
2,0.6544984694978735,3841.0,15068.0,0.02004686279614683,0.01937881603397929,0.0006680467621675394
3,0.916297857297023,3708.0,15169.0,0.018878101402373244,0.018326850814160456,0.0005512505882127872
4,1.1780972450961724,3759.0,15250.0,0.019420058526203772,0.01849180327868852,0.0009282552475152507
5,1.4398966328953218,3824.0,14992.0,0.02353556485355648,0.019410352187833508,0.004125212665722973
6,1.7016960206944711,3840.0,15001.0,0.01770833333333333,0.018732084527698152,-0.0010237511943648227
7,1.9634954084936205,3709.0,15267.0,0.019142626044755993,0.02089474028951333,-0.001752114244757335
8,2.22529479629277,3714.0,14998.0,0.01750134625740441,0.017669022536338175,-0.00016767627893376352
9,2.4870941840919194,3747.0,15282.0,0.020282892981051504,0.018714827902107052,0.001568065078944452
10,2.748893571891069,3776.0,14922.0,0.016419491525423723,0.016552740919447792,-0.0001332493940240688
11,3.010692959690218,3861.0,14983.0,0.01942501942501942,0.019488753921110588,-6.373449609116746e-05
12,3.2724923474893677,3747.0,14942.0,0.016012810248198554,0.0188060500602329,-0.0027932398120343455
13,3.534291735288517,3766.0,15024.0,0.018321826872012743,0.018636847710330137,-0.00031502083831739386
14,3.7960911230876664,3681.0,14937.0,0.016299918500407493,0.018611501640222263,-0.00231158313981477
15,4.057890510886816,3696.0,15008.0,0.012175324675324672,0.019589552238805968,-0.007414227563481295
16,4.319689898685965,3702.0,14936.0,0.01674770394381415,0.01787627209426888,-0.0011285681504547285
17,4.581489286485114,3837.0,14786.0,0.016419077404222045,0.016975517381306638,-0.0005564399770845926
18,4.843288674284264,3686.0,14871.0,0.01844818231144872,0.01862685764239123,-0.00017867533094250918
19,5.105088062083413,3705.0,15029.0,0.019703103913630223,0.01690065872646217,0.0028024451871680525
20,5.3668874498825625,3850.0,14975.0,0.018181818181818177,0.016761268781302168,0.0014205494005160094
21,5.6286868376817125,3758.0,14837.0,0.017030335284725914,0.016310574914066185,0.0007197603706597284
22,5.890486225480862,3647.0,14942.0,0.018919659994516037,0.01666443581849819,0.0022552241760178462
23,6.152285613280011,3796.0,14921.0,0.016859852476290828,0.017291066282420747,-0.0004312138061299195
