t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,39,7,32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,20,5,15,1,0,1,0.0,0.021276595744680396,-0.021276595744680396,0.0,0.021276595744680396,-0.021276595744680396,0.16796440489432704,0.04135896388753025,0.003588952334881316
2,17,1,16,0,0,0,0.0,0.01587301587301562,-0.01587301587301562,0.0,0.01587301587301562,-0.01587301587301562,0.1557285873192436,0.0993731772224002,0.005019477549659171
3,22,1,21,0,0,0,0.0,0.011904761904761764,-0.011904761904761764,0.0,0.011904761904761764,-0.011904761904761764,0.20578420467185762,0.167918860802687,0.0059976541718473955
4,28,9,19,2,1,1,0.04347826086956333,0.01941747572815515,0.024060785141408178,0.04347826086956333,0.01941747572815515,0.024060785141408178,0.19243604004449388,0.2403936766976752,0.0063501784824554364
5,24,3,21,0,0,0,0.038461538461536986,0.016129032258064387,0.0223325062034726,0.038461538461536986,0.016129032258064387,0.0223325062034726,0.1757508342602892,0.32063204824812747,0.006925766305953079
6,22,4,18,0,0,0,0.03333333333333222,0.014084507042253423,0.0192488262910788,0.03333333333333222,0.014084507042253423,0.0192488262910788,0.1735261401557286,0.3996289276689011,0.00682661294304418
7,31,4,27,1,0,1,0.029411764705881485,0.017751479289940725,0.01166028541594076,0.029411764705881485,0.017751479289940725,0.01166028541594076,0.18131256952169078,0.47420065352636503,0.006471983247843129
8,34,9,25,0,0,0,0.02325581395348783,0.015463917525773117,0.007791896427714714,0.02325581395348783,0.015463917525773117,0.007791896427714714,0.15795328142380421,0.5509727273695972,0.006712275534973476
9,25,9,16,0,0,0,0.01923076923076886,0.014285714285714218,0.004945054945054643,0.01923076923076886,0.014285714285714218,0.004945054945054643,0.15016685205784205,0.62512230514834,0.006509130671433115
10,21,5,16,0,0,0,0.017543859649122497,0.013274336283185782,0.004269523365936716,0.017543859649122497,0.013274336283185782,0.004269523365936716,0.15016685205784205,0.6955179034993558,0.006284200730623553
11,26,8,18,0,0,0,0.01538461538461515,0.012295081967213064,0.0030895334174020853,0.01538461538461515,0.012295081967213064,0.0030895334174020853,0.15016685205784205,0.7621802883914579,0.006070805355594369
12,23,5,18,0,0,0,0.014285714285714082,0.011450381679389268,0.0028353326063248144,0.014285714285714082,0.011450381679389268,0.0028353326063248144,0.15239154616240266,0.8245210833741549,0.005736173662799568
13,24,4,20,1,0,1,0.013513513513513332,0.014184397163120517,-0.0006708836496071846,0.013513513513513332,0.014184397163120517,-0.0006708836496071846,0.15016685205784205,0.8806056804514941,0.0052810962346113354
14,27,9,18,1,0,1,0.012048192771084192,0.01666666666666661,-0.004618473895582419,0.012048192771084192,0.01666666666666661,-0.004618473895582419,0.15016685205784205,0.9339046242801634,0.0051278951327878046
15,26,3,23,1,0,1,0.011627906976744052,0.018575851393188795,-0.006947944416444743,0.011627906976744052,0.018575851393188795,-0.006947944416444743,0.15016685205784205,0.9841354351682147,0.004911854699134212
16,28,6,22,0,0,0,0.010869565217391186,0.017391304347826035,-0.006521739130434849,0.010869565217391186,0.017391304347826035,-0.006521739130434849,0.15016685205784205,1.0298761585856515,0.0046042841798982145
17,31,3,28,0,0,0,0.010526315789473575,0.016085790884718454,-0.005559475095244879,0.010526315789473575,0.016085790884718454,-0.005559475095244879,0.15127919911012236,1.0752252275150898,0.004615529343362204
18,19,2,17,0,0,0,0.010309278350515358,0.015384615384615344,-0.005075337034099986,0.010309278350515358,0.015384615384615344,-0.005075337034099986,0.15016685205784205,1.1175800103912017,0.004442401189155727
19,25,4,21,0,0,0,0.009900990099009804,0.014598540145985365,-0.004697550046975561,0.009900990099009804,0.014598540145985365,-0.004697550046975561,0.15016685205784205,1.1584389994496034,0.004405205192305373
20,26,4,22,1,1,0,0.019047619047618865,0.013856812933025372,0.005190806114593494,0.019047619047618865,0.013856812933025372,0.005190806114593494,0.15016685205784205,1.1974809806341458,0.004346726394158696
