t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,25,6,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,15,5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17672886937431395,0.030058617662415132,0.0025708248698237852
2,24,3,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690450054884742,0.07436307255221417,0.003827677383604009
3,28,6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19978046103183314,0.13624599210082367,0.005362078872475325
4,24,4,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17233809001097694,0.2123718981233337,0.006580803470613732
5,21,5,16,1,0,1,0.0,0.009259259259259174,-0.009259259259259174,0.0,0.009259259259259174,-0.009259259259259174,0.16136114160263446,0.2943755210707745,0.007114785833479495
6,20,2,18,0,0,0,0.0,0.007936507936507874,-0.007936507936507874,0.0,0.007936507936507874,-0.007936507936507874,0.150384193194292,0.3730714602840487,0.006765187783797962
7,24,5,19,0,0,0,0.0,0.006896551724137884,-0.006896551724137884,0.0,0.006896551724137884,-0.006896551724137884,0.150384193194292,0.4507890218887286,0.0067078628128366
8,27,8,19,0,0,0,0.0,0.006097560975609719,-0.006097560975609719,0.0,0.006097560975609719,-0.006097560975609719,0.1734357848518112,0.5246970767183309,0.006413106588349194
9,25,3,22,0,0,0,0.0,0.005376344086021476,-0.005376344086021476,0.0,0.005376344086021476,-0.005376344086021476,0.1668496158068057,0.598050006091157,0.006356993770188577
10,20,4,16,0,0,0,0.0,0.004950495049504926,-0.004950495049504926,0.0,0.004950495049504926,-0.004950495049504926,0.15477497255762898,0.6700138711341076,0.00632958152368206
11,22,3,19,1,1,0,0.018518518518518174,0.004524886877828034,0.01399363164069014,0.018518518518518174,0.004524886877828034,0.01399363164069014,0.150384193194292,0.7354093944217305,0.005803417437647813
12,18,1,17,1,0,1,0.01818181818181785,0.00840336134453778,0.009778456837280071,0.01818181818181785,0.00840336134453778,0.009778456837280071,0.150384193194292,0.7969065249801364,0.005524542467550048
13,21,2,19,1,0,1,0.017543859649122497,0.011673151750972716,0.005870707898149781,0.017543859649122497,0.011673151750972716,0.005870707898149781,0.150384193194292,0.8527825939199949,0.005147822902960195
14,18,6,12,1,1,0,0.03174603174603124,0.011152416356877281,0.020593615389153955,0.03174603174603124,0.011152416356877281,0.020593615389153955,0.150384193194292,0.9032556520619437,0.004760524730498797
15,20,4,16,0,0,0,0.029850746268656272,0.010526315789473646,0.019324430479182628,0.029850746268656272,0.010526315789473646,0.019324430479182628,0.150384193194292,0.9502286552511483,0.004501575362748177
16,18,2,16,0,0,0,0.028985507246376392,0.00996677740863784,0.01901872983773855,0.028985507246376392,0.00996677740863784,0.01901872983773855,0.15148188803512624,0.9950726846514858,0.004379030233052921
17,33,9,24,1,0,1,0.025641025641025314,0.01230769230769227,0.013333333333333044,0.025641025641025314,0.01230769230769227,0.013333333333333044,0.150384193194292,1.0362075816219452,0.004112723342286943
18,21,2,19,0,0,0,0.02499999999999969,0.011627906976744151,0.013372093023255538,0.02499999999999969,0.011627906976744151,0.013372093023255538,0.150384193194292,1.0777012380159319,0.004151430156977901
19,20,7,13,0,0,0,0.022988505747126173,0.011204481792717054,0.011784023954409119,0.022988505747126173,0.011204481792717054,0.011784023954409119,0.150384193194292,1.1160095453717604,0.00391471465232115
20,28,4,24,0,0,0,0.021978021978021737,0.010498687664041967,0.01147933431397977,0.021978021978021737,0.010498687664041967,0.01147933431397977,0.150384193194292,1.1527943379142964,0.0038158874217768643
21,22,3,19,1,1,0,0.03191489361702094,0.009999999999999974,0.021914893617020967,0.03191489361702094,0.009999999999999974,0.021914893617020967,0.150384193194292,1.1889902630607827,0.0038179796467525994
22,31,5,26,1,0,1,0.03030303030303,0.011737089201877906,0.018565941101152093,0.03030303030303,0.011737089201877906,0.018565941101152093,0.150384193194292,1.2234492853777936,0.003729678893934136
23,22,5,17,0,0,0,0.02884615384615357,0.011286681715575595,0.017559472130577975,0.02884615384615357,0.011286681715575595,0.017559472130577975,0.150384193194292,1.2561303687079424,0.003608994345707272
24,20,5,15,0,0,0,0.027522935779816262,0.010917030567685565,0.0166059052121307,0.027522935779816262,0.010917030567685565,0.0166059052121307,0.150384193194292,1.2870299688706228,0.0035094996076658162
25,28,7,21,0,0,0,0.02586206896551702,0.01043841336116908,0.01542365560434794,0.02586206896551702,0.01043841336116908,0.01542365560434794,0.150384193194292,1.317037292884614,0.003481821176008717
26,21,4,17,0,0,0,0.024999999999999793,0.010080645161290301,0.014919354838709492,0.024999999999999793,0.010080645161290301,0.014919354838709492,0.150384193194292,1.3453083034235287,0.003374738357773454
27,31,6,25,0,0,0,0.02380952380952362,0.00959692898272551,0.014212594826798111,0.02380952380952362,0.00959692898272551,0.014212594826798111,0.150384193194292,1.3721637243770441,0.0032878216225043526
28,19,1,18,0,0,0,0.023622047244094304,0.009276437847866402,0.014345609396227902,0.023622047244094304,0.009276437847866402,0.014345609396227902,0.150384193194292,1.398793323959203,0.003306190053585145
29,25,5,20,1,1,0,0.030303030303030075,0.008944543828264742,0.021358486474765334,0.030303030303030075,0.008944543828264742,0.021358486474765334,0.150384193194292,1.4247152372005634,0.003268937523867657
30,17,5,12,1,1,0,0.03649635036496324,0.008756567425569161,0.027739782939394074,0.03649635036496324,0.008756567425569161,0.027739782939394074,0.150384193194292,1.4493688916845113,0.0031855484588631158
31,29,3,26,0,0,0,0.03571428571428546,0.008375209380234491,0.02733907633405097,0.03571428571428546,0.008375209380234491,0.02733907633405097,0.150384193194292,1.472946912102932,0.003115796107649181
32,26,4,22,1,0,1,0.03472222222222198,0.009693053311793199,0.025029168910428782,0.03472222222222198,0.009693053311793199,0.025029168910428782,0.150384193194292,1.495621083775296,0.003059326270969715
33,19,2,17,0,0,0,0.03424657534246552,0.009433962264150927,0.024812613078314595,0.03424657534246552,0.009433962264150927,0.024812613078314595,0.150384193194292,1.5174648782367224,0.0030190538493737105
34,20,5,15,0,0,0,0.033112582781456734,0.009216589861751138,0.023895992919705594,0.033112582781456734,0.009216589861751138,0.023895992919705594,0.150384193194292,1.5376787579998143,0.0029024963958403155
35,31,4,27,1,0,1,0.03225806451612882,0.010324483775811194,0.021933580740317628,0.03225806451612882,0.010324483775811194,0.021933580740317628,0.150384193194292,1.5569991200937923,0.002844574325334723
36,20,2,18,1,0,1,0.03184713375796158,0.011494252873563201,0.02035288088439838,0.03184713375796158,0.011494252873563201,0.02035288088439838,0.150384193194292,1.575770674675586,0.002825391105432477
37,25,7,18,1,1,0,0.03658536585365831,0.011204481792717071,0.02538088406094124,0.03658536585365831,0.011204481792717071,0.02538088406094124,0.150384193194292,1.5943661996475573,0.0028342287232038443
