bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3859.0,15104.0,0.018657683337652237,0.01628707627118644,0.0023706070664657984
1,0.39269908169872414,3801.0,15158.0,0.01789002893975269,0.01702071513392268,0.0008693138058300104
2,0.6544984694978735,3697.0,15032.0,0.01649986475520692,0.01856040447046301,-0.0020605397152560906
3,0.916297857297023,3857.0,15223.0,0.020222971221156336,0.016882349077054454,0.003340622144101881
4,1.1780972450961724,3638.0,14968.0,0.020615722924683888,0.01970871191876002,0.0009070110059238683
5,1.4398966328953218,3792.0,14991.0,0.018987341772151896,0.01634313921686345,0.0026442025552884454
6,1.7016960206944711,3699.0,15001.0,0.019464720194647196,0.017465502299846676,0.0019992178948005195
7,1.9634954084936205,3756.0,14983.0,0.019701810436634715,0.016685576987252218,0.0030162334493824966
8,2.22529479629277,3734.0,14850.0,0.024102838778789496,0.015420875420875418,0.008681963357914078
9,2.4870941840919194,3681.0,15064.0,0.015756587883727243,0.017724375995751458,-0.0019677881120242144
10,2.748893571891069,3865.0,14946.0,0.02121604139715394,0.017395958784959184,0.0038200826121947556
11,3.010692959690218,3832.0,15058.0,0.021137787056367426,0.016934519856554652,0.004203267199812774
12,3.2724923474893677,3774.0,14905.0,0.019607843137254898,0.016772895001677286,0.002834948135577612
13,3.534291735288517,3712.0,15044.0,0.01858836206896551,0.019143844722148362,-0.0005554826531828511
14,3.7960911230876664,3643.0,14736.0,0.015646445237441665,0.01839033659066232,-0.002743891353220656
15,4.057890510886816,3831.0,14941.0,0.019838162359697202,0.01740178033598822,0.0024363820237089835
16,4.319689898685965,3730.0,14715.0,0.015013404825737263,0.016853550798504924,-0.0018401459727676612
17,4.581489286485114,3732.0,14975.0,0.016345123258306535,0.01722871452420701,-0.0008835912659004748
18,4.843288674284264,3860.0,14771.0,0.017098445595854918,0.01848216099113127,-0.0013837153952763505
19,5.105088062083413,3667.0,14795.0,0.019907281156258515,0.018587360594795536,0.001319920561462979
20,5.3668874498825625,3742.0,14927.0,0.01603420630678781,0.018891940778455147,-0.002857734471667338
21,5.6286868376817125,3755.0,14678.0,0.016511318242343538,0.01846300585910887,-0.0019516876167653303
22,5.890486225480862,3685.0,14959.0,0.016824966078697417,0.01911892506183568,-0.002293958983138264
23,6.152285613280011,3702.0,14824.0,0.014856834143706102,0.018011332973556393,-0.0031544988298502913
