bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3733.0,15102.0,0.020626841682293055,0.01741491193219441,0.003211929750098645
1,0.39269908169872414,3784.0,14911.0,0.01797040169133192,0.01690027496479109,0.0010701267265408286
2,0.6544984694978735,3750.0,15168.0,0.018133333333333328,0.016547995780590716,0.0015853375527426113
3,0.916297857297023,3681.0,15066.0,0.023091551208910616,0.018120270808442848,0.004971280400467768
4,1.1780972450961724,3691.0,15138.0,0.02357084800866973,0.01565596512088783,0.007914882887781902
5,1.4398966328953218,3839.0,14967.0,0.017712946079708254,0.018641010222489474,-0.0009280641427812202
6,1.7016960206944711,3776.0,15143.0,0.01747881355932203,0.01743379779436043,4.501576496159995e-05
7,1.9634954084936205,3807.0,15173.0,0.020751247701602308,0.02023330916760034,0.0005179385340019667
8,2.22529479629277,3761.0,15149.0,0.021802712044668965,0.01571060796092151,0.006092104083747454
9,2.4870941840919194,3770.0,15145.0,0.020159151193633946,0.019412347309343016,0.0007468038842909294
10,2.748893571891069,3766.0,15050.0,0.015932023366967602,0.019468438538205977,-0.0035364151712383753
11,3.010692959690218,3719.0,15195.0,0.01801559559021242,0.017308325106943072,0.0007072704832693476
12,3.2724923474893677,3678.0,14778.0,0.0176726481783578,0.017458384084449857,0.00021426409390794265
13,3.534291735288517,3607.0,14947.0,0.02107014139173828,0.01706027965478022,0.0040098617369580605
14,3.7960911230876664,3729.0,14889.0,0.017699115044247784,0.018402847739942236,-0.000703732695694452
15,4.057890510886816,3720.0,15124.0,0.020967741935483866,0.01639777836551177,0.004569963569972097
16,4.319689898685965,3794.0,14691.0,0.016605166051660514,0.018923150228030764,-0.0023179841763702504
17,4.581489286485114,3699.0,14939.0,0.019194376858610432,0.018542071089095655,0.0006523057695147771
18,4.843288674284264,3695.0,14864.0,0.015426251691474963,0.018299246501614637,-0.0028729948101396743
19,5.105088062083413,3708.0,14892.0,0.018608414239482195,0.017257587966693525,0.0013508262727886695
20,5.3668874498825625,3688.0,14912.0,0.017082429501084594,0.01998390557939914,-0.002901476078314546
21,5.6286868376817125,3758.0,15064.0,0.017030335284725914,0.01845459373340414,-0.0014242584486782277
22,5.890486225480862,3711.0,14928.0,0.019940716787927776,0.017818863879957125,0.0021218529079706505
23,6.152285613280011,3747.0,14956.0,0.016546570589805173,0.018520994918427385,-0.0019744243286222117
