t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,28,6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,29,8,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1708378672470076,0.029619093158514624,0.0027780683381217444
2,25,6,19,1,0,1,0.0,0.016129032258064255,-0.016129032258064255,0.0,0.016129032258064255,-0.016129032258064255,0.15233949945593037,0.08826530402710807,0.005483431495932967
3,20,4,16,0,0,0,0.0,0.012820512820512657,-0.012820512820512657,0.0,0.012820512820512657,-0.012820512820512657,0.1512513601741023,0.15858945413304829,0.006588531810294392
4,25,4,21,0,0,0,0.0,0.01010101010101,-0.01010101010101,0.0,0.01010101010101,-0.01010101010101,0.2840043525571273,0.23477479529689074,0.007143722078973295
5,28,7,21,0,0,0,0.0,0.008333333333333264,-0.008333333333333264,0.0,0.008333333333333264,-0.008333333333333264,0.16430903155603918,0.3140785011400047,0.007410615179291081
6,20,5,15,1,1,0,0.024999999999999373,0.007407407407407353,0.01759259259259202,0.024999999999999373,0.007407407407407353,0.01759259259259202,0.16104461371055495,0.40163601762338386,0.00818588442471651
7,32,8,24,0,0,0,0.0208333333333329,0.006289308176100589,0.014544025157232309,0.0208333333333329,0.006289308176100589,0.014544025157232309,0.15233949945593037,0.4832560445577797,0.007687470969992455
8,29,8,21,0,0,0,0.017857142857142537,0.0055555555555555245,0.012301587301587012,0.017857142857142537,0.0055555555555555245,0.012301587301587012,0.1501632208922742,0.5641258121741676,0.00756843264712578
9,26,3,23,1,0,1,0.016949152542372593,0.009852216748768424,0.007096935793604169,0.016949152542372593,0.009852216748768424,0.007096935793604169,0.15451577801958652,0.6396366852026341,0.00709556678809688
10,32,5,27,0,0,0,0.015624999999999757,0.008695652173913005,0.006929347826086752,0.015624999999999757,0.008695652173913005,0.006929347826086752,0.1501632208922742,0.7107219254066731,0.006743669160841297
11,14,4,10,0,0,0,0.014705882352940961,0.008333333333333299,0.006372549019607663,0.014705882352940961,0.008333333333333299,0.006372549019607663,0.1501632208922742,0.7810376175485377,0.006704630155884472
12,21,5,16,0,0,0,0.013698630136986115,0.007812499999999969,0.005886130136986146,0.013698630136986115,0.007812499999999969,0.005886130136986146,0.1501632208922742,0.8435602300784913,0.006065292095100742
13,24,7,17,0,0,0,0.012499999999999845,0.007326007326007298,0.005173992673992546,0.012499999999999845,0.007326007326007298,0.005173992673992546,0.1501632208922742,0.9007699001928778,0.00562876586470624
14,18,1,17,0,0,0,0.012345679012345527,0.006896551724137907,0.005449127288207621,0.012345679012345527,0.006896551724137907,0.005449127288207621,0.1501632208922742,0.9525413830615954,0.005211595952604198
15,16,4,12,1,0,1,0.011764705882352804,0.009933774834437052,0.0018309310479157521,0.011764705882352804,0.009933774834437052,0.0018309310479157521,0.1501632208922742,0.9971344296365118,0.004619282051554232
16,27,5,22,0,0,0,0.011111111111110988,0.00925925925925923,0.0018518518518517591,0.011111111111110988,0.00925925925925923,0.0018518518518517591,0.1501632208922742,1.0379134149301492,0.004334335571177512
