t,captures_total,captures_in,captures_out,M_total,M_in,M_out,G_total,G_in,G_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
21,8,1,7,0,0,0,8,1,7,0.017543859649122497,0.004329004329004311,0.013214855320118186,0.017543859649122497,0.004329004329004311,0.013214855320118186,0.15016685205784205,1.0929133065516572,0.012927636372062797
22,18,4,14,0,0,0,18,4,14,0.01639344262295055,0.0040816326530612075,0.012311809969889342,0.01639344262295055,0.0040816326530612075,0.012311809969889342,0.15016685205784205,1.1362589176015683,0.013271840991844053
23,12,3,9,1,0,1,11,3,8,0.015624999999999757,0.007874015748031465,0.007750984251968292,0.015624999999999757,0.007874015748031465,0.007750984251968292,0.15016685205784205,1.1804635521956028,0.013638802348555712
24,14,4,10,1,0,1,13,4,9,0.014705882352940961,0.011363636363636319,0.0033422459893046423,0.014705882352940961,0.011363636363636319,0.0033422459893046423,0.15016685205784205,1.2240229122007393,0.014024026092518065
25,16,4,12,0,0,0,16,4,12,0.013888888888888697,0.010869565217391264,0.003019323671497433,0.013888888888888697,0.010869565217391264,0.003019323671497433,0.15127919911012236,1.2665727161724751,0.014385622439034185
26,16,2,14,0,0,0,16,2,14,0.013513513513513332,0.01034482758620686,0.003168685927306472,0.013513513513513332,0.01034482758620686,0.003168685927306472,0.15127919911012236,1.3099921180325675,0.01488712687362418
27,13,2,11,0,0,0,13,2,11,0.013157894736841933,0.00996677740863784,0.0031911173282040926,0.013157894736841933,0.00996677740863784,0.0031911173282040926,0.15016685205784205,1.3542633718048698,0.015376971617968502
28,9,1,8,0,0,0,9,1,8,0.01298701298701282,0.009708737864077638,0.0032782751229351818,0.01298701298701282,0.009708737864077638,0.0032782751229351818,0.15016685205784205,1.3979802575918217,0.015699672645181205
29,12,3,9,0,0,0,12,3,9,0.012499999999999845,0.009433962264150914,0.003066037735848931,0.012499999999999845,0.009433962264150914,0.003066037735848931,0.15016685205784205,1.440227051503469,0.015905837046064925
30,9,0,9,0,0,0,9,0,9,0.012499999999999845,0.009174311926605476,0.003325688073394369,0.012499999999999845,0.009174311926605476,0.003325688073394369,0.15016685205784205,1.4812064170872132,0.01611976931523649
31,17,3,14,0,0,0,17,3,14,0.012048192771084192,0.008797653958944255,0.0032505388121399376,0.012048192771084192,0.008797653958944255,0.0032505388121399376,0.15016685205784205,1.5218943472786655,0.016409510136297316
32,11,3,8,1,0,1,10,3,7,0.011627906976744052,0.011461318051575898,0.0001665889251681544,0.011627906976744052,0.011461318051575898,0.0001665889251681544,0.15016685205784205,1.5632290850249755,0.016756588573827794
33,8,2,6,0,0,0,8,2,6,0.011363636363636236,0.011267605633802785,9.603072983345104e-05,0.011363636363636236,0.011267605633802785,9.603072983345104e-05,0.15016685205784205,1.604213468836347,0.01702069402194808
34,14,6,8,0,0,0,14,6,8,0.010638297872340313,0.011019283746556443,-0.0003809858742161304,0.010638297872340313,0.011019283746556443,-0.0003809858742161304,0.15016685205784205,1.6446364180176678,0.017249316583934356
35,11,3,8,0,0,0,11,3,8,0.010309278350515358,0.01078167115902962,-0.0004723928085142628,0.010309278350515358,0.01078167115902962,-0.0004723928085142628,0.15016685205784205,1.6852790338932484,0.017527837015065106
36,16,5,11,0,0,0,16,5,11,0.009803921568627355,0.010471204188481647,-0.0006672826198542911,0.009803921568627355,0.010471204188481647,-0.0006672826198542911,0.15016685205784205,1.7252491215138892,0.01770670888738059
37,15,6,9,1,0,1,14,6,8,0.009259259259259174,0.012787723785166207,-0.0035284645259070335,0.009259259259259174,0.012787723785166207,-0.0035284645259070335,0.15016685205784205,1.7648573345273382,0.01790357142214124
38,9,2,7,0,0,0,9,2,7,0.009090909090909009,0.012562814070351726,-0.0034719049794427175,0.009090909090909009,0.012562814070351726,-0.0034719049794427175,0.15016685205784205,1.8039464113904788,0.018071362394810782
39,19,4,15,2,0,2,17,4,13,0.008771929824561327,0.01694915254237284,-0.008177222717811513,0.008771929824561327,0.01694915254237284,-0.008177222717811513,0.15016685205784205,1.8428612557343076,0.018260318146346845
40,9,0,9,0,0,0,9,0,9,0.008771929824561327,0.016587677725118443,-0.007815747900557116,0.008771929824561327,0.016587677725118443,-0.007815747900557116,0.15016685205784205,1.8822111399668722,0.018490302581712248
41,15,1,14,0,0,0,15,1,14,0.008695652173912969,0.016055045871559596,-0.007359393697646627,0.008695652173912969,0.016055045871559596,-0.007359393697646627,0.15016685205784205,1.9219663931567637,0.018702479652195448
42,12,3,9,0,0,0,12,3,9,0.00847457627118637,0.015730337078651648,-0.007255760807465279,0.00847457627118637,0.015730337078651648,-0.007255760807465279,0.15016685205784205,1.9628167029609924,0.018964407207954132
43,16,4,12,0,0,0,16,4,12,0.008196721311475343,0.015317286652078741,-0.0071205653406033985,0.008196721311475343,0.015317286652078741,-0.0071205653406033985,0.15016685205784205,2.0032740949488055,0.019072925038632994
44,15,4,11,0,0,0,15,4,11,0.007936507936507874,0.014957264957264925,-0.007020757020757051,0.007936507936507874,0.014957264957264925,-0.007020757020757051,0.15016685205784205,2.043950716821313,0.019223814804508986
45,9,2,7,0,0,0,9,2,7,0.007812499999999939,0.014736842105263126,-0.006924342105263187,0.007812499999999939,0.014736842105263126,-0.006924342105263187,0.15016685205784205,2.0846748816005243,0.019343959007355416
46,9,0,9,0,0,0,9,0,9,0.007812499999999939,0.014462809917355341,-0.006650309917355402,0.007812499999999939,0.014462809917355341,-0.006650309917355402,0.15016685205784205,2.125631844586461,0.019467059221471242
47,13,2,11,1,0,1,12,2,10,0.007692307692307634,0.016161616161616127,-0.008469308469308493,0.007692307692307634,0.016161616161616127,-0.008469308469308493,0.15016685205784205,2.166247229432059,0.01952267155880273
48,12,3,9,1,0,1,11,3,8,0.007518796992481147,0.01785714285714282,-0.010338345864661674,0.007518796992481147,0.01785714285714282,-0.010338345864661674,0.15016685205784205,2.2067014655717694,0.019580223733317192
49,10,2,8,0,0,0,10,2,8,0.007407407407407353,0.017578124999999965,-0.010170717592592613,0.007407407407407353,0.017578124999999965,-0.010170717592592613,0.15016685205784205,2.246838189631083,0.01960873520361026
50,14,1,13,0,0,0,14,1,13,0.007352941176470534,0.01714285714285711,-0.009789915966386575,0.007352941176470534,0.01714285714285711,-0.009789915966386575,0.15016685205784205,2.286560740498697,0.019614159823184183
51,13,4,9,0,0,0,13,4,9,0.007142857142857092,0.01685393258426963,-0.009711075441412538,0.007142857142857092,0.01685393258426963,-0.009711075441412538,0.15016685205784205,2.325753755147144,0.019594347731826712
52,15,3,12,0,0,0,15,3,12,0.006993006993006944,0.016483516483516453,-0.00949050949050951,0.006993006993006944,0.016483516483516453,-0.00949050949050951,0.15016685205784205,2.3648806957649033,0.019602819456916155
53,13,2,11,0,0,0,13,2,11,0.006896551724137884,0.016157989228007152,-0.009261437503869268,0.006896551724137884,0.016157989228007152,-0.009261437503869268,0.15016685205784205,2.403631120303973,0.01956826637627386
54,12,4,8,0,0,0,12,4,8,0.00671140939597311,0.01592920353982298,-0.009217794143849871,0.00671140939597311,0.01592920353982298,-0.009217794143849871,0.15016685205784205,2.44270792918224,0.019584543932007942
55,7,2,5,0,0,0,7,2,5,0.006622516556291347,0.0157894736842105,-0.00916695712791915,0.006622516556291347,0.0157894736842105,-0.00916695712791915,0.15016685205784205,2.4809031350241253,0.019474548444899764
56,8,3,5,0,0,0,8,3,5,0.0064935064935064514,0.015652173913043452,-0.009158667419537001,0.0064935064935064514,0.015652173913043452,-0.009158667419537001,0.15016685205784205,2.518552009257583,0.01938122713396844
57,11,2,9,0,0,0,11,2,9,0.006410256410256369,0.015410958904109562,-0.009000702493853194,0.006410256410256369,0.015410958904109562,-0.009000702493853194,0.15016685205784205,2.5560459613323543,0.019309835555151755
58,12,3,9,0,0,0,12,3,9,0.006289308176100589,0.015177065767284965,-0.008887757591184375,0.006289308176100589,0.015177065767284965,-0.008887757591184375,0.15016685205784205,2.5933471375692454,0.019220748985892835
59,12,4,8,1,0,1,11,4,7,0.006134969325153337,0.01663893510815305,-0.010503965782999712,0.006134969325153337,0.01663893510815305,-0.010503965782999712,0.15016685205784205,2.630192528121282,0.019093202909465905
60,11,4,7,0,0,0,11,4,7,0.005988023952095772,0.016447368421052603,-0.01045934446895683,0.005988023952095772,0.016447368421052603,-0.01045934446895683,0.15016685205784205,2.6671475702921597,0.019003907912987724
61,10,4,6,0,0,0,10,4,6,0.005847953216374235,0.016286644951140038,-0.010438691734765804,0.005847953216374235,0.016286644951140038,-0.010438691734765804,0.15016685205784205,2.703480703018697,0.01883297835031766
62,14,3,11,0,0,0,14,3,11,0.005747126436781576,0.015999999999999973,-0.010252873563218396,0.005747126436781576,0.015999999999999973,-0.010252873563218396,0.15016685205784205,2.7394101043651857,0.01866840310696268
63,21,7,14,0,0,0,21,7,14,0.005524861878453008,0.015649452269170555,-0.010124590390717548,0.005524861878453008,0.015649452269170555,-0.010124590390717548,0.15016685205784205,2.7751219809141445,0.01850730598373474
64,17,1,16,0,0,0,17,1,16,0.005494505494505465,0.01526717557251906,-0.009772670078013596,0.005494505494505465,0.01526717557251906,-0.009772670078013596,0.15016685205784205,2.810176155248853,0.018291889481701837
65,12,1,11,0,0,0,12,1,11,0.00546448087431691,0.015015015015014992,-0.009550534140698081,0.00546448087431691,0.015015015015014992,-0.009550534140698081,0.15016685205784205,2.8447930791537632,0.018083407429266413
66,14,2,12,0,0,0,14,2,12,0.005405405405405376,0.014749262536873134,-0.009343857131467757,0.005405405405405376,0.014749262536873134,-0.009343857131467757,0.15016685205784205,2.87895430113688,0.017859927175829206
67,7,3,4,1,1,0,6,2,4,0.01063829787234037,0.014662756598240448,-0.004024458725900078,0.01063829787234037,0.014662756598240448,-0.004024458725900078,0.15016685205784205,2.912640664758598,0.017621538020263814
68,13,2,11,0,0,0,13,2,11,0.010526315789473628,0.01443001443001441,-0.0039036986405407807,0.010526315789473628,0.01443001443001441,-0.0039036986405407807,0.15016685205784205,2.945627272511533,0.017349368530776982
69,13,2,11,0,0,0,13,2,11,0.010416666666666612,0.014204545454545433,-0.003787878787878821,0.010416666666666612,0.014204545454545433,-0.003787878787878821,0.15016685205784205,2.9781787678158413,0.017088921678954497
70,10,0,10,0,0,0,10,0,10,0.010416666666666612,0.014005602240896338,-0.003588935574229726,0.010416666666666612,0.014005602240896338,-0.003588935574229726,0.15016685205784205,3.010161342186953,0.016803514720314203
71,11,4,7,0,0,0,11,4,7,0.01020408163265301,0.013869625520110937,-0.003665543887457927,0.01020408163265301,0.013869625520110937,-0.003665543887457927,0.15016685205784205,3.0416836409477743,0.016515809313576137
72,6,2,4,0,0,0,6,2,4,0.01010101010101005,0.013793103448275843,-0.003692093347265793,0.01010101010101005,0.013793103448275843,-0.003692093347265793,0.15016685205784205,3.0725479387094845,0.016197660078913094
73,12,3,9,0,0,0,12,3,9,0.009950248756218857,0.013623978201634858,-0.0036737294454160015,0.009950248756218857,0.013623978201634858,-0.0036737294454160015,0.15016685205784205,3.1025924351921375,0.015852620636668507
74,14,3,11,0,0,0,14,3,11,0.009803921568627404,0.013422818791946291,-0.003618897223318887,0.009803921568627404,0.013422818791946291,-0.003618897223318887,0.15016685205784205,3.1319617474004153,0.01550929321020684
75,13,3,10,0,0,0,13,3,10,0.009661835748792225,0.013245033112582764,-0.003583197363790539,0.009661835748792225,0.013245033112582764,-0.003583197363790539,0.15016685205784205,3.160975306621908,0.015184133940566818
76,13,1,12,0,0,0,13,1,12,0.009615384615384569,0.013037809647979123,-0.0034224250325945536,0.009615384615384569,0.013037809647979123,-0.0034224250325945536,0.15016685205784205,3.1894035218622694,0.014826581418975644
77,13,1,12,1,0,1,12,1,11,0.009569377990430577,0.014120667522464679,-0.004551289532034103,0.009569377990430577,0.014120667522464679,-0.004551289532034103,0.15016685205784205,3.216881886214211,0.014424408230422148
78,5,0,5,0,0,0,5,0,5,0.009569377990430577,0.01403061224489794,-0.0044612342544673635,0.009569377990430577,0.01403061224489794,-0.0044612342544673635,0.15016685205784205,3.2434755004135645,0.014017661107490252
79,18,2,16,0,0,0,18,2,16,0.009478672985781946,0.013749999999999983,-0.004271327014218037,0.009478672985781946,0.013749999999999983,-0.004271327014218037,0.15016685205784205,3.2690874060111494,0.01359162975063069
80,16,6,10,1,0,1,15,6,9,0.00921658986175111,0.014814814814814796,-0.005598224953063686,0.00921658986175111,0.014814814814814796,-0.005598224953063686,0.15016685205784205,3.2940989097452995,0.013190895929998845
81,9,1,8,1,0,1,8,1,7,0.009174311926605463,0.01589242053789729,-0.006718108611291827,0.009174311926605463,0.01589242053789729,-0.006718108611291827,0.15016685205784205,3.318250562573968,0.012756461529537844
82,9,3,6,0,0,0,9,3,6,0.009049773755656068,0.015776699029126193,-0.006726925273470125,0.009049773755656068,0.015776699029126193,-0.006726925273470125,0.15016685205784205,3.3415405480839406,0.012312487012941015
83,14,2,12,0,0,0,14,2,12,0.008968609865470812,0.015550239234449741,-0.006581629368978929,0.008968609865470812,0.015550239234449741,-0.006581629368978929,0.15016685205784205,3.3639755455553164,0.01186009020166845
84,12,3,9,0,0,0,12,3,9,0.008849557522123856,0.015384615384615366,-0.006535057862491511,0.008849557522123856,0.015384615384615366,-0.006535057862491511,0.15016685205784205,3.3854792562770593,0.011391923875488165
85,11,5,6,0,0,0,11,5,6,0.008658008658008622,0.015276145710928302,-0.00661813705291968,0.008658008658008622,0.015276145710928302,-0.00661813705291968,0.15016685205784205,3.40605750144018,0.010915932974717048
86,9,3,6,0,0,0,9,3,6,0.008547008547008511,0.015169194865810951,-0.00662218631880244,0.008547008547008511,0.015169194865810951,-0.00662218631880244,0.15016685205784205,3.4259326365590423,0.01045251958809087
87,11,2,9,2,0,2,9,2,7,0.008474576271186404,0.017321016166281733,-0.008846439895095329,0.008474576271186404,0.017321016166281733,-0.008846439895095329,0.15016685205784205,3.4448824901983173,0.009960894066762914
88,15,1,14,0,0,0,15,1,14,0.008438818565400808,0.017045454545454527,-0.008606635980053718,0.008438818565400808,0.017045454545454527,-0.008606635980053718,0.15016685205784205,3.4630548776929966,0.009475669704069947
89,11,2,9,0,0,0,11,2,9,0.008368200836820048,0.0168728908886389,-0.008504690051818852,0.008368200836820048,0.0168728908886389,-0.008504690051818852,0.15016685205784205,3.4803427267700786,0.008973625693241088
90,13,1,12,1,0,1,12,1,11,0.008333333333333299,0.017758046614872344,-0.009424713281539045,0.008333333333333299,0.017758046614872344,-0.009424713281539045,0.15016685205784205,3.4967757040580847,0.008467796548067001
91,9,1,8,0,0,0,9,1,8,0.008298755186721957,0.017601760176017583,-0.009303004989295626,0.008298755186721957,0.017601760176017583,-0.009303004989295626,0.15016685205784205,3.5122638107926947,0.007947488434097318
92,10,0,10,0,0,0,10,0,10,0.008298755186721957,0.017410228509249163,-0.009111473322527206,0.008298755186721957,0.017410228509249163,-0.009111473322527206,0.15016685205784205,3.5267926393250817,0.007420086516196423
93,9,1,8,0,0,0,9,1,8,0.008264462809917321,0.01725997842502695,-0.008995515615109629,0.008264462809917321,0.01725997842502695,-0.008995515615109629,0.15016685205784205,3.540399819948197,0.0068908040440651035
94,14,5,9,0,0,0,14,5,9,0.008097165991902801,0.017094017094017075,-0.008996851102114274,0.008097165991902801,0.017094017094017075,-0.008996851102114274,0.15016685205784205,3.5529865510873537,0.006347410042842467
95,10,3,7,1,0,1,9,3,6,0.007999999999999969,0.018027571580063607,-0.010027571580063638,0.007999999999999969,0.018027571580063607,-0.010027571580063638,0.15016685205784205,3.5643991940681907,0.005785226882653922
96,10,2,8,0,0,0,10,2,8,0.007936507936507905,0.017875920084121956,-0.009939412147614051,0.007936507936507905,0.017875920084121956,-0.009939412147614051,0.15016685205784205,3.5750111254160735,0.00525345407203364
97,16,2,14,1,0,1,15,2,13,0.007874015748031465,0.018652849740932623,-0.010778833992901159,0.007874015748031465,0.018652849740932623,-0.010778833992901159,0.15016685205784205,3.5845914186578125,0.004696567052811291
98,16,4,12,1,0,1,15,4,11,0.0077519379844960936,0.019447287615148395,-0.011695349630652302,0.0077519379844960936,0.019447287615148395,-0.011695349630652302,0.15016685205784205,3.5930753118093075,0.004130356498169723
99,17,5,12,1,0,1,16,5,11,0.007604562737642556,0.020222446916076824,-0.012617884178434267,0.007604562737642556,0.020222446916076824,-0.012617884178434267,0.15016685205784205,3.6006402261641512,0.0035776623328568438
100,10,1,9,0,0,0,10,1,9,0.0075757575757575465,0.02004008016032062,-0.012464322584563073,0.0075757575757575465,0.02004008016032062,-0.012464322584563073,0.15016685205784205,3.6070683992084493,0.0030023227106692595
101,16,2,14,0,0,0,16,2,14,0.007518796992481174,0.01976284584980235,-0.012244048857321176,0.007518796992481174,0.01976284584980235,-0.012244048857321176,0.15016685205784205,3.6125881615570576,0.00244605588706009
102,11,3,8,1,1,0,10,2,8,0.011152416356877281,0.01960784313725488,-0.0084554267803776,0.011152416356877281,0.01960784313725488,-0.0084554267803776,0.15016685205784205,3.617063860339016,0.0018755955940568884
103,13,5,8,0,0,0,13,5,8,0.01094890510948901,0.01945525291828792,-0.00850634780879891,0.01094890510948901,0.01945525291828792,-0.00850634780879891,0.15016685205784205,3.620483552568835,0.001302816763584904
104,21,3,18,0,0,0,21,3,18,0.010830324909747252,0.019120458891013367,-0.008290133981266115,0.010830324909747252,0.019120458891013367,-0.008290133981266115,0.15016685205784205,3.6227783955285378,0.0007228777591140014
105,22,7,15,1,0,1,21,7,14,0.010563380281690102,0.01979264844486332,-0.009229268163173217,0.010563380281690102,0.01979264844486332,-0.009229268163173217,0.15016685205784205,3.6246665830396534,0.00047602547713663547
106,18,3,15,0,0,0,18,3,15,0.01045296167247383,0.0195167286245353,-0.009063766952061469,0.01045296167247383,0.0195167286245353,-0.009063766952061469,0.15016685205784205,3.627481417249874,0.001038046321685382
107,7,1,6,0,0,0,7,1,6,0.01041666666666663,0.019408502772643235,-0.008991836105976606,0.01041666666666663,0.019408502772643235,-0.008991836105976606,0.15016685205784205,3.6312991313395435,0.0016066202070326857
108,18,4,14,0,0,0,18,4,14,0.01027397260273969,0.019160583941605823,-0.008886611338866132,0.01027397260273969,0.019160583941605823,-0.008886611338866132,0.15016685205784205,3.635935944739726,0.002157247298611025
109,16,3,13,1,0,1,15,3,12,0.010169491525423693,0.01983769161406671,-0.009668200088643018,0.010169491525423693,0.01983769161406671,-0.009668200088643018,0.15016685205784205,3.641448688883023,0.0027117707275775703
110,9,0,9,1,0,1,8,0,8,0.010169491525423693,0.020572450805008927,-0.010402959279585233,0.010169491525423693,0.020572450805008927,-0.010402959279585233,0.15016685205784205,3.6478551050159984,0.0032661478490089973
111,16,3,13,0,0,0,16,3,13,0.010067114093959696,0.020335985853227215,-0.01026887175926752,0.010067114093959696,0.020335985853227215,-0.01026887175926752,0.15016685205784205,3.655131678767352,0.003816135424493986
112,14,3,11,0,0,0,14,3,11,0.00996677740863784,0.02014010507880909,-0.01017332767017125,0.00996677740863784,0.02014010507880909,-0.01017332767017125,0.15016685205784205,3.663361785598744,0.004371207091231276
113,10,1,9,0,0,0,10,1,9,0.009933774834437052,0.019982623805386606,-0.010048848970949554,0.009933774834437052,0.019982623805386606,-0.010048848970949554,0.15016685205784205,3.6724313259980095,0.004912662573007102
114,8,3,5,0,0,0,8,3,5,0.009836065573770458,0.019896193771626283,-0.010060128197855825,0.009836065573770458,0.019896193771626283,-0.010060128197855825,0.15016685205784205,3.682362624920911,0.005452711372754578
115,14,4,10,0,0,0,14,4,10,0.009708737864077638,0.0197255574614065,-0.010016819597328863,0.009708737864077638,0.0197255574614065,-0.010016819597328863,0.15016685205784205,3.6933232900649418,0.00600439269516589
116,12,2,10,1,0,1,11,2,9,0.009646302250803826,0.020408163265306107,-0.01076186101450228,0.009646302250803826,0.020408163265306107,-0.01076186101450228,0.15016685205784205,3.705255387081453,0.00654642060156736
117,8,1,7,1,0,1,7,1,6,0.009615384615384585,0.02113271344040573,-0.011517328825021145,0.009615384615384585,0.02113271344040573,-0.011517328825021145,0.15016685205784205,3.7181688869560565,0.0070846734888094275
118,10,0,10,1,0,1,9,0,9,0.009615384615384585,0.021793797150041896,-0.012178412534657311,0.009615384615384585,0.021793797150041896,-0.012178412534657311,0.15016685205784205,3.7318632286976388,0.007599256153225129
119,14,3,11,0,0,0,14,3,11,0.009523809523809493,0.021594684385382045,-0.012070874861572552,0.009523809523809493,0.021594684385382045,-0.012070874861572552,0.15016685205784205,3.746403486183161,0.008114357502216177
120,12,1,11,0,0,0,12,1,11,0.009493670886075918,0.021399176954732493,-0.011905506068656575,0.009493670886075918,0.021399176954732493,-0.011905506068656575,0.15016685205784205,3.7618264239744863,0.008626966832921856
121,18,2,16,0,0,0,18,2,16,0.009433962264150914,0.02112103980503654,-0.011687077540885625,0.009433962264150914,0.02112103980503654,-0.011687077540885625,0.15016685205784205,3.778117900464173,0.009131985132280663
122,15,3,12,0,0,0,15,3,12,0.009345794392523334,0.020917135961383733,-0.011571341568860399,0.009345794392523334,0.020917135961383733,-0.011571341568860399,0.15016685205784205,3.795272370828352,0.009629826335945689
123,11,2,9,0,0,0,11,2,9,0.009287925696594397,0.020766773162939282,-0.011478847466344885,0.009287925696594397,0.020766773162939282,-0.011478847466344885,0.15016685205784205,3.8131922490051906,0.010111592438398565
124,15,3,12,1,0,1,14,3,11,0.009202453987730033,0.02136075949367087,-0.012158305505940839,0.009202453987730033,0.02136075949367087,-0.012158305505940839,0.15016685205784205,3.831882573261092,0.010586412009983543
125,12,3,9,0,0,0,12,3,9,0.009118541033434622,0.02120974076983502,-0.012091199736400398,0.009118541033434622,0.02120974076983502,-0.012091199736400398,0.15016685205784205,3.851402258643128,0.011058911597426852
126,12,4,8,0,0,0,12,4,8,0.009009009009008981,0.021077283372365325,-0.012068274363356344,0.009009009009008981,0.021077283372365325,-0.012068274363356344,0.15016685205784205,3.871600416434036,0.011509312266759775
127,6,0,6,0,0,0,6,0,6,0.009009009009008981,0.020979020979020963,-0.011970011970011981,0.009009009009008981,0.020979020979020963,-0.011970011970011981,0.15016685205784205,3.892549222063936,0.011957913109836401
128,20,3,17,0,0,0,20,3,17,0.008928571428571402,0.020705521472392623,-0.01177695004382122,0.008928571428571402,0.020705521472392623,-0.01177695004382122,0.15016685205784205,3.914153531318688,0.0123888847128089
129,8,3,5,1,0,1,7,3,4,0.008849557522123868,0.021390374331550787,-0.01254081680942692,0.008849557522123868,0.021390374331550787,-0.01254081680942692,0.15016685205784205,3.936514580531738,0.012820073584391588
130,12,4,8,0,0,0,12,4,8,0.00874635568513117,0.021260440394836735,-0.012514084709705565,0.00874635568513117,0.021260440394836735,-0.012514084709705565,0.15016685205784205,3.9594822710432394,0.01322788865955137
131,10,2,8,0,0,0,10,2,8,0.008695652173913018,0.021132075471698097,-0.01243642329778508,0.008695652173913018,0.021132075471698097,-0.01243642329778508,0.15016685205784205,3.9830620345852976,0.013626408391784802
132,13,2,11,0,0,0,13,2,11,0.00864553314121035,0.020958083832335314,-0.012312550691124965,0.00864553314121035,0.020958083832335314,-0.012312550691124965,0.15016685205784205,4.007325356658728,0.014021442438515995
133,6,0,6,1,0,1,5,0,5,0.00864553314121035,0.02160953800298061,-0.01296400486177026,0.00864553314121035,0.02160953800298061,-0.01296400486177026,0.15016685205784205,4.032226008188115,0.014401797026241888
134,13,4,9,0,0,0,13,4,9,0.008547008547008522,0.021465581051073265,-0.012918572504064743,0.008547008547008522,0.021465581051073265,-0.012918572504064743,0.15016685205784205,4.057617821433736,0.014757928296675958
135,17,4,13,0,0,0,17,4,13,0.008450704225352088,0.021260997067448665,-0.012810292842096577,0.008450704225352088,0.021260997067448665,-0.012810292842096577,0.15016685205784205,4.083619400709338,0.015114066847294131
136,14,4,10,0,0,0,14,4,10,0.008356545961002762,0.02110625909752546,-0.012749713136522697,0.008356545961002762,0.02110625909752546,-0.012749713136522697,0.15016685205784205,4.110148016518399,0.015451307534701997
137,12,2,10,0,0,0,12,2,10,0.0083102493074792,0.020953757225433512,-0.012643507917954312,0.0083102493074792,0.020953757225433512,-0.012643507917954312,0.15016685205784205,4.137200198378019,0.015776726842019296
