t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,24,13,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,18,6,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16557017543859648,0.028125285421859977,0.0023765288708938012
2,23,2,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.07285790849585283,0.0038093883846528776
3,17,3,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15021929824561403,0.1393110701431329,0.005812072066144412
4,25,4,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19736842105263158,0.21573975954550287,0.006746354982332185
5,31,5,26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17214912280701755,0.29870366861939,0.007361698990756463
6,17,2,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15021929824561403,0.380296908035664,0.007243796175624755
7,20,6,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1513157894736842,0.4574412994454797,0.006895882453109982
8,17,1,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16228070175438597,0.5288918692343464,0.006400968053380368
9,24,4,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16447368421052633,0.5932942694474455,0.00588352683238111
10,25,6,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17653508771929824,0.6562156285848417,0.005771783015920666
11,22,3,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1513157894736842,0.7184216891317181,0.005731544458091511
12,30,6,24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15021929824561403,0.7762537746175335,0.005421098075177761
13,32,5,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15021929824561403,0.8336005481609662,0.005452492179453797
14,15,1,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15021929824561403,0.888585092030345,0.005314131921290884
15,22,3,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15021929824561403,0.9395607626707534,0.005056053624775354
16,24,5,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1513157894736842,0.9870555563969355,0.00482407934331933
17,17,1,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15021929824561403,1.03268199567229,0.004705200604299646
18,26,4,22,1,0,1,0.0,0.0028653295128939745,-0.0028653295128939745,0.0,0.0028653295128939745,-0.0028653295128939745,0.1513157894736842,1.074865069228875,0.004470742651365927
19,20,5,15,0,0,0,0.0,0.0027472527472527397,-0.0027472527472527397,0.0,0.0027472527472527397,-0.0027472527472527397,0.15021929824561403,1.114310416602891,0.004286710385362754
20,26,5,21,1,1,0,0.011111111111110988,0.0025974025974025905,0.008513708513708397,0.011111111111110988,0.0025974025974025905,0.008513708513708397,0.15021929824561403,1.152735701907707,0.004244156633069497
21,19,3,16,0,0,0,0.010752688172042895,0.002493765586034906,0.008258922586007989,0.010752688172042895,0.002493765586034906,0.008258922586007989,0.15021929824561403,1.1898805867587656,0.004189432033454166
22,21,6,15,0,0,0,0.01010101010101,0.002403846153846148,0.007697163947163852,0.01010101010101,0.002403846153846148,0.007697163947163852,0.15021929824561403,1.2244915608711653,0.004029299289726846
23,24,1,23,0,0,0,0.009999999999999901,0.002277904328018218,0.007722095671981684,0.009999999999999901,0.002277904328018218,0.007722095671981684,0.15021929824561403,1.2562481024857945,0.003828242056416178
