t,site_subsystems,total_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,2,4,2,1,1.0,6.339850002884624,0.0,0.19999999999999998,10.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,3,7,4,2,1.3333333333333333,11.094737505048093,0.7263558819836866,1.452711763967373,2.065103397942455,0.0,0.0,1.0,1,1,0,0,0,1,6,0
2,4,10,6,3,1.5,15.84962500721156,1.4305811276276454,2.8611622552552904,1.3980332617113653,0.0,0.0,1.0,1,1,0,0,0,1,8,0
3,4,10,6,3,1.5,15.84962500721156,1.4305811276276454,2.8611622552552904,1.3980332617113653,0.0,0.0,1.0,0,0,0,0,0,0,8,0
4,4,10,6,3,1.5,15.84962500721156,1.4305811276276454,2.8611622552552904,1.3980332617113653,0.0,0.0,1.0,0,0,0,0,0,0,8,0
5,5,13,8,4,1.6,20.604512509375027,1.4305811276276454,2.8611622552552904,1.7475415771392069,0.0,0.0,1.0,1,1,0,0,0,1,10,0
6,5,13,8,4,1.6,20.604512509375027,1.4305811276276454,2.8611622552552904,1.7475415771392069,0.0,0.0,1.0,0,0,0,0,0,0,10,0
7,5,13,8,4,1.6,20.604512509375027,1.4305811276276454,2.8611622552552904,1.7475415771392069,0.0,0.0,1.0,0,0,0,0,0,0,10,0
8,5,15,10,5,2.0,23.774437510817343,1.4305811276276454,2.8611622552552904,1.7475415771392069,0.0,0.0,1.0,0,0,0,0,0,0,10,1
9,5,15,10,5,2.0,23.774437510817343,1.4305811276276454,2.8611622552552904,1.7475415771392069,0.0,0.0,1.0,0,0,0,0,0,0,10,0
10,5,15,10,5,2.0,23.774437510817343,1.4305811276276454,2.8611622552552904,1.7475415771392069,0.0,0.0,1.0,0,0,0,0,0,0,10,0
11,6,16,10,5,1.6666666666666667,25.359400011538497,1.4305811276276454,2.8611622552552904,2.097049892567048,0.0,0.0,1.0,1,1,0,0,0,0,12,0
12,6,16,10,5,1.6666666666666667,25.359400011538497,1.4305811276276454,2.8611622552552904,2.097049892567048,0.0,0.0,1.0,0,0,0,0,0,0,12,0
13,6,16,10,5,1.6666666666666667,25.359400011538497,1.4305811276276454,2.8611622552552904,2.097049892567048,0.0,0.0,1.0,0,0,0,0,0,0,12,0
14,6,16,10,5,1.6666666666666667,25.359400011538497,1.4305811276276454,2.8611622552552904,2.097049892567048,0.0,0.0,1.0,1,0,0,1,0,0,12,0
15,6,18,12,6,2.0,28.52932501298081,1.4305811276276454,2.8611622552552904,2.097049892567048,0.0,0.0,1.0,1,0,0,1,0,0,12,1
