t,site_subsystems,total_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,2,4,2,1,1.0,6.339850002884624,0.0,0.19999999999999998,3.3125797664562664,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,3,7,4,2,1.3333333333333333,11.094737505048093,0.30187952306120036,0.6037590461224006,4.968869649684399,0.0,0.0,1.0,1,1,0,0,0,1,6,0
2,3,7,4,2,1.3333333333333333,11.094737505048093,0.30187952306120036,0.6037590461224006,4.968869649684399,0.0,0.0,1.0,0,0,0,0,0,0,6,0
3,3,7,4,2,1.3333333333333333,11.094737505048093,0.30187952306120036,0.6037590461224006,4.968869649684399,0.0,0.0,1.0,0,0,0,0,0,0,6,0
4,4,10,6,3,1.5,15.84962500721156,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,1,1,0,0,0,1,8,0
5,4,10,6,3,1.5,15.84962500721156,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,0,0,0,0,0,0,8,0
6,4,10,6,3,1.5,15.84962500721156,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,1,0,0,1,0,0,8,0
7,4,10,6,3,1.5,15.84962500721156,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,2,0,0,2,0,0,8,0
8,4,10,6,3,1.5,15.84962500721156,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,0,0,0,0,0,0,8,0
9,4,10,6,3,1.5,15.84962500721156,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,1,0,0,1,0,0,8,0
10,4,10,6,3,1.5,15.84962500721156,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,0,0,0,0,0,0,8,0
11,4,10,6,3,1.5,15.84962500721156,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,0,0,0,0,0,0,8,0
12,4,12,8,4,2.0,19.019550008653873,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,0,0,0,0,0,0,8,1
13,4,12,8,4,2.0,19.019550008653873,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,0,0,0,0,0,0,8,0
14,4,12,8,4,2.0,19.019550008653873,1.0174431935308492,2.034886387061698,1.9657117102129003,0.0,0.0,1.0,0,0,0,0,0,0,8,0
15,5,17,12,6,2.4,26.94436251225965,1.0174431935308492,2.034886387061698,2.4571396377661254,0.0,0.0,1.0,1,1,0,0,0,1,10,1
16,5,17,12,6,2.4,26.94436251225965,1.0174431935308492,2.034886387061698,2.4571396377661254,0.0,0.0,1.0,0,0,0,0,0,0,10,0
17,5,17,12,6,2.4,26.94436251225965,1.0174431935308492,2.034886387061698,2.4571396377661254,0.0,0.0,1.0,0,0,0,0,0,0,10,0
18,6,20,14,7,2.3333333333333335,31.69925001442312,1.0174431935308492,2.034886387061698,2.94856756531935,0.0,0.0,1.0,1,1,0,0,0,1,12,0
19,6,20,14,7,2.3333333333333335,31.69925001442312,1.0174431935308492,2.034886387061698,2.94856756531935,0.0,0.0,1.0,1,0,0,1,0,0,12,0
