t,site_subsystems,total_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,2,4,2,1,1.0,6.339850002884624,0.0,0.19999999999999998,6.988740328627193,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,2,4,2,1,1.0,6.339850002884624,0.1430873022859087,0.28617460457181737,6.988740328627193,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,2,4,2,1,1.0,6.339850002884624,0.1430873022859087,0.28617460457181737,6.988740328627193,0.0,0.0,1.0,0,0,0,0,0,0,4,0
3,3,7,4,2,1.3333333333333333,11.094737505048093,0.16856331788590267,0.3371266357718053,8.898733240498517,0.0,0.0,1.0,1,1,0,0,0,1,6,0
4,3,7,4,2,1.3333333333333333,11.094737505048093,0.16856331788590267,0.3371266357718053,8.898733240498517,0.0,0.0,1.0,0,0,0,0,0,0,6,0
5,3,7,4,2,1.3333333333333333,11.094737505048093,0.16856331788590267,0.3371266357718053,8.898733240498517,0.0,0.0,1.0,0,0,0,0,0,0,6,0
6,3,7,4,2,1.3333333333333333,11.094737505048093,0.16856331788590267,0.3371266357718053,8.898733240498517,0.0,0.0,1.0,0,0,0,0,0,0,6,0
7,3,7,4,2,1.3333333333333333,11.094737505048093,0.16856331788590267,0.3371266357718053,8.898733240498517,0.0,0.0,1.0,0,0,0,0,0,0,6,0
8,3,7,4,2,1.3333333333333333,11.094737505048093,0.16856331788590267,0.3371266357718053,8.898733240498517,0.0,0.0,1.0,0,0,0,0,0,0,6,0
9,3,7,4,2,1.3333333333333333,11.094737505048093,0.16856331788590267,0.3371266357718053,8.898733240498517,0.0,0.0,1.0,0,0,0,0,0,0,6,0
10,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,1,1,0,0,0,1,8,0
11,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
12,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
13,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
14,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
15,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
16,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
17,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
18,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
19,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
20,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
21,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
22,4,10,6,3,1.5,15.84962500721156,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
23,4,12,8,4,2.0,19.019550008653873,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,1
24,4,12,8,4,2.0,19.019550008653873,0.5755781117973927,1.1511562235947852,3.4747672974472206,0.0,0.0,1.0,0,0,0,0,0,0,8,0
