t,site_subsystems,total_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,2,4,2,1,1.0,6.339850002884624,0.0,0.19999999999999998,3.248512600889969,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,2,4,2,1,1.0,6.339850002884624,0.3078331910198034,0.6156663820396067,3.248512600889969,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,3,7,4,2,1.3333333333333333,11.094737505048093,0.3078331910198034,0.6156663820396067,4.872768901334954,0.0,0.0,1.0,1,1,0,0,0,1,6,0
3,3,7,4,2,1.3333333333333333,11.094737505048093,0.3078331910198034,0.6156663820396067,4.872768901334954,0.0,0.0,1.0,0,0,0,0,0,0,6,0
4,4,10,6,3,1.5,15.84962500721156,0.48996879270993354,0.979937585419867,4.081892622055259,0.0,0.0,1.0,1,1,0,0,0,1,8,0
5,4,10,6,3,1.5,15.84962500721156,0.48996879270993354,0.979937585419867,4.081892622055259,0.0,0.0,1.0,0,0,0,0,0,0,8,0
6,5,13,8,4,1.6,20.604512509375027,1.082205670411074,2.1644113408221477,2.310096932915145,0.0,0.0,1.0,1,1,0,0,0,1,10,0
7,5,13,8,4,1.6,20.604512509375027,1.082205670411074,2.1644113408221477,2.310096932915145,0.0,0.0,1.0,0,0,0,0,0,0,10,0
8,5,13,8,4,1.6,20.604512509375027,1.082205670411074,2.1644113408221477,2.310096932915145,0.0,0.0,1.0,0,0,0,0,0,0,10,0
9,5,13,8,4,1.6,20.604512509375027,1.082205670411074,2.1644113408221477,2.310096932915145,0.0,0.0,1.0,0,0,0,0,0,0,10,0
10,5,13,8,4,1.6,20.604512509375027,1.082205670411074,2.1644113408221477,2.310096932915145,0.0,0.0,1.0,1,0,0,1,0,0,10,0
11,6,14,8,4,1.3333333333333333,22.189475010096185,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,1,1,0,0,0,0,12,0
12,6,14,8,4,1.3333333333333333,22.189475010096185,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,0
13,6,14,8,4,1.3333333333333333,22.189475010096185,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,0
14,6,14,8,4,1.3333333333333333,22.189475010096185,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,0
15,6,14,8,4,1.3333333333333333,22.189475010096185,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,0
16,6,14,8,4,1.3333333333333333,22.189475010096185,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,0
17,6,16,10,5,1.6666666666666667,25.359400011538497,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,1
18,6,16,10,5,1.6666666666666667,25.359400011538497,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,0
19,6,16,10,5,1.6666666666666667,25.359400011538497,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,0
20,6,16,10,5,1.6666666666666667,25.359400011538497,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,1,0,0,1,0,0,12,0
21,6,16,10,5,1.6666666666666667,25.359400011538497,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,0
22,6,18,12,6,2.0,28.52932501298081,1.082205670411074,2.1644113408221477,2.772116319498174,0.0,0.0,1.0,0,0,0,0,0,0,12,1
23,8,24,16,8,2.0,38.039100017307746,1.589065650112731,3.1781313002254614,2.5172024829284014,0.0,0.0,1.0,3,2,0,1,0,2,16,0
24,8,24,16,8,2.0,38.039100017307746,1.589065650112731,3.1781313002254614,2.5172024829284014,0.0,0.0,1.0,0,0,0,0,0,0,16,0
25,8,26,18,9,2.25,41.209025018750054,1.589065650112731,3.1781313002254614,2.5172024829284014,0.0,0.0,1.0,0,0,0,0,0,0,16,1
26,8,26,18,9,2.25,41.209025018750054,1.589065650112731,3.1781313002254614,2.5172024829284014,0.0,0.0,1.0,0,0,0,0,0,0,16,0
27,9,27,18,9,2.0,42.793987519471216,1.589065650112731,3.1781313002254614,2.8318527932944515,0.0,0.0,1.0,3,1,0,2,0,0,18,0
28,9,27,18,9,2.0,42.793987519471216,1.589065650112731,3.1781313002254614,2.8318527932944515,0.0,0.0,1.0,1,0,0,1,0,0,18,0
29,9,29,20,10,2.2222222222222223,45.963912520913524,1.589065650112731,3.1781313002254614,2.8318527932944515,0.0,0.0,1.0,1,0,0,1,0,0,18,1
30,9,29,20,10,2.2222222222222223,45.963912520913524,1.589065650112731,3.1781313002254614,2.8318527932944515,0.0,0.0,1.0,1,0,0,1,0,0,18,0
31,9,31,22,11,2.4444444444444446,49.13383752235584,1.589065650112731,3.1781313002254614,2.8318527932944515,0.0,0.0,1.0,0,0,0,0,0,0,18,1
32,9,31,22,11,2.4444444444444446,49.13383752235584,1.589065650112731,3.1781313002254614,2.8318527932944515,0.0,0.0,1.0,2,0,0,2,0,0,18,0
33,9,31,22,11,2.4444444444444446,49.13383752235584,1.589065650112731,3.1781313002254614,2.8318527932944515,0.0,0.0,1.0,1,0,0,1,0,0,18,0
34,9,31,22,11,2.4444444444444446,49.13383752235584,1.589065650112731,3.1781313002254614,2.8318527932944515,0.0,0.0,1.0,0,0,0,0,0,0,18,0
