sweep_k,sweep_v,mode,seeds,final_good_mean,final_good_std,final_bad_mean,final_bad_std,first_good_med,first_bad_med,mean_good_domain,mean_bad_domain,delta_good_minus_bad,delta_se,delta_z,baseline_final_good_mean,baseline_final_bad_mean,baseline_delta,baseline_delta_z,delta_improve,z_improve
nosweep,default,v9,10,0.0,0.0,0.8142968749999999,0.007453286962484327,6.5,0.0,nan,4538.5,-0.8142968749999999,0.0023569362856288426,-345.4895577640705,0.0,0.81465625,-0.81465625,-357.15427242328303,0.0003593750000000506,11.664714659212507
