bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3735.0,14862.0,0.016064257028112445,0.019041851702328083,-0.0029775946742156383
1,0.39269908169872414,3799.0,15091.0,0.017899447222953405,0.017493870518852293,0.000405576704101112
2,0.6544984694978735,3824.0,15120.0,0.018566945606694557,0.016600529100529098,0.001966416506165459
3,0.916297857297023,3727.0,15112.0,0.016635363563187545,0.017469560614081524,-0.0008341970508939783
4,1.1780972450961724,3823.0,15014.0,0.020402825006539362,0.01751698414812841,0.0028858408584109506
5,1.4398966328953218,3740.0,14831.0,0.022994652406417106,0.01719371586541703,0.005800936541000074
6,1.7016960206944711,3730.0,14886.0,0.0195710455764075,0.016256885664382638,0.0033141599120248624
7,1.9634954084936205,3822.0,14860.0,0.02145473574045002,0.017025572005383578,0.004429163735066442
8,2.22529479629277,3889.0,14947.0,0.019542298791463096,0.018264534689235296,0.0012777641022277998
9,2.4870941840919194,3766.0,15007.0,0.018321826872012743,0.020657026720863593,-0.0023351998488508503
10,2.748893571891069,3703.0,15061.0,0.016203078584931134,0.018391873049598297,-0.0021887944646671632
11,3.010692959690218,3764.0,15186.0,0.020988310308182778,0.019162386408534175,0.0018259238996486023
12,3.2724923474893677,3796.0,14929.0,0.01817702845100105,0.018621474981579473,-0.0004444465305784226
13,3.534291735288517,3754.0,14910.0,0.01731486414491209,0.017572099262240105,-0.00025723511732801685
14,3.7960911230876664,3721.0,14980.0,0.01773716742811072,0.01809078771695594,-0.000353620288845221
15,4.057890510886816,3683.0,14896.0,0.016562584849307626,0.0188641245972073,-0.0023015397478996745
16,4.319689898685965,3650.0,15098.0,0.018904109589041092,0.01794939727116174,0.0009547123178793512
17,4.581489286485114,3713.0,14695.0,0.014812819822246158,0.018917999319496424,-0.004105179497250266
18,4.843288674284264,3689.0,15007.0,0.0184331797235023,0.017924968348104215,0.0005082113753980856
19,5.105088062083413,3778.0,14867.0,0.015087347803070405,0.01795923858209457,-0.002871890779024165
20,5.3668874498825625,3829.0,15039.0,0.015408722904152516,0.01682292705632023,-0.0014142041521677147
21,5.6286868376817125,3678.0,14699.0,0.02283849918433931,0.017824341791958635,0.005014157392380675
22,5.890486225480862,3624.0,15000.0,0.014900662251655625,0.017333333333333333,-0.002432671081677707
23,6.152285613280011,3728.0,14955.0,0.01743562231759656,0.017987295218990302,-0.0005516729013937405
