t,mean_deg,locked_frac,S95,peaks,L_flow,P_press,g_flow,top10_flow,g_mem,top10_mem,dim_est
18,9.6875,0.0,365,0,0.0008642538194250512,2.3678186833563045e-06,0.296040602355517,0.016081999227277894,0.15175954315318388,0.008508731457009776,1.229322813196155
19,9.583333333333334,0.0,365,0,0.0005455182172659668,1.4945704582629227e-06,0.2943142367244654,0.015906703123169635,0.148046435931581,0.008549354009574472,1.229322813196155
20,9.583333333333334,0.0,365,0,0.0003512498677207123,9.623284047142804e-07,0.29553927694896664,0.0161773897158426,0.14804583059136342,0.008549344312787534,1.2824245122853142
21,9.583333333333334,0.0,365,0,0.0002283609732907115,6.256465021663328e-07,0.29676323860457093,0.016162512825043475,0.14804543700965012,0.008549337717247713,1.2824245122853142
22,9.583333333333334,0.0,365,0,0.0001491044459402268,4.0850533134308715e-07,0.2968663148776433,0.01642707902010546,0.14804517998579766,0.008549333461064037,1.2824245122853142
23,9.583333333333334,0.0,365,0,9.75656505369149e-05,2.673031521559312e-07,0.29827518924631113,0.016477354948688794,0.14804501125854203,0.008549330592968604,1.2824245122853142
24,9.583333333333334,0.0,365,0,6.397267846213424e-05,1.7526761222502531e-07,0.29921021630988737,0.01669136690435073,0.14804490052560063,0.008549328704046635,1.2824245122853142
25,9.479166666666666,0.0,365,0,4.1498997308117086e-05,1.1369588303593723e-07,0.30114016110894104,0.016987205292957972,0.14470034123192146,0.008594082081192913,1.2824245122853142
26,9.479166666666666,0.0,365,0,2.7372946584327375e-05,7.499437420363664e-08,0.3037133319151805,0.017059757775421007,0.14470029406855778,0.008594081246436331,1.2824245122853142
27,9.479166666666666,0.0,365,0,1.8140156145326147e-05,4.9699057932400404e-08,0.30611265302776824,0.017184351724197543,0.14470026271377479,0.008594080680824526,1.2824245122853142
28,9.479166666666666,0.0,365,0,1.2048621771160634e-05,3.3009922660714065e-08,0.3086694819077278,0.01740753625115042,0.14470024181451066,0.008594080297696177,1.2824245122853142
29,9.479166666666666,0.0,365,0,8.01710298958557e-06,2.1964665724891975e-08,0.31120677432804295,0.01764520490984847,0.14470022786277797,0.008594080037392374,1.2824245122853142
30,9.479166666666666,0.0,365,0,5.342342048547396e-06,1.4636553557664098e-08,0.3138131499456178,0.017875123089733245,0.14470021854068055,0.008594079860772303,1.26574371345094
31,9.380208333333334,0.0,365,0,3.524069006600291e-06,9.654983579726825e-09,0.3168264034311967,0.01817735649470942,0.14214040064423428,0.008642567708741286,1.26574371345094
32,9.380208333333334,0.0,365,0,2.364235243989797e-06,6.477356832848759e-09,0.3180599026605922,0.01824960495775143,0.14214039651191315,0.008642567627310992,1.26574371345094
33,9.380208333333334,0.0,365,0,1.5934215855695235e-06,4.365538590601434e-09,0.3205260065138784,0.018360708389941933,0.1421403937073634,0.00864256757087186,1.26574371345094
34,9.380208333333334,0.0,365,0,1.0764643850915556e-06,2.9492174934015223e-09,0.32274885405643333,0.018442366679265857,0.14214039180368937,0.008642567531976139,1.26574371345094
35,9.380208333333334,0.0,365,0,7.283342658114977e-07,1.9954363446890347e-09,0.3251377690605991,0.018529558471486293,0.14214039051011432,0.008642567505116338,1.26574371345094
36,9.380208333333334,0.0,365,0,4.934574754583034e-07,1.3519382889268587e-09,0.327424271175115,0.018632158219945776,0.14214038963078404,0.008642567486610698,1.26574371345094
37,9.28125,0.0,365,0,3.3136018908688e-07,9.078361344846027e-10,0.33007038436856606,0.020032502319380883,0.13941465570579675,0.008691141096061684,1.26574371345094
38,9.28125,0.0,365,0,2.2578381582141446e-07,6.185857967709986e-10,0.3301121688392529,0.01909882570097283,0.13941465530082497,0.008691141087264563,1.26574371345094
39,9.28125,0.0,365,0,1.5439193351910517e-07,4.229915986824799e-10,0.33181143500879956,0.019115208805546288,0.13941465502123956,0.00869114108112857,1.26574371345094
