t,mean_deg,locked_frac,S95,peaks,L_flow,P_press,g_flow,top10_flow,g_mem,top10_mem,dim_est
292,6.96875,0.0,365,0,0.012413422042518461,3.400937545895469e-05,0.5379394191773205,0.0969549293853928,0.10695687395602509,0.01295983486383359,1.5963165001220503
293,6.96875,0.0,365,0,0.010130341890054628,2.775436134261542e-05,0.5356677591880697,0.09474848181779054,0.10694298296683412,0.012962032413927339,1.5963165001220503
294,6.96875,0.0,365,0,0.00828634559252792,2.2702316691857313e-05,0.5338512684038047,0.09259057867805157,0.10693158580309865,0.012964072805837001,1.5963165001220503
295,6.921875,0.0,365,0,0.006959735590996543,1.9067768742456284e-05,0.5393364573776991,0.09465974282513859,0.10820423185069684,0.013052815640579828,1.5963165001220503
296,6.921875,0.0,365,0,0.005635668643057597,1.54401880631715e-05,0.5326957145623117,0.08808319015496166,0.10819476241385073,0.013054242144467916,1.5963165001220503
297,6.921875,0.0,365,0,0.004596973259691197,1.2594447286825198e-05,0.5301941083589388,0.08571312428640843,0.10818727742114093,0.013055341430933409,1.5963165001220503
298,6.921875,0.0,365,0,0.0037778796586598945,1.035035522920519e-05,0.5271662086171741,0.08483576182457171,0.10818116899990311,0.013056181242046102,1.5963165001220503
299,6.921875,0.0,365,0,0.0031157984398168326,8.536434081689953e-06,0.5261773216967341,0.08592280035780102,0.10817613143101595,0.013056821622090887,1.5963165001220503
300,6.921875,0.0,365,0,0.00257953228416613,7.067211737441453e-06,0.526144096032552,0.08798731347776846,0.10817195037268412,0.013057309646343598,1.5935533571102463
301,6.875,0.0,365,0,0.0021493801665596925,5.888712785095048e-06,0.5293055426447946,0.09071190979875206,0.10764663874291362,0.013124136645022837,1.5935533571102463
302,6.875,0.0,365,0,0.0017606138747079418,4.823599656734087e-06,0.5349272261815367,0.09657889363707377,0.10764366813278757,0.013124425389358131,1.5935533571102463
303,6.875,0.0,365,0,0.0014676352776996095,4.020918569040026e-06,0.5400593945296569,0.10038152151040461,0.10764119929020446,0.013124652054289102,1.5935533571102463
304,6.875,0.0,365,0,0.0012306923202549235,3.3717597815203384e-06,0.5443657882677896,0.10422835118474534,0.10763912601270645,0.013124828969762362,1.5935533571102463
305,6.875,0.0,365,0,0.0010380068111177797,2.8438542770350126e-06,0.5480379416520541,0.10790826750210272,0.10763736976477906,0.0131249665133391,1.5935533571102463
306,6.875,0.0,365,0,0.0008793640213110637,2.4092164967426402e-06,0.5513629273455534,0.11162021416131303,0.10763587909571791,0.013125072763515294,1.5935533571102463
307,6.802083333333333,0.0,365,0,0.0007663142148073953,2.0994909994723158e-06,0.566879588341528,0.13432109285128124,0.10369115529969594,0.013192500282968662,1.5935533571102463
308,6.802083333333333,0.0,365,0,0.0006580023408544826,1.8027461393273497e-06,0.5677138189046034,0.12751228985621887,0.10368993790448286,0.013192557976840468,1.5935533571102463
309,6.802083333333333,0.0,365,0,0.0005594030863471475,1.532611195471637e-06,0.567782586703,0.12919186940110294,0.10368889529065606,0.013192603805214096,1.5935533571102463
310,6.802083333333333,0.0,365,0,0.0004787102404565135,1.311534905360311e-06,0.5689420942712138,0.13024701778955922,0.10368800792397205,0.013192637896638805,1.756781625501149
311,6.802083333333333,0.0,365,0,0.0004104279668320514,1.1244601831015108e-06,0.5704721792115492,0.13205114318499198,0.10368723931674627,0.013192662899217672,1.756781625501149
312,6.802083333333333,0.0,365,0,0.0003528406298149095,9.666866570271493e-07,0.572812222017801,0.13406061773851877,0.10368657356802277,0.013192680672352502,1.756781625501149
313,6.744791666666667,0.0,365,0,0.00030010268627741034,8.221991404860558e-07,0.5724320066207025,0.12959523129943354,0.10491194438570757,0.013299389188050436,1.756781625501149
314,6.744791666666667,0.0,365,0,0.00025701055817681836,7.04138515552927e-07,0.5718516893352886,0.13580041408754875,0.10491147067008724,0.013299397865756866,1.756781625501149
315,6.744791666666667,0.0,365,0,0.00022293307892642437,6.107755587025325e-07,0.5749564917020128,0.1408076381839596,0.10491106179802782,0.013299402733282296,1.756781625501149
316,6.744791666666667,0.0,365,0,0.0001943842163734407,5.325594969135362e-07,0.5792716745263462,0.14528204110484974,0.1049107084315794,0.013299404761736838,1.756781625501149
317,6.744791666666667,0.0,365,0,0.00017018925827452932,4.6627194047816254e-07,0.583930265307459,0.14973036309150903,0.10491040178683561,0.013299404692282614,1.756781625501149
318,6.744791666666667,0.0,365,0,0.00014959655838480323,4.0985358461589927e-07,0.5879700973887554,0.15395352773724327,0.10491013432911325,0.013299403056647043,1.756781625501149
319,6.697916666666667,0.0,365,0,0.00013380657344254655,3.665933518973878e-07,0.5941073925675372,0.16302437725427293,0.10566345679443329,0.01338501961902972,1.756781625501149
320,6.697916666666667,0.0,364,1,0.12011747525517708,0.0003299930638878491,0.9949367917078669,0.9991340349440193,0.10586603708048277,0.013360765631815276,1.6546166247369671
321,6.697916666666667,0.0,365,0,0.12304622998332432,0.00033711295885842276,0.9811226822928475,0.5823687361847428,0.10644733675473966,0.013335982515183403,1.6546166247369671
322,6.697916666666667,0.0,365,0,0.11599811377789178,0.00031780305144627884,0.9337170965804212,0.34177410561105476,0.10675697110400047,0.013316404343192237,1.6546166247369671
323,6.697916666666667,0.0,365,0,0.10825410057701042,0.0002965865769233162,0.8368213402099772,0.2358761134646592,0.10695431183368827,0.013301185289668708,1.6546166247369671
324,6.697916666666667,0.0,365,0,0.09520141716420266,0.0002608258004498703,0.7620731870670167,0.18402358678495284,0.10708122241083774,0.013316123719803721,1.6546166247369671
325,6.614583333333333,0.0,365,0,0.08118220802334038,0.00022241700828312433,0.7079617911562456,0.15401715007026945,0.10169297009803767,0.013419519990461417,1.6546166247369671
326,6.614583333333333,0.0,365,0,0.06768769575374059,0.00018544574179107012,0.6709000395146042,0.13668713301872715,0.1017396436463147,0.013454932510823895,1.6546166247369671
327,6.614583333333333,0.0,365,0,0.056137096309505585,0.00015380026386165914,0.64224577846579,0.12471240428000803,0.1017680402284704,0.013490461093800261,1.6546166247369671
328,6.614583333333333,0.0,365,0,0.04637988016718837,0.00012706816484161197,0.6189463680738346,0.1154878049512959,0.1017840121173891,0.013516542013470946,1.6546166247369671
329,6.614583333333333,0.0,365,0,0.03821289437807335,0.00010469286130978999,0.6011537636340174,0.1081423970981058,0.10179180158082458,0.01353667929241159,1.6546166247369671
330,6.614583333333333,0.0,365,0,0.031444556698597616,8.614947040711676e-05,0.5872169982999923,0.10204982615994802,0.10179431317897177,0.013554674769982282,1.7389891390025605
331,6.567708333333333,0.0,365,0,0.025968169587805963,7.114567010357798e-05,0.5770766100109516,0.09644840844553454,0.10574960051020804,0.013697177660889173,1.7389891390025605
332,6.567708333333333,0.0,365,0,0.021252132675052,5.822502102753973e-05,0.5686133445353451,0.09236607746127427,0.10574377055158976,0.013707493984116945,1.7389891390025605
333,6.567708333333333,0.0,365,0,0.017468774807382688,4.7859657006527914e-05,0.5601315628273644,0.08853943322115644,0.10573735359840211,0.013715374061843002,1.7389891390025605
334,6.567708333333333,0.0,365,0,0.014389249787577732,3.942260215774721e-05,0.5523349165356997,0.08493729564266532,0.10573077503811425,0.013721419247687838,1.7389891390025605
335,6.567708333333333,0.0,365,0,0.011868945058635064,3.251765769489059e-05,0.5458184332103074,0.08154967207980245,0.10572423304507801,0.013726074508625095,1.7389891390025605
336,6.567708333333333,0.0,365,0,0.009807119511502746,2.6868820579459577e-05,0.539705041030404,0.07848758403636655,0.10571788278713162,0.01372966768510893,1.7389891390025605
337,6.5,0.0,365,0,0.0081654592917945,2.2371121347382192e-05,0.5365554496595092,0.07548893352622767,0.10232482040910276,0.013806970857619288,1.7389891390025605
338,6.5,0.0,365,0,0.006666306003735399,1.826385206502849e-05,0.5309262629138132,0.0740997814261651,0.10231859414405492,0.013809088299700761,1.7389891390025605
339,6.5,0.0,365,0,0.0055121904608377995,1.5101891673528218e-05,0.5283131966705209,0.07145926586451393,0.10231291434096772,0.013810733388079952,1.7389891390025605
340,6.5,0.0,365,0,0.0045821343944153076,1.2553792861411802e-05,0.5241186661328942,0.06859782593741733,0.10230775999115721,0.013812006612428788,1.967264680114497
341,6.5,0.0,365,0,0.003820990198177455,1.046846629637659e-05,0.5198405135780172,0.06641643760493092,0.10230310278401461,0.013812990275874123,1.967264680114497
342,6.5,0.0,365,0,0.003192032713091087,8.745295104359142e-06,0.5165634396804055,0.06600858547428973,0.10229893282337617,0.01381374921696903,1.967264680114497
343,6.432291666666667,0.0,365,0,0.0026173183911263878,7.170735318154487e-06,0.5131995234978338,0.0671885848272174,0.10151011010765254,0.013923939556340031,1.967264680114497
344,6.432291666666667,0.0,365,0,0.0021611028345751068,5.920829683767416e-06,0.5158875657537209,0.06875884146543546,0.10150740731791107,0.013924410944288784,1.967264680114497
345,6.432291666666667,0.0,365,0,0.0018052877914010682,4.9459939490440226e-06,0.5146375337778212,0.07011057843529833,0.10150507286531332,0.013924776887993241,1.967264680114497
346,6.432291666666667,0.0,365,0,0.0015122982891992872,4.143282984107636e-06,0.5141840987975694,0.07172163643514623,0.10150303002273073,0.01392506013471921,1.967264680114497
347,6.432291666666667,0.0,365,0,0.0012698665008046056,3.479086303574262e-06,0.5142386479163249,0.07361293834935058,0.10150124284592965,0.013925278634302166,1.967264680114497
348,6.432291666666667,0.0,365,0,0.0010686631800437619,2.927844328887019e-06,0.5149088965429123,0.07623943472837308,0.10149968232999323,0.013925446651154349,1.967264680114497
349,6.375,0.0,365,0,0.0009081499508012301,2.4880820569896717e-06,0.5183401367014686,0.07860608716500049,0.10217142045317548,0.014037404380991856,1.967264680114497
350,6.375,0.0,365,0,0.000762391225408347,2.0887430833105398e-06,0.517141447765691,0.08271216976709908,0.10217010231223783,0.014037501748981874,1.8527567112055328
351,6.375,0.0,365,0,0.0006436697907267167,1.7634788787033333e-06,0.5201682613752819,0.08663906634955285,0.10216896378884069,0.014037576524041596,1.8527567112055328
352,6.375,0.0,365,0,0.0005458032609524305,1.4953513998696728e-06,0.5234138336583916,0.09095075543157013,0.1021679830817264,0.014037632999720107,1.8527567112055328
353,6.375,0.0,365,0,0.00046439469415833164,1.2723142305707717e-06,0.5270133616764472,0.09569704686447658,0.10216713323713113,0.014037674973458968,1.8527567112055328
354,6.375,0.0,365,0,0.0003966433851192025,1.0866942058060342e-06,0.5300008807310947,0.10061633294014895,0.10216639262530477,0.014037705562169295,1.8527567112055328
355,6.34375,0.0,365,0,0.000427292350052591,1.1706639727468245e-06,0.6302757036311968,0.28571527486406195,0.10519576167225363,0.014134260858941667,1.8527567112055328
356,6.34375,0.0,365,0,0.00043300845494862903,1.186324534105833e-06,0.681262130711298,0.3316408684082575,0.10519321287901044,0.014134243368080179,1.8527567112055328
357,6.34375,0.0,365,0,0.00039796642708658374,1.0903189783194074e-06,0.6736401629373625,0.2839319222425038,0.10519093415903186,0.014134219593388276,1.8527567112055328
358,6.34375,0.0,365,0,0.00035917473420977135,9.840403676980037e-07,0.6803134586935455,0.2906560762909978,0.10518886421928805,0.01413419296143799,1.8527567112055328
359,6.34375,0.0,365,0,0.00032494072127460207,8.902485514372659e-07,0.6871160861865944,0.28062934723376004,0.10518699848437942,0.014134165209173885,1.8527567112055328
360,6.34375,0.0,364,1,0.04029404180388317,0.00011069791704363508,0.9960637904870655,0.994499055342767,0.10520470141342758,0.014124996678477534,1.8348601101733641
361,6.291666666666667,0.0,364,1,0.06512042379275235,0.00017890226316690205,0.9896837512523521,0.7518057208660314,0.10231938908080583,0.014163527536394396,1.8348601101733641
362,6.291666666666667,0.0,365,1,0.07289484037447382,0.00019971189143691456,0.965697911016767,0.555990064657075,0.10268306580660566,0.014370229040581226,1.8348601101733641
363,6.291666666666667,0.0,365,1,0.07467041759587273,0.00020457648656403487,0.9116601026982052,0.44918337527192265,0.10299995507841196,0.014693290881529096,1.8348601101733641
364,6.291666666666667,0.0,365,1,0.07255898668756539,0.0001987917443494942,0.8610105825914868,0.389956428145127,0.1032758534398045,0.014961691778193491,1.8348601101733641
365,6.291666666666667,0.0,365,1,0.06859069652011206,0.00018791971649345768,0.8237614928990042,0.354522569051815,0.1035183220291089,0.0151894102765595,1.8348601101733641
366,6.291666666666667,0.0,365,0,0.06395524012822562,0.00017521983596774143,0.7952593299975452,0.330772642858652,0.1037335347607068,0.015385590536489854,1.8348601101733641
367,6.234375,0.0,365,0,0.05893129257533873,0.00016145559609681844,0.7732671514252564,0.3155704310323493,0.10263153540959255,0.015655735113253397,1.8348601101733641
368,6.234375,0.0,365,0,0.05420822101304538,0.0001485156740083435,0.7583492027527459,0.30375050133277937,0.10280806885982274,0.015807178736602596,1.8348601101733641
369,6.234375,0.0,365,0,0.049870909335163874,0.00013663262831551746,0.7460694800490351,0.2946272211119603,0.10296836504855465,0.015941453533613637,1.8348601101733641
370,6.234375,0.0,365,0,0.04583266910739485,0.00012556895645861603,0.7363409687338115,0.2874992258424509,0.10311497169306598,0.01606130008018207,1.9652475185857854
371,6.234375,0.0,365,0,0.04210489827462058,0.000115355885683892,0.7285072049442962,0.2819579183185172,0.10324975830105983,0.01616887083371941,1.9652475185857854
372,6.234375,0.0,365,0,0.03868003410122015,0.00010597269616772645,0.7220637630067366,0.27762404773852495,0.10337368362161138,0.0162659038283017,1.9652475185857854
373,6.177083333333333,0.0,365,0,0.03595615358309968,9.851000981671144e-05,0.7160110920726818,0.2711653248095583,0.10283221634445003,0.016468801361882092,1.9652475185857854
374,6.177083333333333,0.0,365,0,0.03265373898363167,8.946229858529225e-05,0.7118063496979823,0.27250871345891947,0.10293197323788529,0.016549234668070692,1.9652475185857854
375,6.177083333333333,0.0,365,0,0.029972501473990356,8.211644239449412e-05,0.709240130128325,0.27121230301873483,0.10302467533449583,0.016622637867849704,1.9652475185857854
376,6.177083333333333,0.0,365,0,0.02753550548964743,7.54397410675272e-05,0.70631536969756,0.27051497879166847,0.10311119558407124,0.016689803588961775,1.9652475185857854
377,6.177083333333333,0.0,365,0,0.025341859449752847,6.942975191713109e-05,0.704079898638591,0.26985277857439305,0.1031916898784211,0.016751415599912483,1.9652475185857854
378,6.177083333333333,0.0,365,0,0.023346590711187304,6.396326222243097e-05,0.7022908148729264,0.2694119823961236,0.10326657652983474,0.016808058557861248,1.9652475185857854
379,6.125,0.0,365,0,0.021421515109404057,5.8689082491517964e-05,0.7017990341021609,0.2705031701813881,0.1034793120382493,0.016980595903092862,1.9652475185857854
380,6.125,0.0,365,0,0.019787339108690086,5.421188796901393e-05,0.7008182518853722,0.2701890069518461,0.10354593202551868,0.017029079063923234,1.8269949027796584
381,6.125,0.0,365,0,0.018314439374325635,5.017654623102913e-05,0.6994978708587762,0.26967611262642,0.1036081030415563,0.017073883390819337,1.8269949027796584
382,6.125,0.0,365,0,0.01696447012926871,4.6478000354160845e-05,0.6984159076770261,0.26929828316261545,0.10366603241604946,0.017115351711116118,1.8269949027796584
383,6.125,0.0,365,0,0.015724474115549558,4.308075100150564e-05,0.6975744450974781,0.2690647456420374,0.10372003550249453,0.01715378345637443,1.8269949027796584
384,6.125,0.0,365,0,0.014583200231535158,3.995397323708263e-05,0.6970317403719977,0.26897285628643486,0.10377047868846208,0.017189445558178317,1.8269949027796584
385,6.0625,0.0,365,0,0.013977428689318252,3.829432517621439e-05,0.704639747707786,0.27398478049506897,0.10170048546933042,0.01733516332815813,1.8269949027796584
386,6.0625,0.0,365,0,0.012737787218524678,3.489804717404021e-05,0.6975359254176959,0.2611995213168439,0.10173648767606316,0.01736630854970333,1.8269949027796584
387,6.0625,0.0,365,0,0.011765409664466951,3.2233999080731375e-05,0.6932780799553118,0.2605912946759438,0.10177010590235987,0.017395301816351492,1.8269949027796584
388,6.0625,0.0,365,0,0.010891432173157514,2.9839540200431543e-05,0.6933728744532927,0.2601995863108697,0.1018019819013833,0.017422307983217356,1.8269949027796584
389,6.0625,0.0,365,0,0.010115162782020962,2.771277474526291e-05,0.6930048470656225,0.2599312336638247,0.10183200465367845,0.017447472508786685,1.8269949027796584
390,6.0625,0.0,365,0,0.00940860279623652,2.5776993962291836e-05,0.6930060179579409,0.2597368476507732,0.10186027220567141,0.017470937540996587,2.033104242616451
391,6.026041666666667,0.0,365,0,0.008695096295895963,2.382218163259168e-05,0.692144361391301,0.2605065226740838,0.10511872032606681,0.017632619631991173,2.033104242616451
392,6.026041666666667,0.0,365,0,0.008089787884636471,2.2163802423661565e-05,0.6932660218954227,0.26777204454085535,0.10514563072536817,0.017653167821337374,2.033104242616451
393,6.026041666666667,0.0,365,0,0.0075455035116634775,2.0672612360721858e-05,0.6961446081686153,0.2690983754563713,0.1051712414474724,0.017672354267389764,2.033104242616451
394,6.026041666666667,0.0,365,0,0.007045921653588491,1.930389494133833e-05,0.6965097865311999,0.26978372134278833,0.10519541839088578,0.017690282685997347,2.033104242616451
395,6.026041666666667,0.0,365,0,0.006580159456128729,1.802783412638008e-05,0.6968752442666076,0.27020179061874067,0.10521821091821627,0.017707048568608788,2.033104242616451
396,6.026041666666667,0.0,365,0,0.006147240013095383,1.6841753460535296e-05,0.6969370830836356,0.27055939054772155,0.10523966359054648,0.017722735705778418,2.033104242616451
397,5.979166666666667,0.0,365,0,0.007797364928559935,2.1362643639890232e-05,0.7763636645708542,0.45699404480367545,0.10329527181948783,0.01781995786661353,2.033104242616451
398,5.979166666666667,0.0,365,0,0.007189440084628977,1.9697096122271168e-05,0.772379400220824,0.4325185898769752,0.10328530144446776,0.01783080835472103,2.033104242616451
399,5.979166666666667,0.0,365,0,0.006874152245692118,1.883329382381402e-05,0.7702040529415162,0.4004909567562351,0.10327975674982465,0.017839369250548145,2.033104242616451
400,5.979166666666667,0.0,364,1,0.06653458027911521,0.00018278730845910774,0.97335119686697,0.9343358644249692,0.10356336463488595,0.01782785056018534,1.9574659083684682
401,5.979166666666667,0.0,365,1,0.0923728405169133,0.0002530762753888036,0.9686858605079783,0.6362545057247757,0.10433213499431027,0.017806924254110155,1.9574659083684682
402,5.979166666666667,0.0,365,0,0.09637869304039223,0.0002640512138092938,0.9325224210154607,0.46494988337004184,0.10497759985410852,0.018132156760194133,1.9574659083684682
403,5.932291666666667,0.0,365,0,0.09447219612863321,0.0002588279345989951,0.8712082465148804,0.3829556409332974,0.10518601107152797,0.018626448953382852,1.9574659083684682
404,5.932291666666667,0.0,365,0,0.0862299086935833,0.00023624632518789944,0.819669727287111,0.3297740497200819,0.10559045208423563,0.01892365457634948,1.9574659083684682
405,5.932291666666667,0.0,365,0,0.07801278141638993,0.00021373364771613677,0.780863833744328,0.2947088568899094,0.10591522427571624,0.019159789591579594,1.9574659083684682
406,5.932291666666667,0.0,365,0,0.06977458734402374,0.00019116325299732532,0.7520770635572207,0.2696397846559103,0.10617820471697623,0.019351243278056804,1.9574659083684682
407,5.932291666666667,0.0,365,0,0.06209996565950994,0.00017013689221783546,0.7283775411910279,0.2512024280865312,0.10639305237870772,0.019508629316455663,1.9574659083684682
408,5.932291666666667,0.0,365,0,0.05511972440283446,0.0001510129435694095,0.7079455547934503,0.23680612060018305,0.1065700427914249,0.01963943950304281,1.9574659083684682
409,5.864583333333333,0.0,365,0,0.04827238848384936,0.00013225311913383388,0.6907708085794783,0.22777776691769958,0.10320636550826337,0.019872133698834196,1.9574659083684682
410,5.864583333333333,0.0,365,0,0.04279915524141522,0.00011725795956552115,0.6788460880013716,0.21717077944523067,0.10333925672259225,0.019965052445181375,2.442889589399668
411,5.864583333333333,0.0,365,0,0.037874624134609715,0.00010376609351947867,0.6679213781166099,0.20878159342686803,0.10345257433659849,0.020043982502052714,2.442889589399668
412,5.864583333333333,0.0,365,0,0.033476236459172484,9.171571632649996e-05,0.6582829368308697,0.20201501160639068,0.10354922851747167,0.020111422932651054,2.442889589399668
413,5.864583333333333,0.0,365,0,0.029566575586493133,8.100431667532366e-05,0.650735441118396,0.19639629511560028,0.1036319997886523,0.020169317421918305,2.442889589399668
414,5.864583333333333,0.0,365,0,0.026125702405246247,7.157726686368834e-05,0.6440751845193656,0.19137912458761805,0.10370292414996028,0.020219201716685148,2.442889589399668
415,5.807291666666667,0.0,365,0,0.023107779208275676,6.330898413226213e-05,0.6380974626431766,0.1867496006149281,0.10464085738102862,0.020442911687683783,2.442889589399668
416,5.807291666666667,0.0,365,0,0.020386887537558924,5.5854486404271025e-05,0.633927430178084,0.18306289835514544,0.1046918345942594,0.020480566514442612,2.442889589399668
417,5.807291666666667,0.0,365,0,0.01803502067600726,4.941101555070482e-05,0.629406578419017,0.17930616427503404,0.10473616745359951,0.020513293656874747,2.442889589399668
418,5.807291666666667,0.0,365,0,0.015973328200935076,4.376254301626048e-05,0.6256346424224755,0.17566989863228202,0.10477456635543331,0.020541799813761526,2.442889589399668
419,5.807291666666667,0.0,365,0,0.01416491922160985,3.8807997867424246e-05,0.6218953278808962,0.17212715546496157,0.10480778778034645,0.02056667259374171,2.442889589399668
420,5.807291666666667,0.0,365,0,0.012572651772868697,3.4445621295530675e-05,0.6183995056986866,0.16868672844312424,0.10483654183832603,0.02058841004520205,2.8137819398117974
421,5.776041666666667,0.0,365,0,0.011319098368736673,3.1011228407497734e-05,0.61933037878966,0.16317721991625544,0.10830819529575884,0.02076492450302605,2.8137819398117974
422,5.776041666666667,0.0,365,0,0.010003367316831484,2.740648579953831e-05,0.6124627118649822,0.16101436266962754,0.10832791264829017,0.02078166998334623,2.8137819398117974
423,5.776041666666667,0.0,365,0,0.008872746712942354,2.4308895103951654e-05,0.6094387914003696,0.15844187594039238,0.10834548612612042,0.020796375877142424,2.8137819398117974
424,5.776041666666667,0.0,365,0,0.007885312541553433,2.1603596004255978e-05,0.6071277888550856,0.1556399279274374,0.10836097752479446,0.020809305973084613,2.8137819398117974
425,5.776041666666667,0.0,365,0,0.007017597922616144,1.9226295678400392e-05,0.6052907811565518,0.15275932307683251,0.10837454411086778,0.02082068506375735,2.8137819398117974
426,5.776041666666667,0.0,365,0,0.00625568403188701,1.7138860361334274e-05,0.602821013681316,0.1502575523204009,0.10838633587648037,0.02083070947261732,2.8137819398117974
427,5.734375,0.0,365,0,0.005655639365634129,1.5494902371600356e-05,0.6047991836025395,0.15268324611287873,0.10648836252224439,0.020927280281293856,2.8137819398117974
428,5.734375,0.0,365,0,0.005036042922914315,1.3797377870998125e-05,0.6017921975472514,0.1484332342239734,0.10649604202468128,0.020935088357893733,2.8137819398117974
429,5.734375,0.0,365,0,0.0044790096663441074,1.227125935984687e-05,0.6012109567069104,0.14695058188744267,0.10650275774235447,0.02094244172011467,2.8137819398117974
430,5.734375,0.0,365,0,0.003992502215397431,1.0938362233965565e-05,0.6004078266196398,0.14538331442902952,0.1065086060374196,0.02094894896378302,2.010454573331184
431,5.734375,0.0,365,0,0.00356504513180876,9.767246936462355e-06,0.5986886790500819,0.1438267938348616,0.10651368510330209,0.02095470552946215,2.010454573331184
432,5.734375,0.0,365,0,0.003186118535264686,8.729091877437496e-06,0.5972119012392336,0.14242850268550675,0.10651809584230092,0.020959802820536864,2.010454573331184
433,5.692708333333333,0.0,365,0,0.0029203450828266257,8.000945432401715e-06,0.6056314116540475,0.15387873492296505,0.10614522288440824,0.021083361014945918,2.010454573331184
434,5.692708333333333,0.0,365,0,0.0025535940803254314,6.996148165275154e-06,0.6018786902391068,0.1489700775068624,0.10614787817377426,0.021087383083483277,2.010454573331184
435,5.692708333333333,0.0,365,0,0.002257378808412077,6.18459947510158e-06,0.6007679616454021,0.14797411649521233,0.10615030407382643,0.02109097554684066,2.010454573331184
436,5.692708333333333,0.0,365,0,0.002005146817336306,5.493552924209058e-06,0.6004869530453081,0.14744199421515705,0.1061524931185032,0.02109417866322111,2.010454573331184
437,5.692708333333333,0.0,365,0,0.0017875900193837187,4.897506902421147e-06,0.5990197120666321,0.14664304809469297,0.10615444352967927,0.02109703337822563,2.010454573331184
438,5.692708333333333,0.0,365,0,0.0015967011061796689,4.374523578574435e-06,0.5975709878402743,0.14583909985471924,0.1061561760952587,0.021099578003674124,2.010454573331184
439,5.619791666666667,0.0,365,0,0.0013944082858159744,3.8202966734684225e-06,0.5905334153120348,0.1408729693588489,0.10083137780751583,0.021223159385661848,2.010454573331184
440,5.619791666666667,0.0,365,0,0.18123532655094093,0.0004965351412354546,0.9888091544071375,0.9933545282249608,0.10289948874041231,0.021155093391690014,2.221009862649909
441,5.619791666666667,0.0,365,0,0.1427859999567493,0.0003911945204294501,0.9494809091694995,0.31882775773276023,0.10372407260389785,0.021143792619648046,2.221009862649909
442,5.619791666666667,0.0,365,0,0.10789157932795301,0.00029559336802178907,0.8317482859907246,0.17896358617759422,0.10397176038652177,0.021209442754741056,2.221009862649909
443,5.619791666666667,0.0,365,0,0.08331036359229853,0.0002282475714857494,0.7013018559925116,0.1367368081236742,0.10404154948503662,0.021240910513159173,2.221009862649909
444,5.619791666666667,0.0,365,0,0.06498401190677994,0.00017803838878569845,0.6413372779928468,0.12730449416541423,0.10406391300063943,0.02127065991430429,2.221009862649909
445,5.53125,0.0,365,0,0.05304496756920209,0.00014532867827178654,0.6131675430180312,0.14312884664957928,0.10084258605803159,0.021506704204000027,2.221009862649909
446,5.53125,0.0,365,0,0.0431266844890479,0.00011815529996999423,0.5955702432980944,0.1335310135497814,0.10084014017804885,0.021528067755792486,2.221009862649909
447,5.53125,0.0,365,0,0.035606523782643805,9.755211995244878e-05,0.5826139603209121,0.13467178458701096,0.10084377445181957,0.021546946595083594,2.221009862649909
448,5.53125,0.0,365,0,0.029792327177587338,8.162281418517079e-05,0.5733367142558601,0.1370958295575063,0.10085221963959638,0.02156328131728327,2.221009862649909
449,5.53125,0.0,365,0,0.025228269629249993,6.911854692945204e-05,0.5678850827054639,0.14057053502034114,0.10086448392845564,0.021577795727612013,2.221009862649909
450,5.53125,0.0,365,0,0.021568791709443383,5.909258002587228e-05,0.5658869828839381,0.14484119541773469,0.10087924048832199,0.02159091410196595,1.8200072203234188
451,5.494791666666667,0.0,365,0,0.018907787156507365,5.180215659317086e-05,0.5696426496066083,0.15203096984643694,0.1086591260334109,0.021875892083897584,1.8200072203234188
452,5.494791666666667,0.0,365,0,0.016317764824715003,4.470620499921919e-05,0.5702820132832818,0.15802171948588578,0.10866986808654575,0.021887167024054608,1.8200072203234188
453,5.494791666666667,0.0,365,0,0.014276110053623583,3.911263028390023e-05,0.570531221606233,0.16520474297669988,0.1086818466760246,0.021897665968904204,1.8200072203234188
454,5.494791666666667,0.0,365,0,0.012584685941756114,3.447859162124963e-05,0.5725290676347877,0.1730899777745365,0.1086948145679056,0.02190750258454562,1.8200072203234188
455,5.494791666666667,0.0,365,0,0.011158323819051307,3.057075018918166e-05,0.5756503650986046,0.18063443696713974,0.1087083372634779,0.021916732263925306,1.8200072203234188
456,5.494791666666667,0.0,365,0,0.00994615188874126,2.724973120203085e-05,0.579003346705843,0.18783731706049187,0.10872209203489094,0.021925401434000413,1.8200072203234188
457,5.458333333333333,0.0,365,0,0.008849220455838514,2.4244439605037025e-05,0.5817050228167348,0.19598373558608134,0.10852118062137626,0.022049576034391966,1.8200072203234188
458,5.458333333333333,0.0,365,0,0.007870808412071086,2.1563858663208455e-05,0.586205340683343,0.20493955272041364,0.10853587538926729,0.02205731439283448,1.8200072203234188
459,5.458333333333333,0.0,365,0,0.0070875994357209714,1.941808064581088e-05,0.5914988739380714,0.21168684601787113,0.10855048071051357,0.022072311070939633,1.8200072203234188
460,5.458333333333333,0.0,365,0,0.0064195027188416924,1.758767868175806e-05,0.596889822269207,0.2176612457974472,0.10856473427903615,0.0220886586100111,2.0087789735549553
461,5.458333333333333,0.0,365,0,0.005839126813185773,1.599760770735828e-05,0.602531923975223,0.22310170589553682,0.1085785470552367,0.02210402754049342,2.0087789735549553
462,5.458333333333333,0.0,365,0,0.005330740636949292,1.4604768868354225e-05,0.6079142891809813,0.22806912826766373,0.10859185455988822,0.02211847490746698,2.0087789735549553
