label,score,best_time,best_W_relational,best_capture_ratio,best_damage_active_power,best_leakage_gain,final_W_relational,final_capture_ratio,final_damage_active_power,final_leakage_gain
balanced_chain,35.47566719064685,1.92,1.9359930491995128,0.8824289887045093,0.0010451808717407641,0.7486793246623382,1.020916673163352,0.7448597400703519,0.0006529422660835446,0.617441636165468
middle_heavier,53.24361186716139,1.92,1.896934998046876,0.8283472362175344,0.0005724736480479578,0.18470182706852667,1.0681522567476687,0.5217765106836333,0.00020686856502923485,1.1300037490267871
endpoint_heavier,42.08431922780746,1.68,1.9515209445719486,0.9046554791226691,0.0019126430566096544,36.17994266509898,1.38812143701024,0.7077420794537732,0.0005787301309193036,1.0781197019507702
