t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step,lambda_in_factor
34,18,4,14,0,0,0,0.01840490797546001,0.01620745542949754,0.0021974525459624687,0.01840490797546001,0.01620745542949754,0.0021974525459624687,0.15011037527593818,1.4847236247745157,0.0033643771476214194,1.0
35,22,4,18,1,1,0,0.02395209580838309,0.015748031496062968,0.008204064312320122,0.02395209580838309,0.015748031496062968,0.008204064312320122,0.15011037527593818,1.5045078607625562,0.0032935765923322465,1.0
36,15,7,8,0,0,0,0.022988505747126305,0.015552099533436989,0.007436406213689316,0.022988505747126305,0.015552099533436989,0.007436406213689316,0.15011037527593818,1.5235235419218525,0.0032468037767507973,1.0
37,20,3,17,1,0,1,0.022598870056497047,0.016666666666666642,0.0059322033898304045,0.022598870056497047,0.016666666666666642,0.0059322033898304045,0.15011037527593818,1.5419862588727395,0.0032193236011651177,1.0
38,19,7,12,1,1,0,0.027173913043478114,0.016369047619047596,0.010804865424430519,0.027173913043478114,0.016369047619047596,0.010804865424430519,0.15011037527593818,1.5597870664872582,0.0031804578405539878,1.0
39,18,7,11,0,0,0,0.026178010471204053,0.016105417276720328,0.010072593194483725,0.026178010471204053,0.016105417276720328,0.010072593194483725,0.15011037527593818,1.5767249472350187,0.0031211533499133676,1.0
40,22,1,21,0,0,0,0.026041666666666533,0.015624999999999977,0.010416666666666555,0.026041666666666533,0.015624999999999977,0.010416666666666555,0.15011037527593818,1.5938868493054013,0.0031608554812732033,1.0
41,24,7,17,0,0,0,0.02512562814070339,0.01525658807212203,0.00986904006858136,0.02512562814070339,0.01525658807212203,0.00986904006858136,0.15011037527593818,1.611277161569234,0.0031996940380551115,1.0
42,24,6,18,0,0,0,0.024390243902438907,0.014884979702300386,0.009505264200138521,0.024390243902438907,0.014884979702300386,0.009505264200138521,0.15011037527593818,1.6277288889381054,0.0031292234090719664,1.0
43,24,5,19,2,1,1,0.028571428571428435,0.01583113456464378,0.012740294006784655,0.028571428571428435,0.01583113456464378,0.012740294006784655,0.15011037527593818,1.6440220369220766,0.003129516208905828,1.0
44,18,2,16,0,0,0,0.0283018867924527,0.015503875968992227,0.012798010823460472,0.0283018867924527,0.015503875968992227,0.012798010823460472,0.15011037527593818,1.6599338281799085,0.0031077116637870886,1.0
45,19,5,14,0,0,0,0.02764976958525333,0.015228426395939066,0.012421343189314264,0.02764976958525333,0.015228426395939066,0.012421343189314264,0.15011037527593818,1.675018338035266,0.0030433004303783975,1.0
46,14,3,11,0,0,0,0.02727272727272715,0.015018773466833522,0.012253953805893628,0.02727272727272715,0.015018773466833522,0.012253953805893628,0.15011037527593818,1.68939989128529,0.0029889004762790653,1.0
47,17,3,14,0,0,0,0.026905829596412436,0.014760147601475997,0.012145681994936439,0.026905829596412436,0.014760147601475997,0.012145681994936439,0.15011037527593818,1.703437188246352,0.0029661538570306613,1.0
48,17,4,13,0,0,0,0.02643171806167389,0.014527845036319594,0.011903873025354297,0.02643171806167389,0.014527845036319594,0.011903873025354297,0.15011037527593818,1.7175115633982503,0.002977414227402496,1.0
49,31,10,21,0,0,0,0.025316455696202424,0.014167650531286878,0.011148805164915546,0.025316455696202424,0.014167650531286878,0.011148805164915546,0.15011037527593818,1.7311333366502852,0.0029417996883515053,1.0
