t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step,lambda_in_factor
30,18,2,16,0,0,0,0.013698630136986209,0.015037593984962377,-0.0013389638479761688,0.013698630136986209,0.015037593984962377,-0.0013389638479761688,0.15011037527593818,1.4325103635997294,0.003297736209660548,1.0
31,26,4,22,2,0,2,0.013333333333333246,0.018050541516245452,-0.004717208182912207,0.013333333333333246,0.018050541516245452,-0.004717208182912207,0.15011037527593818,1.4544190369469672,0.003207073366398306,1.0
32,27,3,24,0,0,0,0.013071895424836517,0.017301038062283707,-0.0042291426374471905,0.013071895424836517,0.017301038062283707,-0.0042291426374471905,0.15011037527593818,1.4747707970728536,0.0031106325685794525,1.0
33,31,6,25,1,1,0,0.018867924528301768,0.016583747927031482,0.002284176601270286,0.018867924528301768,0.016583747927031482,0.002284176601270286,0.15011037527593818,1.4956618961903634,0.0031891544427462707,1.0
34,18,4,14,0,0,0,0.01840490797546001,0.01620745542949754,0.0021974525459624687,0.01840490797546001,0.01620745542949754,0.0021974525459624687,0.15011037527593818,1.5168410247924764,0.003240894439044777,1.0
35,22,4,18,1,1,0,0.02395209580838309,0.015748031496062968,0.008204064312320122,0.02395209580838309,0.015748031496062968,0.008204064312320122,0.15011037527593818,1.5370028051629934,0.0031802005775445905,1.0
36,15,7,8,0,0,0,0.022988505747126305,0.015552099533436989,0.007436406213689316,0.022988505747126305,0.015552099533436989,0.007436406213689316,0.15011037527593818,1.556349665109099,0.003140968989006374,1.0
37,20,3,17,1,0,1,0.022598870056497047,0.016666666666666642,0.0059322033898304045,0.022598870056497047,0.016666666666666642,0.0059322033898304045,0.15011037527593818,1.575125570171547,0.0031109119504816644,1.0
38,19,7,12,1,1,0,0.027173913043478114,0.016369047619047596,0.010804865424430519,0.027173913043478114,0.016369047619047596,0.010804865424430519,0.15011037527593818,1.5932446118952628,0.003078949936570267,1.0
39,18,7,11,0,0,0,0.026178010471204053,0.016105417276720328,0.010072593194483725,0.026178010471204053,0.016105417276720328,0.010072593194483725,0.15011037527593818,1.6104452181294928,0.0030234443876474863,1.0
40,22,1,21,0,0,0,0.026041666666666533,0.015624999999999977,0.010416666666666555,0.026041666666666533,0.015624999999999977,0.010416666666666555,0.15011037527593818,1.6278440809077444,0.003058923048845845,1.0
41,24,7,17,0,0,0,0.02512562814070339,0.01525658807212203,0.00986904006858136,0.02512562814070339,0.01525658807212203,0.00986904006858136,0.15011037527593818,1.6454202873609496,0.0031013354556672203,1.0
42,24,6,18,0,0,0,0.024390243902438907,0.014884979702300386,0.009505264200138521,0.024390243902438907,0.014884979702300386,0.009505264200138521,0.15011037527593818,1.6620285546177986,0.003037509657542445,1.0
43,24,5,19,2,1,1,0.028571428571428435,0.01583113456464378,0.012740294006784655,0.028571428571428435,0.01583113456464378,0.012740294006784655,0.15011037527593818,1.6784725063362609,0.003039381371837362,1.0
44,18,2,16,0,0,0,0.0283018867924527,0.015503875968992227,0.012798010823460472,0.0283018867924527,0.015503875968992227,0.012798010823460472,0.15011037527593818,1.6945139816843813,0.0030217147621835532,1.0
45,19,5,14,0,0,0,0.02764976958525333,0.015228426395939066,0.012421343189314264,0.02764976958525333,0.015228426395939066,0.012421343189314264,0.15011037527593818,1.7097609319653855,0.002960089332487169,1.0
46,14,3,11,0,0,0,0.02727272727272715,0.015018773466833522,0.012253953805893628,0.02727272727272715,0.015018773466833522,0.012253953805893628,0.15011037527593818,1.7242436000861816,0.002902840851125354,1.0
47,17,3,14,0,0,0,0.026905829596412436,0.014760147601475997,0.012145681994936439,0.026905829596412436,0.014760147601475997,0.012145681994936439,0.15011037527593818,1.7383965939766526,0.002886697229504371,1.0
48,17,4,13,0,0,0,0.02643171806167389,0.014527845036319594,0.011903873025354297,0.02643171806167389,0.014527845036319594,0.011903873025354297,0.15011037527593818,1.7525815373812768,0.0028966784975529023,1.0
49,31,10,21,0,0,0,0.025316455696202424,0.014167650531286878,0.011148805164915546,0.025316455696202424,0.014167650531286878,0.011148805164915546,0.15011037527593818,1.766312210070787,0.0028654844507534664,1.0
50,32,6,26,1,1,0,0.0288065843621398,0.013745704467353936,0.015060879894785864,0.0288065843621398,0.013745704467353936,0.015060879894785864,0.15011037527593818,1.7800509760392145,0.0028659927082502383,1.0
51,29,4,25,1,1,0,0.032388663967611205,0.013363028953229383,0.01902563501438182,0.032388663967611205,0.013363028953229383,0.01902563501438182,0.15011037527593818,1.7936561562817703,0.002858419872701407,1.0
52,25,2,23,1,0,1,0.03212851405622477,0.01411509229098804,0.01801342176523673,0.03212851405622477,0.01411509229098804,0.01801342176523673,0.15011037527593818,1.8069786045678415,0.0028360216069481755,1.0
