t,S,L_flow,P,gini_flow,top10_flow,gini_mem,top10_mem,norm
0,6,0.4600000000000001,0.07666666666666667,0.9853316326530612,0.43478260869565205,0.9853316326530612,0.43478260869565205,0.9999999999999999
1,5,0.549941884267243,0.1099883768534486,0.9755098565919424,0.3439074162316983,0.9799774351196877,0.3852533810782868,0.9999999999999996
2,3,0.43295310621353283,0.1443177020711776,0.9649399699104751,0.31699612256383425,0.9753202702581096,0.3613909989322587,0.9999999999999999
3,2,0.3729579125351388,0.1864789562675694,0.9581844468241655,0.31989468834595447,0.9714703369066451,0.3478147425731091,1.0000000000000002
4,2,0.35089757579514746,0.17544878789757373,0.953643663238204,0.3359830011062967,0.9680072018914947,0.3385884001931834,1.0
5,3,0.34927945959679363,0.11642648653226455,0.9493149168498007,0.3392913121851264,0.9647107914910925,0.3315019487997941,1.0000000000000002
6,4,0.359456222348974,0.0898640555872435,0.9442339442641535,0.3325780045875205,0.9614975852064224,0.3253363687109605,0.9999999999999999
7,5,0.37378642551849117,0.07475728510369824,0.9393639534306936,0.32212095710787536,0.9583138064524155,0.3192983910875601,1.0
8,6,0.3903068579525239,0.06505114299208732,0.9346208100710064,0.3102715840434986,0.9551430875694634,0.31330416184219834,1.0000000000000002
9,8,0.40833819918372816,0.05104227489796602,0.9298240361350106,0.2982924455710516,0.9519899038278873,0.3079756464359961,1.0000000000000004
10,10,0.42601327988791715,0.042601327988791717,0.9248385650485688,0.2846639305684529,0.9488338618156029,0.30267625894234607,1.0
11,12,0.4289334941138895,0.03574445784282412,0.917151517257326,0.24638674178074016,0.9455187313499693,0.29577584423861264,1.0000000000000002
12,13,0.4289220083875601,0.03299400064519693,0.9096691477499513,0.21711592087087395,0.9421134526224841,0.288388353743162,0.9999999999999998
13,15,0.4278054170136475,0.028520361134243166,0.9024248202064461,0.19518707061520715,0.9386582775284482,0.2806732075646818,1.0000000000000007
14,17,0.4262847219181428,0.02507557187753781,0.8953732259699082,0.1777481158079387,0.9351822982748178,0.2728765236583224,0.9999999999999993
15,18,0.42464503205646886,0.023591390669803827,0.8884697928033997,0.1634370972568141,0.9317011923089107,0.2652190744056636,1.0000000000000004
16,20,0.42301244971219254,0.021150622485609626,0.8816743565438646,0.15145116766748992,0.9282246305101732,0.25793984898439265,1.0
17,21,0.42145519007361887,0.020069294765410424,0.8749526599451695,0.14150553620308406,0.9247586745883949,0.2509247196101439,0.9999999999999997
18,22,0.42000206313641514,0.019091002869837052,0.8682623424309782,0.13288854409947884,0.9213102825551407,0.2442066145219655,1.0000000000000007
19,24,0.41863275755257273,0.01744303156469053,0.8616357331640372,0.1253469785966977,0.9178776978729439,0.23779725935974133,1.0000000000000002
20,25,0.41734298237935696,0.01669371929517428,0.8550715705096547,0.1186883559153828,0.9144608878324822,0.2316955390378544,1.0
21,26,0.41613203066763527,0.016005078102601357,0.8485678001059546,0.11276281209883086,0.911059723057138,0.22589284811319835,1.0
22,27,0.4149985495860551,0.015370316651335373,0.8421175438496074,0.10745273465414097,0.9076747113606638,0.22037645632026223,0.9999999999999994
23,29,0.41394478074069485,0.014273957956575685,0.8357050021494593,0.10266352391588005,0.9043029453209486,0.2151314830523286,1.0
24,30,0.41297058487096094,0.013765686162365365,0.8293195213050689,0.0983194163113255,0.9009435054507211,0.21014223233473484,1.0000000000000004
25,31,0.41206181804508824,0.01329231671113188,0.8229769871390286,0.0943618292085724,0.8975984853859864,0.20543496076742104,0.9999999999999997
26,32,0.411212278496605,0.012850383703018907,0.8166827252681816,0.09074941892628977,0.894266613094001,0.20096483370572665,1.0000000000000004
27,33,0.4104175440836808,0.012436895275263055,0.8104364349236144,0.08745196747351922,0.8909468443227241,0.1966999757595063,0.9999999999999996
28,34,0.4096734954012268,0.012049220452977258,0.8042339590298297,0.08440953494208092,0.8876385100916009,0.19262757322378443,0.9999999999999997
29,36,0.4089762390705885,0.011360451085294125,0.7980803219606712,0.08159327730832658,0.8843425278457233,0.18873556566437477,1.0000000000000007
30,37,0.40832217135052373,0.011035734360824966,0.7919749030294919,0.07897860010352832,0.8810592854736035,0.18501266978023095,1.0
31,38,0.40770922286683775,0.0107291900754431,0.7859138417848521,0.0765441605488373,0.8777882331050549,0.18144835383873167,1.0000000000000002
32,39,0.40713599390188615,0.010439384459022722,0.7798899866329174,0.0742714531463985,0.8745285380513129,0.17803280958664675,1.0000000000000002
33,41,0.4065959581460725,0.009916974588928599,0.7739157211682895,0.07214535994769064,0.871280953872911,0.17475698822056981,0.9999999999999998
34,42,0.40608521251609747,0.009668695536097558,0.7679933861591733,0.07015229081311622,0.8680456755011099,0.17161251586758225,0.999999999999999
35,43,0.40560083233772337,0.009432577496226125,0.7621255437155018,0.06828020676690924,0.8648226518534377,0.1686051186775312,1.0
36,44,0.4051401587523267,0.009207730880734698,0.7563151009052449,0.0665231847824048,0.8616124382644487,0.16574662974680626,0.9999999999999998
37,45,0.40470076473868194,0.008993350327526265,0.750564388800324,0.0648704707761341,0.8584150805270465,0.16299503394975884,1.0
38,46,0.40428044169556093,0.008788705254251324,0.7448721384048099,0.06330958327435175,0.8552307819742331,0.16034437078630512,1.0
39,47,0.40387723680407916,0.008593132697959131,0.7392392195487776,0.06183316106659191,0.8520601147690802,0.15778910549942116,0.9999999999999994
40,49,0.4034892309800078,0.008234474101632812,0.7336663103238856,0.06043463813883431,0.848903188573885,0.15532409589989304,0.9999999999999996
41,50,0.4031142986475636,0.008062285972951272,0.7281545426485615,0.059108174020817146,0.8457603488045142,0.15294456362661465,1.0000000000000004
42,51,0.40275035227652334,0.007897065730912223,0.7227059544911342,0.057848526364915186,0.8426327233722276,0.15064606499885816,1.0000000000000002
43,52,0.40239554072590566,0.007738375783190494,0.7173225244172695,0.056650948073746855,0.8395194902988994,0.1484244624574525,0.9999999999999998
44,53,0.4020482328552941,0.007585815714250832,0.7120060873319151,0.055511128308549366,0.8364215164278862,0.1462758986833868,1.0000000000000002
45,54,0.40170696485499774,0.007439017867685143,0.7067559150667848,0.05442514694498204,0.8333397714444915,0.14419677345231224,1.0
46,56,0.4013704076682072,0.007167328708360843,0.701572234344539,0.0533930630964123,0.8302738474398039,0.14218372277957284,0.9999999999999992
47,57,0.40103734127646234,0.00703574282941162,0.6964556272830936,0.052409214716870565,0.8272243414405439,0.14023360007781555,1.0
48,58,0.40070662482821834,0.006908734910831351,0.6914063473642418,0.051468882348823755,0.8241915586954947,0.13834345916118584,1.0
49,59,0.4003771743376273,0.006786053802332667,0.6864268506888992,0.05056939493341105,0.8211755740702694,0.1365105388570404,1.0
50,60,0.4000479668272555,0.006667466113787592,0.6815178394949954,0.04970830102126943,0.8181766155151753,0.13473224888902863,1.0000000000000004
51,61,0.3997180592580077,0.006552755069803405,0.6766785296951838,0.04888334364351,0.8151953770352075,0.13300615683021036,1.0000000000000002
52,63,0.3993865984055115,0.0063394698159605,0.6719091273575677,0.04809243926088996,0.8122324015291913,0.1313299761063507,1.0000000000000004
53,64,0.3990528180437459,0.00623520028193353,0.6672095577288661,0.047333660690964695,0.8092878682844223,0.12970155504118186,1.0
54,65,0.39871603022337704,0.006134092772667339,0.6625792793221223,0.04660522272738128,0.8063623289013971,0.12811886688228366,1.0
55,66,0.39837561505166463,0.006035994167449464,0.658017589399673,0.04590546960635753,0.803455768625918,0.12658000072130357,0.9999999999999999
56,67,0.39803101128292573,0.005940761362431727,0.6535251586213533,0.045232863821319504,0.8005681596869625,0.12508315321669658,0.9999999999999999
57,68,0.39768170997357233,0.005848260440787828,0.6491012075363214,0.04458597585633128,0.7976995332493904,0.12362662102466936,0.9999999999999998
58,70,0.39732725211383846,0.005676103601626264,0.6447455612825174,0.04396347460955201,0.7948504588549244,0.12220879385066372,1.0
59,71,0.3969672284113964,0.005591087724104175,0.6404590695781819,0.04336411860513096,0.792021228916845,0.12082814805435645,0.9999999999999997
60,72,0.39660127852655336,0.005508351090646574,0.636241331234194,0.04278674818023839,0.7892123061338482,0.11948324076250946,1.0000000000000002
61,73,0.3962290885744538,0.0054277957338966275,0.6320905601105736,0.042230278658307134,0.7864238287350499,0.11817270445373065,0.9999999999999997
62,74,0.3958503872972167,0.005349329558070496,0.6280061880864091,0.041693694356110894,0.7836557003255977,0.11689524197962842,0.9999999999999989
63,75,0.3954649418685504,0.005272865891580672,0.6239872419664936,0.04117604323280972,0.7809080163606894,0.11564962198500436,0.9999999999999998
64,77,0.39507255414941295,0.005130812391550817,0.6200329831572611,0.04067643202507216,0.7781812219961229,0.1144346746894044,0.9999999999999999
65,78,0.39467305773546185,0.005059910996608485,0.6161424416108515,0.04019402177767113,0.7754752735169087,0.113249287994673,0.9999999999999999
66,79,0.39426631562824377,0.004990712856053719,0.6123153566986217,0.039729274743691895,0.7727903138113531,0.11209240388762122,1.0000000000000009
67,80,0.3938522181606092,0.004923152727007616,0.6085509671064567,0.03928123299463939,0.7701262764140382,0.11096301511166799,1.0000000000000002
68,82,0.39343068096439343,0.004797935133712115,0.6048488412541017,0.03884801212153212,0.7674831827216569,0.10986016208472693,1.0000000000000004
69,83,0.39300164300659873,0.0047349595542963705,0.6012087547301367,0.03842896315920601,0.7648612938598256,0.10878293004259948,0.9999999999999991
70,84,0.3925650647996437,0.004673393628567187,0.5976293741155415,0.038023473465469464,0.7622607915635209,0.1077304463886283,1.0000000000000004
71,85,0.3921209268179464,0.004613187374328781,0.5941096712395332,0.03763096419240968,0.759681512221689,0.10670187823203621,0.9999999999999997
72,87,0.3916692280604016,0.0045019451501195585,0.5906490179354817,0.03725088796386368,0.7571233543406336,0.10569643009924984,0.9999999999999998
73,88,0.3912099846717044,0.004445568007633005,0.5872464370217733,0.036882726746509026,0.7545861002794206,0.10471334180426813,1.0
74,89,0.39074322856757693,0.004390373354691875,0.5839012429282634,0.036525989900768746,0.7520699433468456,0.10375188646557709,0.9999999999999996
75,90,0.3902690060547088,0.004336322289496764,0.5806125210988459,0.03618021239522562,0.7495749641000625,0.10281136865822949,0.9999999999999993
76,91,0.3897873764658945,0.004283377763361478,0.5773797359811382,0.03584495316732395,0.7471010682300223,0.10189112269061591,0.9999999999999998
77,93,0.3892984108399432,0.004186004417633798,0.5742020826589203,0.0355197936140735,0.744648380519067,0.10099051099625202,0.9999999999999993
78,94,0.38880219067193145,0.0041361935177865045,0.5710787636490656,0.03520433619843483,0.7422167138508673,0.10010892263165112,1.0000000000000004
79,95,0.3882988067502806,0.004087355860529269,0.5680087459954145,0.03489820315926683,0.739806012724759,0.09924577187206726,1.0000000000000002
80,97,0.3877883580877907,0.003997818124616399,0.5649912492730597,0.0346010353147241,0.737416165342546,0.09840150104763402,1.0
