t,captures_total,captures_in,captures_out,M_total,M_in,M_out,G_total,G_in,G_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
4431,11,3,8,0,0,0,11,3,8,0.018029387902280716,0.018602876826066466,-0.0005734889237857498,0.01757188498402555,0.017740147162584412,-0.00016826217855886103,0.15043290043290045,39.480585405866975,0.0163858368676558
4432,18,6,12,2,2,0,16,4,12,0.018199837823227316,0.018597868760515984,-0.0003980309372886674,0.018348623853211003,0.017741935483870964,0.0006066883693400388,0.15043290043290045,39.490060844689154,0.016703892681540565
4433,16,3,13,0,0,0,16,3,13,0.018194919834264092,0.018592446398134028,-0.0003975265638699356,0.0183559457302474,0.017747302611676914,0.0006086431185704858,0.15043290043290045,39.500037161824736,0.017006314921695135
4434,11,3,8,0,0,0,11,3,8,0.01819000450247636,0.018589111131043144,-0.0003991066285667852,0.018370607028753986,0.017756255044390636,0.0006143519843633503,0.15043290043290045,39.51051282101843,0.017295790162470327
4435,13,1,12,1,0,1,12,1,11,0.01818836664865838,0.018606527977044478,-0.0004181613283860963,0.018385291766586723,0.01785354044785152,0.0005317513187352019,0.15043290043290045,39.52145459553654,0.017569165545381196
4436,6,3,3,0,0,0,6,3,3,0.018183454856422716,0.018605276725471295,-0.00042182186904857893,0.018392642942822866,0.017860746720484356,0.0005318962223385092,0.15043290043290045,39.53283962587195,0.017827192717627584
4437,12,2,10,0,0,0,12,2,10,0.018180181801818015,0.01860110710203716,-0.00042092530021914376,0.018399999999999993,0.017860746720484356,0.0005392532795156363,0.15043290043290045,39.544644145999015,0.0180695918680458
4438,11,4,7,0,0,0,11,4,7,0.018173639226270803,0.0185981894774581,-0.0004245502511872959,0.018385291766586723,0.0178679588128407,0.000517332953746022,0.15043290043290045,39.556828491241475,0.01829470708540912
4439,14,2,12,1,0,1,13,2,11,0.018170369704056846,0.018615591397849462,-0.0004452216937926162,0.018385291766586723,0.017967093973957803,0.00041819779262891946,0.15043290043290045,39.569357430079094,0.018502776563832375
4440,13,2,11,0,0,0,13,2,11,0.01816710135803579,0.01861100535262368,-0.0004439039945878902,0.018407362945178064,0.017972536348949915,0.00043482659622814945,0.15043290043290045,39.582221469910564,0.018696023878600577
4441,15,2,13,0,0,0,15,2,13,0.018163834187573058,0.018605588393336914,-0.0004417542057638564,0.018414731785428337,0.017965280581348404,0.0004494512040799335,0.15043290043290045,39.595392196936615,0.018872551162912823
4442,12,2,10,1,0,1,11,2,9,0.01816056819203452,0.018623808031517215,-0.00046323983948269587,0.018436873747494982,0.01806438591179735,0.00037248783569763036,0.15043290043290045,39.608820318816676,0.019030291131718616
4443,17,1,16,0,0,0,17,1,16,0.018158935634663788,0.018617140299843366,-0.00045820466517957834,0.018459069020866768,0.017956219106224146,0.0005028499146426217,0.15043290043290045,39.62247608671263,0.01917093112790274
4444,13,3,10,0,0,0,13,3,10,0.018154039723195826,0.018612975391498882,-0.00045893566830305585,0.018451664661050936,0.017959842599132275,0.0004918220619186606,0.15043290043290045,39.636343265175825,0.019295613976005592
4445,7,2,5,0,0,0,7,2,5,0.018150777248629704,0.018610893636058605,-0.00046011638742890146,0.018451664661050936,0.017987065481002422,0.00046459918004851386,0.15043290043290045,39.65038963697686,0.01940276510890182
4446,14,2,12,0,0,0,14,2,12,0.01814751594645584,0.018605899322405348,-0.00045838337594950734,0.018459069020866768,0.01797616643102403,0.0004829025898427375,0.15043290043290045,39.664572301261,0.019491312891108992
4447,19,2,17,1,0,1,18,2,16,0.018144255816042395,0.018621182992801896,-0.0004769271767595014,0.018459069020866768,0.018062563067608475,0.0003965059532582936,0.15043290043290045,39.678864614829365,0.01956269293003088
4448,20,6,14,0,0,0,20,6,14,0.018134482449052875,0.018615357110932332,-0.0004808746618794567,0.018436873747494982,0.018053454362077656,0.00038341938541732595,0.15043290043290045,39.6932619519996,0.019618888141565764
4449,6,1,5,0,0,0,6,1,5,0.018132854578096946,0.018613277322190692,-0.00048042274409374613,0.01844426623897353,0.01808628877437607,0.0003579774645974601,0.15043290043290045,39.70771889352136,0.019656079904215543
4450,14,3,11,0,0,0,14,3,11,0.01812797271829848,0.018608703422392993,-0.000480730704094514,0.018436873747494982,0.018001618122977344,0.00043525562451763797,0.15043290043290045,39.72220653467288,0.0196757673346843
4451,13,1,12,0,0,0,13,1,12,0.01812634601579325,0.018603716276576737,-0.00047737026078348635,0.018451664661050936,0.01799797775530839,0.0004536869057425452,0.15043290043290045,39.7366778437516,0.01967625611371999
4452,13,3,10,1,0,1,12,3,9,0.01812146765945994,0.018621890769436877,-0.0005004231099769371,0.018451664661050936,0.018104581774046724,0.0003470828870042117,0.15043290043290045,39.75110086676891,0.01965893895138649
4453,9,1,8,0,0,0,9,1,8,0.018119842124147825,0.018618564986382105,-0.0004987228622342806,0.01848131779831257,0.018113742157458,0.00036757564085456926,0.15043290043290045,39.765464236517076,0.019625732715417066
4454,10,3,7,0,0,0,10,3,7,0.01811496726750964,0.018615655900537934,-0.0005006886330282956,0.018488745980707388,0.01811007689194658,0.00037866908876080935,0.15043290043290045,39.77976066385018,0.01957703999141768
4455,13,4,9,0,0,0,13,4,9,0.01810847153742716,0.018611916982816334,-0.0005034454453891751,0.01847389558232931,0.018104581774046724,0.0003693138082825863,0.15043290043290045,39.793924696176326,0.019507513778150073
4456,12,4,8,0,0,0,12,4,8,0.018101980464199297,0.018608594761033513,-0.0005066142968342159,0.01844426623897353,0.01811190933926945,0.000332356899704081,0.15043290043290045,39.807921434050684,0.01942003217294793
4457,13,1,12,1,0,1,12,1,11,0.018100358422939066,0.018625920142761543,-0.0005255617198224767,0.01844426623897353,0.01820204267367782,0.0002422235652957093,0.15043290043290045,39.82173853944191,0.019316747957369502
4458,16,3,13,0,0,0,16,3,13,0.01809549404282003,0.018620520482572532,-0.0005250264397525031,0.018429487179487173,0.018183654914637838,0.0002458322648493348,0.15043290043290045,39.83534425705059,0.019195941228744517
4459,15,4,11,0,0,0,15,4,11,0.018089012268290496,0.0186159539840371,-0.0005269417157466039,0.018414731785428337,0.018082634609556517,0.0003320971758718205,0.15043290043290045,39.84871645857472,0.019058593584808714
4460,12,2,10,0,0,0,12,2,10,0.018085773122034198,0.018611804564907276,-0.0005260314428730782,0.018399999999999993,0.018080808080808076,0.00031919191919191695,0.15043290043290045,39.86183018955856,0.01890454703246337
4461,12,5,7,0,0,0,12,5,7,0.018077680329335957,0.018608901071961847,-0.0005312207426258903,0.018392642942822866,0.018078981921018075,0.0003136610218047904,0.15043290043290045,39.87464473251255,0.018732458527274457
4462,16,5,11,0,0,0,16,5,11,0.018069594775919132,0.01860434027004144,-0.0005347454941223087,0.017992802878848455,0.018084461507375225,-9.165862852677023e-05,0.15043290043290045,39.88713020654207,0.01854346005653443
4463,16,2,14,0,0,0,16,2,14,0.018066362579375723,0.01859853884533143,-0.0005321762659557076,0.01798561151079136,0.018069856652533814,-8.424514174245473e-05,0.15043290043290045,39.89925330420035,0.018337376162929284
4464,22,4,18,0,0,0,22,4,18,0.01805990165400089,0.01859108518502026,-0.0005311835310193684,0.017964071856287418,0.018053454362077656,-8.938250579023851e-05,0.15043290043290045,39.91100554868767,0.01811666022445402
4465,13,1,12,0,0,0,13,1,12,0.01805828714464509,0.01858611939634065,-0.0005278322516955591,0.017992802878848455,0.0180352644836272,-4.246160477874503e-05,0.15043290043290045,39.9223394054077,0.017877863618437153
4466,16,5,11,0,0,0,16,5,11,0.018050218925922613,0.01858156975321005,-0.0005313508272874364,0.01797124600638977,0.018031630905610958,-6.038489922118723e-05,0.15043290043290045,39.93321658015455,0.017622020263346735
4467,13,3,10,0,0,0,13,3,10,0.018045381454350543,0.018577435646428015,-0.0005320541920774725,0.017978425888933273,0.01803344751158573,-5.502162265245622e-05,0.15043290043290045,39.94361499848003,0.01735082287570234
4468,22,4,18,0,0,0,22,4,18,0.018038935524200748,0.01856999888802402,-0.0005310633638232719,0.01797124600638977,0.018020738950971504,-4.949294458173395e-05,0.15043290043290045,39.95350764938645,0.01706401796476995
4469,13,2,11,0,0,0,13,2,11,0.018035714285714283,0.018565457132692992,-0.0005297428469787091,0.017964071856287418,0.018018924904368832,-5.485304808141439e-05,0.15043290043290045,39.96285000589787,0.01676019882437477
4470,13,3,10,0,0,0,13,3,10,0.018030884584486297,0.01856133019161517,-0.0005304456071288724,0.017992802878848455,0.018009860146896064,-1.7057268047609292e-05,0.15043290043290045,39.971668299668266,0.016446143092531857
4471,17,2,15,1,0,1,16,2,14,0.0180276662204373,0.018577364947445614,-0.0005496987270083124,0.01798561151079136,0.018106830298762696,-0.00012121878797133681,0.15043290043290045,39.97990320525348,0.016114169379710087
4472,16,1,15,0,0,0,16,1,15,0.01802605746921292,0.01857117469344233,-0.0005451172242294106,0.017992802878848455,0.018097727729740595,-0.00010492485089214076,0.15043290043290045,39.98753507628567,0.015768199437214078
4473,12,0,12,0,0,0,12,0,12,0.01802605746921292,0.018566225459713957,-0.0005401679905010365,0.018007202881152453,0.01809045226130653,-8.32493801540754e-05,0.15043290043290045,39.99456238025958,0.015410171008565662
4474,17,3,14,0,0,0,17,3,14,0.01802123293781782,0.018560454686736824,-0.0005392217489190027,0.017999999999999995,0.01809590831406454,-9.590831406454392e-05,0.15043290043290045,40.00093232397445,0.015035609804702647
4475,6,0,6,0,0,0,6,0,6,0.01802123293781782,0.01855798259634168,-0.00053674965852386,0.01801441152922337,0.018099547511312215,-8.513598208884435e-05,0.15043290043290045,40.006656374398524,0.014650745993813961
4476,10,4,6,1,1,0,9,3,6,0.018103986444305713,0.01855551116438052,-0.0004515247200748071,0.018407362945178064,0.018106830298762696,0.00030053264641536834,0.15043290043290045,40.011684722557064,0.01425019920479563
4477,15,1,14,0,0,0,15,1,14,0.0181023720349563,0.01854974704890388,-0.00044737501394757906,0.018422106527833392,0.018103188172583724,0.00031891835524966786,0.15043290043290045,40.01600274916317,0.013837528168825346
4478,10,2,8,1,0,1,9,2,7,0.018099144079885873,0.018568639630845683,-0.00046949555095980935,0.018414731785428337,0.01820559243612955,0.00020913934929878836,0.15043290043290045,40.01959686723347,0.013413140189293836
4479,7,3,4,0,0,0,7,3,4,0.01809430430519654,0.018566992014196985,-0.00047268770900044457,0.018399999999999993,0.018216586151368758,0.00018341384863123505,0.15043290043290045,40.02244773911547,0.01297682394707039
4480,14,3,11,1,0,1,13,3,10,0.018089467118160753,0.01858463995032268,-0.0004951728321619282,0.018414731785428337,0.01831723027375201,9.750151167632615e-05,0.15043290043290045,40.02451669137249,0.0125271190688728
4481,18,5,13,0,0,0,18,5,13,0.018081410884474923,0.018579283433841787,-0.0004978725493668644,0.018392642942822866,0.018309859154929574,8.278378789329174e-05,0.15043290043290045,40.02579702415251,0.012067323949098971
4482,13,5,8,1,1,0,12,4,8,0.01816239316239316,0.01857598865046994,-0.0004135954880767796,0.01875498802873104,0.018309859154929574,0.0004451288738014647,0.15043290043290045,40.02627688641935,0.01159730947348359
4483,13,4,9,0,0,0,13,4,9,0.01815592737629049,0.018572283415704438,-0.00041635603941394747,0.01874750698045472,0.018309859154929574,0.0004376478255251476,0.15043290043290045,40.025927909087095,0.011115901978092008
4484,8,3,5,0,0,0,8,3,5,0.01815108105703354,0.01857022559056863,-0.0004191445335350909,0.018732562774013545,0.01832276250880902,0.00040980026520452684,0.15043290043290045,40.02474420421943,0.010625545926925693
4485,10,2,8,0,0,0,10,2,8,0.01814785161462503,0.01856693401869987,-0.00041908240407484074,0.01874003189792663,0.018331990330378724,0.00040804156754790585,0.15043290043290045,40.02271105323496,0.010125795112467154
4486,11,3,8,1,0,1,10,3,7,0.018143009605122728,0.018585795932834166,-0.0004427863277114384,0.018717642373556345,0.01832829808660624,0.00038934428695010584,0.15043290043290045,40.01981260536278,0.009616922931756327
4487,11,5,6,0,0,0,11,5,6,0.01813494532847364,0.018583325950208205,-0.00044838062173456483,0.018695306284805084,0.01833383701017427,0.0003614692746308143,0.15043290043290045,40.01604424967527,0.00910035514042981
4488,18,2,16,1,0,1,17,2,15,0.018131721624744464,0.018598884066955982,-0.00046716244221151754,0.01871019108280254,0.01843828715365239,0.0002719039291501496,0.15043290043290045,40.011372490691045,0.008573809297806918
4489,12,1,11,0,0,0,12,1,11,0.01813011020263064,0.018594355285002768,-0.0004642450823721285,0.018725099601593617,0.018436429578883737,0.0002886700227098804,0.15043290043290045,40.0058002958332,0.008041058468781252
4490,12,3,9,1,0,1,11,3,8,0.01812527765437583,0.01861278328611898,-0.00048750563174315004,0.01871019108280254,0.018531574176654242,0.00017861690614829825,0.15043290043290045,39.99930998834249,0.00750059550681962
4491,12,6,6,0,0,0,12,6,6,0.018115620282390547,0.018610312015932728,-0.0004946917335421804,0.01868044515103338,0.01854091092301491,0.00013953422801847234,0.15043290043290045,39.99189276466233,0.006953650830768662
4492,12,2,10,0,0,0,12,2,10,0.018112403444908103,0.018606194690265487,-0.0004937912453573841,0.01868044515103338,0.018341227451375588,0.0003392176996577928,0.15043290043290045,39.98352107397002,0.006398902880744196
4493,13,2,11,0,0,0,13,2,11,0.01810918774966711,0.01860166773572803,-0.0004924799860609209,0.018687872763419475,0.018331990330378724,0.0003558824330407509,0.15043290043290045,39.97419768219181,0.0058395768813607266
4494,10,2,8,0,0,0,10,2,8,0.018105973196059284,0.0185983767885181,-0.000492403592458817,0.018687872763419475,0.018331990330378724,0.0003558824330407509,0.15043290043290045,39.96391911237151,0.005275518620374051
4495,8,1,7,0,0,0,8,1,7,0.018104366347177846,0.018595498164772475,-0.0004911318175946297,0.01871019108280254,0.018343075992743395,0.00036711509005914536,0.15043290043290045,39.952676978624716,0.0047067010401408175
4496,17,4,13,0,0,0,17,4,13,0.018097941802696946,0.01859015451269922,-0.0004922127100022745,0.018695306284805084,0.018339379282547356,0.00035592700225772766,0.15043290043290045,39.94046637236504,0.004133876902679357
4497,18,4,14,0,0,0,18,4,14,0.018091521816246892,0.018584403243983826,-0.0004928814277369332,0.018673023440603887,0.018330144022560176,0.00034287941804371155,0.15043290043290045,39.927289961795545,0.0035581818700003796
4498,12,2,10,0,0,0,12,2,10,0.018088313530767865,0.018580297373130373,-0.0004919838423625075,0.018673023440603887,0.018324607329842927,0.00034841611076096013,0.15043290043290045,39.91312304490695,0.0029775188869880236
4499,19,5,14,0,0,0,19,5,14,0.018080297793140118,0.018574552200896703,-0.000494254407756585,0.01863600317208564,0.018313543972630304,0.00032245919945533483,0.15043290043290045,39.89795831201904,0.0023939366833850735
4500,11,2,9,0,0,0,11,2,9,0.01807709348692955,0.01857086075166718,-0.0004937672647376302,0.018621236133122023,0.018220253674250047,0.00040098245887197626,0.15043290043290045,39.88180883907339,0.0018097639276031471
4501,10,0,10,0,0,0,10,0,10,0.01807709348692955,0.01856676086188626,-0.0004896673749567072,0.018658197697499,0.018234938545234735,0.0004232591522642659,0.15043290043290045,39.864665597330074,0.0012233975239566558
4502,16,1,15,0,0,0,16,1,15,0.018075491759702283,0.018560614420339433,-0.0004851226606371502,0.018650793650793644,0.018220253674250047,0.0004305399765435966,0.15043290043290045,39.84653910728595,0.0006370913784541721
4503,15,3,12,1,1,0,14,2,12,0.01815927008592435,0.01855570019636829,-0.0003964301104439419,0.019047619047619042,0.01822942894551314,0.0008181901021059035,0.15043290043290045,39.82752220226466,0.00010893275708713882
4504,15,2,13,1,1,0,14,1,13,0.01824461960853777,0.01855037938944768,-0.0003057597809099123,0.019444444444444438,0.018225757728325444,0.001218686716118994,0.15043290043290045,39.80952084606974,0.0006969559673375825
4505,14,4,10,0,0,0,14,4,10,0.0182381584772023,0.018546288537026417,-0.0003081300598241181,0.01942132382084819,0.01822208798952985,0.0011992358313183404,0.15043290043290045,39.792551154881004,0.0012860505744071201
4506,6,1,5,0,0,0,6,1,5,0.018236543909348438,0.018544243787347578,-0.0003076998779991402,0.019429024583663752,0.01822392267418445,0.001205101909479301,0.15043290043290045,39.77659663697423,0.0018727531442911114
4507,7,1,6,1,0,1,6,1,5,0.018234929627334688,0.018563837996340146,-0.0003289083690054574,0.019444444444444438,0.018337531486146093,0.001106912958298345,0.15043290043290045,39.761640287301184,0.002456571275179896
4508,13,0,13,0,0,0,13,0,13,0.018234929627334688,0.018558518845051795,-0.00032358921771710736,0.019070321811680564,0.018220253674250047,0.0008500681374305173,0.15043290043290045,39.74768104950687,0.0030385380234803153
4509,20,7,13,0,0,0,20,7,13,0.01822363765038924,0.018553202741114515,-0.00032956509072527493,0.019017432646592704,0.018115942028985504,0.0009014906176071993,0.15043290043290045,39.734729077593194,0.0036192500687863244
4510,17,4,13,0,0,0,17,4,13,0.01821719136894234,0.0185478896819103,-0.00033069831296796137,0.018994855559952506,0.01811776547559134,0.0008770900843611644,0.15043290043290045,39.72274486832459,0.00419367073813094
4511,18,5,13,0,0,0,18,5,13,0.018209139927517014,0.018542579664824154,-0.0003334397373071403,0.018987341772151892,0.018115942028985504,0.0008713997431663879,0.15043290043290045,39.711741145467236,0.004766197197538713
4512,10,3,7,0,0,0,10,3,7,0.018204312477907384,0.01853972168398802,-0.000335409206080637,0.01897233201581027,0.018125062934246296,0.0008472690815639755,0.15043290043290045,39.70173131214659,0.005336458906306067
4513,22,3,19,0,0,0,22,3,19,0.018199487587242685,0.01853196874656102,-0.00033248115931833536,0.01897233201581027,0.018106830298762696,0.0008655017170475753,0.15043290043290045,39.692672010399534,0.0058987699910164
4514,11,1,10,0,0,0,11,1,10,0.01819787985865724,0.018527890857079985,-0.0003300109984227459,0.018979833926453138,0.018105009052504523,0.0008748248739486146,0.15043290043290045,39.68459833825984,0.006459965634470219
4515,15,2,13,0,0,0,15,2,13,0.01819466525348878,0.018522592282986493,-0.000327927029497712,0.018979833926453138,0.018097727729740595,0.0008821061967125426,0.15043290043290045,39.67750113921195,0.007015526532118835
4516,10,1,9,0,0,0,10,1,9,0.018193058376755274,0.018518925814326875,-0.000325867437571601,0.018979833926453138,0.018099547511312215,0.0008802864151409226,0.15043290043290045,39.6713325356436,0.007561448036285619
4517,18,6,12,0,0,0,18,6,12,0.01818342307352811,0.018514039446777635,-0.0003306163732495239,0.018987341772151892,0.01809227057995778,0.0008950711921941121,0.15043290043290045,39.66607815735113,0.008100416257201745
4518,12,2,10,0,0,0,12,2,10,0.01818021357338275,0.018509969443162085,-0.0003297558697793329,0.019002375296912108,0.0180940892641737,0.0009082860327384069,0.15043290043290045,39.66172361349073,0.008632019506155024
4519,14,3,11,0,0,0,14,3,11,0.018175401446973705,0.018505494505494505,-0.00033009305852079937,0.019009900990099002,0.018099547511312215,0.0009103534787867872,0.15043290043290045,39.6582528586925,0.009155700274663729
4520,12,2,10,0,0,0,12,2,10,0.018172194777699362,0.018501428257525817,-0.00032923347982645457,0.019017432646592704,0.017997184797908704,0.001020247848684,0.15043290043290045,39.65568097068916,0.009673941773442824
4521,13,2,11,0,0,0,13,2,11,0.018168989239724816,0.018496957448210716,-0.0003279682084859001,0.019017432646592704,0.0179935665460394,0.0010238661005533035,0.15043290043290045,39.65398848270213,0.010183154507650352
4522,12,2,10,0,0,0,12,2,10,0.018165784832451497,0.018492894950692933,-0.000327110118241436,0.019002375296912108,0.01799175796562468,0.0010106173312874264,0.15043290043290045,39.65315367330894,0.010682743726317582
4523,13,3,10,0,0,0,13,3,10,0.018160980340297977,0.01848883423728069,-0.0003278538969827133,0.018613861386138606,0.017997184797908704,0.0006166765882299023,0.15043290043290045,39.65313546479959,0.011170537975744604
4524,11,1,10,0,0,0,11,1,10,0.018159379407616357,0.018484775306798974,-0.0003253958991826164,0.018239492466296584,0.0179935665460394,0.00024592592025718396,0.15043290043290045,39.65394031992675,0.011650566277164445
4525,19,3,16,0,0,0,19,3,16,0.018154578302635054,0.01847828472359383,-0.0003237064209587748,0.018239492466296584,0.017884055058776244,0.0003554374075203405,0.15043290043290045,39.65556425570942,0.012121498321882019
4526,11,1,10,0,0,0,11,1,10,0.018152978498413814,0.01847423042323979,-0.0003212519248259778,0.018239492466296584,0.017893043827905103,0.00034644863839148124,0.15043290043290045,39.657965749997075,0.012579502554550427
4527,9,1,8,1,0,1,8,1,7,0.018151378976121242,0.01849292530437644,-0.00034154632825519893,0.018253968253968248,0.018002614904958258,0.00025135334900999035,0.15043290043290045,39.66113257907301,0.013026942557241423
4528,8,4,4,0,0,0,8,4,4,0.018144983704747642,0.01849130272653491,-0.0003463190217872676,0.018246727489091622,0.01801529790660225,0.00023142958248937098,0.15043290043290045,39.665033661359075,0.013461732873131549
4529,15,1,14,0,0,0,15,1,14,0.018143385590981147,0.01848562594566147,-0.0003422403546803239,0.018253968253968248,0.01801529790660225,0.00023867034736599693,0.15043290043290045,39.66966018274157,0.013885603898699929
4530,10,1,9,0,0,0,10,1,9,0.018141787758696605,0.018481978426729807,-0.0003401906680332023,0.018268467037331208,0.01802981466559226,0.00023865237173894757,0.15043290043290045,39.6749630602861,0.014294505787329145
4531,8,4,4,0,0,0,8,4,4,0.018135399242891096,0.018480357769203787,-0.0003449585263126907,0.01828298887122416,0.018044354838709673,0.00023863403251448562,0.15043290043290045,39.68093430597981,0.014691929919425004
4532,17,4,13,1,0,1,16,4,12,0.01812901522485259,0.018497008481448203,-0.0003679932565956133,0.018268467037331208,0.01802981466559226,0.00023865237173894757,0.15043290043290045,39.68756900574058,0.015077858807607338
4533,8,2,6,0,0,0,8,2,6,0.018125824901011875,0.01849457653117125,-0.00036875163015937656,0.01827572506952721,0.01803344751158573,0.0002422775579414803,0.15043290043290045,39.69484608280415,0.015450503902251325
4534,11,3,8,0,0,0,11,3,8,0.018121041520056294,0.018491334925399294,-0.00037029340534299945,0.018253968253968248,0.018038899526352913,0.00021506872761533485,0.15043290043290045,39.702743587303964,0.01580950183319636
4535,7,1,6,0,0,0,7,1,6,0.018119447620723015,0.018488904466691495,-0.00036945684596847994,0.018261214767764978,0.018047993547086104,0.00021322122067887403,0.15043290043290045,39.71123808039616,0.016154442643667045
4536,8,1,7,0,0,0,8,1,7,0.018117854001759012,0.01848606973891712,-0.000368215737158107,0.018268467037331208,0.018053454362077656,0.00021501267525355153,0.15043290043290045,39.720279611978974,0.016482610153339496
4537,8,1,7,0,0,0,8,1,7,0.018116260663090314,0.01848323588025316,-0.0003669752171628453,0.018261214767764978,0.018055275368166226,0.00020593939959875213,0.15043290043290045,39.729845262376095,0.01679625547530468
4538,11,1,10,0,0,0,11,1,10,0.01811466760464298,0.018479189017581502,-0.00036452141293852325,0.018268467037331208,0.018055275368166226,0.00021319166916498183,0.15043290043290045,39.739890376817435,0.017093126830161162
4539,9,0,9,0,0,0,9,0,9,0.01811466760464298,0.018475548356026442,-0.0003608807513834633,0.018297533810660297,0.01805163372327551,0.0002459000873847872,0.15043290043290045,39.75042302328292,0.01737787707336491
4540,5,0,5,0,0,0,5,0,5,0.01811466760464298,0.01847352638606168,-0.0003588587814187007,0.018333997608609,0.01806074059126223,0.0002732570173467723,0.15043290043290045,39.76140973725467,0.01764644576392519
4541,10,6,4,0,0,0,10,6,4,0.018105115134470027,0.018471909128712438,-0.0003667939942424113,0.018312101910828018,0.0180753307078663,0.00023677120296171708,0.15043290043290045,39.77281922095493,0.017898828557899368
4542,10,3,7,1,0,1,9,3,6,0.018100342676390473,0.018490962405356907,-0.0003906197289664341,0.018312101910828018,0.018183654914637838,0.00012844699619017977,0.15043290043290045,39.784623837795,0.01813517156373664
4543,16,5,11,1,0,1,15,5,10,0.018092394168276828,0.018508390032597518,-0.00041599586432069027,0.018290258449304167,0.01828467521971916,5.583229585007232e-06,0.15043290043290045,39.796781387175265,0.01835394569033477
4544,16,5,11,1,0,1,15,5,10,0.018084452638047577,0.01852580927384077,-0.0004413566357931928,0.018268467037331208,0.018398706025070762,-0.0001302389877395546,0.15043290043290045,39.809273375541615,0.01855717709948492
4545,12,3,9,0,0,0,12,3,9,0.018079691065473052,0.018522163178726847,-0.00044247211325379454,0.01787842669845053,0.018394986860723668,-0.0005165601622731386,0.15043290043290045,39.82205681677141,0.01874244258438183
4546,17,0,17,0,0,0,17,0,17,0.018079691065473052,0.018515280024483015,-0.00043558895900996236,0.017885532591414937,0.018387553041018384,-0.0005020204496034471,0.15043290043290045,39.83511721515913,0.018912236236464167
4547,17,1,16,0,0,0,17,1,16,0.018078104431768317,0.018508806433285258,-0.0004307020015169409,0.017914012738853496,0.018378269211350093,-0.0004642564724965971,0.15043290043290045,39.848445939714736,0.01906697122164879
4548,10,1,9,0,0,0,10,1,9,0.018076518076518073,0.018505167027156932,-0.0004286489506388595,0.017935432443204457,0.018387553041018384,-0.00045212059781392713,0.15043290043290045,39.86201239512271,0.019204497058454274
4549,8,2,6,0,0,0,8,2,6,0.018073346201087907,0.018502741551434127,-0.00042939535034621987,0.017928286852589636,0.018387553041018384,-0.00045926618842874814,0.15043290043290045,39.875764275935445,0.019322698733783682
4550,8,2,6,0,0,0,8,2,6,0.01807017543859649,0.018500316711443112,-0.00043014127284662224,0.017928286852589636,0.018391269199676635,-0.0004629823470869987,0.15043290043290045,39.88967106256433,0.01942350067790969
4551,8,2,6,0,0,0,8,2,6,0.018067005788458164,0.01849789250693398,-0.0004308867184758154,0.01792114695340501,0.018398706025070762,-0.0004775590716657521,0.15043290043290045,39.90370468344723,0.01950705091286242
4552,13,1,12,0,0,0,13,1,12,0.018065421380338505,0.018493046003362372,-0.0004276246230238666,0.017935432443204457,0.018290218270008082,-0.0003547858268036254,0.15043290043290045,39.917847565878816,0.01957425621396644
4553,12,1,11,0,0,0,12,1,11,0.018063837250087686,0.018488605605518203,-0.00042476835543051733,0.017935432443204457,0.01829206670035371,-0.0003566342571492548,0.15043290043290045,39.9320872441874,0.01962553785005737
4554,12,3,9,0,0,0,12,3,9,0.01805908652581748,0.01848497413849545,-0.00042588761267797065,0.01794258373205741,0.01829206670035371,-0.00034948296829630243,0.15043290043290045,39.94639653511694,0.019659495009680374
4555,8,2,6,0,0,0,8,2,6,0.018055920764308876,0.018482553952909857,-0.00042663318860098123,0.01794258373205741,0.01828282828282828,-0.00034024455077086985,0.15043290043290045,39.96071906105627,0.019673399088058856
4556,11,2,9,0,0,0,11,2,9,0.018052756112523,0.018478924862553453,-0.000426168750030452,0.017949740725967285,0.018176310209027564,-0.00022656948306027866,0.15043290043290045,39.97503225027334,0.019670366835391015
4557,16,5,11,0,0,0,16,5,11,0.01804484933426769,0.018474491242611295,-0.00042964190834360316,0.01792114695340501,0.018167137666532093,-0.0002459907131270832,0.15043290043290045,39.98930300829807,0.019649425426640842
4558,12,3,9,0,0,0,12,3,9,0.018040108590944914,0.0184708653175157,-0.00043075672657078706,0.01790688420214882,0.018161638583392186,-0.00025475438124336613,0.15043290043290045,40.003483808073824,0.019609252885574413
4559,9,2,7,0,0,0,9,2,7,0.018036949479029854,0.018468046137409242,-0.00043109665837938807,0.017914012738853496,0.018163471241170532,-0.0002494585023170362,0.15043290043290045,40.017559842970265,0.019552905932154235
4560,11,2,9,1,0,1,10,2,8,0.01803379147334325,0.01848622253226369,-0.0004524310589204411,0.01790688420214882,0.018273599192327104,-0.00036671499017828374,0.15043290043290045,40.03149809685755,0.019478740385648334
4561,14,4,10,0,0,0,14,4,10,0.018027478778332016,0.01848219345277015,-0.00045471467443813224,0.017899761336515507,0.018269910164530126,-0.0003701488280146194,0.15043290043290045,40.0452605772299,0.019386349791528458
4562,9,2,7,0,0,0,9,2,7,0.018024324087846703,0.018479374141951232,-0.0004550500541045284,0.017885532591414937,0.01827175449222693,-0.00038622190081199353,0.15043290043290045,40.0588497906389,0.01927955138292931
4563,9,1,8,0,0,0,9,1,8,0.018022747156605422,0.01847615312547661,-0.0004534059688711886,0.01789264413518886,0.018275444264943454,-0.00038280012975459507,0.15043290043290045,40.07223110115453,0.019154988404147092
