sweep_k,sweep_v,mode,seed,final_frac_good,final_frac_bad,first_good_t,first_bad_t,mean_good_domain,mean_bad_domain,n_good_domains,n_bad_domains,out_dir
neg_mem_gain,neg_mem_gain=0.2,v9,1,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00001
neg_mem_gain,neg_mem_gain=0.2,v9,2,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00002
neg_mem_gain,neg_mem_gain=0.2,v9,3,0.0,1.0,2,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00003
neg_mem_gain,neg_mem_gain=0.2,v9,4,0.0,1.0,2,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00004
neg_mem_gain,neg_mem_gain=0.2,v9,5,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00005
neg_mem_gain,neg_mem_gain=0.2,v9,6,0.0,1.0,3,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00006
neg_mem_gain,neg_mem_gain=0.2,v9,7,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00007
neg_mem_gain,neg_mem_gain=0.2,v9,8,0.0,1.0,3,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00008
neg_mem_gain,neg_mem_gain=0.2,v9,9,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00009
neg_mem_gain,neg_mem_gain=0.2,v9,10,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00010
neg_mem_gain,neg_mem_gain=0.2,v9,11,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00011
neg_mem_gain,neg_mem_gain=0.2,v9,12,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00012
neg_mem_gain,neg_mem_gain=0.2,v9,13,0.0,1.0,2,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00013
neg_mem_gain,neg_mem_gain=0.2,v9,14,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00014
neg_mem_gain,neg_mem_gain=0.2,v9,15,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00015
neg_mem_gain,neg_mem_gain=0.2,v9,16,0.0,1.0,3,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00016
neg_mem_gain,neg_mem_gain=0.2,v9,17,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00017
neg_mem_gain,neg_mem_gain=0.2,v9,18,0.0,1.0,3,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00018
neg_mem_gain,neg_mem_gain=0.2,v9,19,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\v9\seed_00019
neg_mem_gain,neg_mem_gain=0.2,baseline,0,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00000
neg_mem_gain,neg_mem_gain=0.2,baseline,1,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00001
neg_mem_gain,neg_mem_gain=0.2,baseline,2,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00002
neg_mem_gain,neg_mem_gain=0.2,baseline,3,0.0,1.0,2,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00003
neg_mem_gain,neg_mem_gain=0.2,baseline,4,0.0,1.0,2,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00004
neg_mem_gain,neg_mem_gain=0.2,baseline,5,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00005
neg_mem_gain,neg_mem_gain=0.2,baseline,6,0.0,1.0,3,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00006
neg_mem_gain,neg_mem_gain=0.2,baseline,7,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00007
neg_mem_gain,neg_mem_gain=0.2,baseline,8,0.0,1.0,3,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00008
neg_mem_gain,neg_mem_gain=0.2,baseline,9,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00009
neg_mem_gain,neg_mem_gain=0.2,baseline,10,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00010
neg_mem_gain,neg_mem_gain=0.2,baseline,11,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00011
neg_mem_gain,neg_mem_gain=0.2,baseline,12,0.0,1.0,1,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00012
neg_mem_gain,neg_mem_gain=0.2,baseline,13,0.0,1.0,2,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00013
neg_mem_gain,neg_mem_gain=0.2,baseline,14,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00014
neg_mem_gain,neg_mem_gain=0.2,baseline,15,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00015
neg_mem_gain,neg_mem_gain=0.2,baseline,16,0.0,1.0,3,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00016
neg_mem_gain,neg_mem_gain=0.2,baseline,17,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00017
neg_mem_gain,neg_mem_gain=0.2,baseline,18,0.0,1.0,3,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00018
neg_mem_gain,neg_mem_gain=0.2,baseline,19,0.0,1.0,0,0,nan,2472.0,0,1,hsf_out\20260211_190341_L80_T1200_drvF0p2_A0p35_w0p03_negmem_nm0p05_nb0p_90f033b217\seed_runs\neg_mem_ga_neg_mem_gain=0_ce2b35\baseline\seed_00019
