t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,25,6,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,24,4,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17439293598233996,0.029647932497603016,0.002535230266597174
2,16,1,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16114790286975716,0.08319237634847954,0.004611600791549221
3,17,2,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15011037527593818,0.14620698776331945,0.005478205135568455
4,18,5,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22847682119205298,0.21480601150387768,0.005959830464904137
5,25,5,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2108167770419426,0.2862095516934,0.006166172249017903
6,20,4,16,1,0,1,0.0,0.00847457627118637,-0.00847457627118637,0.0,0.00847457627118637,-0.00847457627118637,0.18211920529801323,0.36148360320842776,0.0064471855503477156
7,26,7,19,0,0,0,0.0,0.007299270072992648,-0.007299270072992648,0.0,0.007299270072992648,-0.007299270072992648,0.15011037527593818,0.43860897220339257,0.006620060468028767
8,31,3,28,0,0,0,0.0,0.006060606060606024,-0.006060606060606024,0.0,0.006060606060606024,-0.006060606060606024,0.18432671081677704,0.51805998739351,0.006719419104148415
9,14,2,12,0,0,0,0.0,0.005649717514124262,-0.005649717514124262,0.0,0.005649717514124262,-0.005649717514124262,0.15121412803532008,0.5972210914634818,0.006755177472838863
10,21,5,16,2,0,2,0.0,0.015544041450777122,-0.015544041450777122,0.0,0.015544041450777122,-0.015544041450777122,0.152317880794702,0.669313352486065,0.00621624278378545
11,18,5,13,0,0,0,0.0,0.014563106796116434,-0.014563106796116434,0.0,0.014563106796116434,-0.014563106796116434,0.152317880794702,0.7338392432707018,0.005730901719556772
12,26,3,23,1,0,1,0.0,0.017467248908296866,-0.017467248908296866,0.0,0.017467248908296866,-0.017467248908296866,0.16335540838852097,0.7943159277879223,0.0054044867417485055
13,24,5,19,0,0,0,0.0,0.01612903225806445,-0.01612903225806445,0.0,0.01612903225806445,-0.01612903225806445,0.15011037527593818,0.8531767106115367,0.005416138877159122
14,29,9,20,0,0,0,0.0,0.0149253731343283,-0.0149253731343283,0.0,0.0149253731343283,-0.0149253731343283,0.15121412803532008,0.9082097987756004,0.005159639199113859
15,22,4,18,0,0,0,0.0,0.013986013986013936,-0.013986013986013936,0.0,0.013986013986013936,-0.013986013986013936,0.15011037527593818,0.9615427529383077,0.0050727325313656675
16,14,1,13,0,0,0,0.0,0.013377926421404637,-0.013377926421404637,0.0,0.013377926421404637,-0.013377926421404637,0.15011037527593818,1.0111149758354758,0.004823452660967714
17,21,2,19,2,0,2,0.0,0.018867924528301827,-0.018867924528301827,0.0,0.018867924528301827,-0.018867924528301827,0.1534216335540839,1.0551813739977964,0.004441923666812378
18,20,3,17,1,0,1,0.0,0.020895522388059636,-0.020895522388059636,0.0,0.020895522388059636,-0.020895522388059636,0.15011037527593818,1.09593115511703,0.00421780187282386
19,22,4,18,0,0,0,0.0,0.019830028328611842,-0.019830028328611842,0.0,0.019830028328611842,-0.019830028328611842,0.15011037527593818,1.1338037504240719,0.004055253565285512
20,28,4,24,1,0,1,0.0,0.021220159151193577,-0.021220159151193577,0.0,0.021220159151193577,-0.021220159151193577,0.15011037527593818,1.169528769195115,0.00393739015413783
21,21,7,14,0,0,0,0.0,0.02046035805626593,-0.02046035805626593,0.0,0.02046035805626593,-0.02046035805626593,0.15011037527593818,1.2041893945973314,0.003908365797178978
22,26,9,17,0,0,0,0.0,0.019607843137254853,-0.019607843137254853,0.0,0.019607843137254853,-0.019607843137254853,0.15011037527593818,1.236516944266695,0.00372603238413732
23,21,3,18,0,0,0,0.0,0.01877934272300465,-0.01877934272300465,0.0,0.01877934272300465,-0.01877934272300465,0.15011037527593818,1.2671854335528776,0.0036232583920306673
24,24,5,19,2,0,2,0.0,0.022471910112359498,-0.022471910112359498,0.0,0.022471910112359498,-0.022471910112359498,0.15011037527593818,1.2956285667425766,0.003490568663274475
25,18,3,15,0,0,0,0.0,0.02173913043478256,-0.02173913043478256,0.0,0.02173913043478256,-0.02173913043478256,0.15011037527593818,1.3229945983461975,0.0034508338589367333
26,20,2,18,0,0,0,0.0,0.020920502092050163,-0.020920502092050163,0.0,0.020920502092050163,-0.020920502092050163,0.15011037527593818,1.3502672406593579,0.003493232568671956
27,27,9,18,0,0,0,0.0,0.020161290322580603,-0.020161290322580603,0.0,0.020161290322580603,-0.020161290322580603,0.15011037527593818,1.37610926044767,0.0034032093919795564
28,21,6,15,0,0,0,0.0,0.019569471624266106,-0.019569471624266106,0.0,0.019569471624266106,-0.019569471624266106,0.15011037527593818,1.400963564429823,0.003375770685988778
