bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3734.0,15211.0,0.015532940546331008,0.019065150220235354,-0.0035322096739043452
1,0.39269908169872414,3796.0,15242.0,0.01949420442571127,0.01869833355202729,0.0007958708736839799
2,0.6544984694978735,3700.0,14826.0,0.019189189189189184,0.018683394037501685,0.0005057951516874992
3,0.916297857297023,3713.0,14930.0,0.01669808779962294,0.01841929002009377,-0.0017212022204708272
4,1.1780972450961724,3714.0,15183.0,0.02127086698976844,0.01778304682868998,0.0034878201610784587
5,1.4398966328953218,3907.0,15075.0,0.02073201945226516,0.01704809286898839,0.003683926583276771
6,1.7016960206944711,3710.0,15013.0,0.01805929919137466,0.016519016852061544,0.0015402823393131163
7,1.9634954084936205,3722.0,15167.0,0.020419129500268668,0.016615019450121973,0.0038041100501466953
8,2.22529479629277,3712.0,15006.0,0.0199353448275862,0.017393042782886843,0.0025423020446993586
9,2.4870941840919194,3799.0,15143.0,0.017636220057909973,0.017169649342930724,0.0004665707149792489
10,2.748893571891069,3779.0,14851.0,0.01825879862397459,0.017237896437950304,0.0010209021860242869
11,3.010692959690218,3807.0,14796.0,0.017336485421591802,0.017572316842389833,-0.00023583142079803068
12,3.2724923474893677,3729.0,14638.0,0.019308125502815764,0.016873889875666074,0.0024342356271496897
13,3.534291735288517,3707.0,15010.0,0.020771513353115723,0.018720852764823447,0.0020506605882922753
14,3.7960911230876664,3618.0,14953.0,0.016860143725815364,0.018324082123988495,-0.0014639383981731313
15,4.057890510886816,3771.0,14828.0,0.01776717051180058,0.018545994065281898,-0.0007788235534813177
16,4.319689898685965,3785.0,14763.0,0.017965653896961687,0.018018018018018014,-5.2364121056327345e-05
17,4.581489286485114,3740.0,14996.0,0.021657754010695182,0.018671645772205918,0.0029861082384892643
18,4.843288674284264,3755.0,15077.0,0.019440745672436748,0.016979505206606085,0.002461240465830662
19,5.105088062083413,3676.0,14649.0,0.017954298150163216,0.01849955628370537,-0.0005452581335421529
20,5.3668874498825625,3750.0,14927.0,0.01653333333333333,0.017753064915924162,-0.0012197315825908314
21,5.6286868376817125,3699.0,14877.0,0.015139226818058932,0.01949317738791423,-0.004353950569855297
22,5.890486225480862,3702.0,14962.0,0.015126958400864393,0.01884774762732255,-0.0037207892264581564
23,6.152285613280011,3715.0,14813.0,0.015881561238223416,0.017282117059339765,-0.0014005558211163498
