bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3839.0,15168.0,0.018494399583224793,0.02030590717299578,-0.001811507589770986
1,0.39269908169872414,3765.0,15069.0,0.02071713147410358,0.01824938615701108,0.0024677453170924984
2,0.6544984694978735,3774.0,14994.0,0.016958134605193426,0.017006802721088433,-4.866811589500711e-05
3,0.916297857297023,3708.0,15029.0,0.01914778856526429,0.01876372346796194,0.0003840650973023496
4,1.1780972450961724,3809.0,15086.0,0.018377526909950113,0.01836139467055548,1.6132239394634623e-05
5,1.4398966328953218,3716.0,15008.0,0.022066738428417648,0.018856609808102342,0.0032101286203153057
6,1.7016960206944711,3726.0,15091.0,0.022544283413848627,0.01822278179047114,0.004321501623377487
7,1.9634954084936205,3760.0,15047.0,0.021542553191489358,0.018807735761281315,0.0027348174302080433
8,2.22529479629277,3799.0,15099.0,0.020005264543300864,0.01748460162924697,0.002520662914053895
9,2.4870941840919194,3682.0,15068.0,0.01873981531776208,0.01984337669232811,-0.0011035613745660304
10,2.748893571891069,3752.0,14913.0,0.017057569296375263,0.018507342587004625,-0.0014497732906293623
11,3.010692959690218,3723.0,15112.0,0.018264840182648397,0.016874007411328742,0.0013908327713196555
12,3.2724923474893677,3775.0,14882.0,0.016688741721854302,0.017000403171616715,-0.0003116614497624126
13,3.534291735288517,3847.0,15147.0,0.016116454380036387,0.01855152835544992,-0.002435073975413534
14,3.7960911230876664,3701.0,14793.0,0.015671440151310452,0.01852227404853647,-0.0028508338972260162
15,4.057890510886816,3699.0,14711.0,0.02243849689105163,0.01590646455033648,0.006532032340715151
16,4.319689898685965,3692.0,14764.0,0.017063921993499456,0.0176781360065023,-0.0006142140130028437
17,4.581489286485114,3660.0,14817.0,0.016666666666666663,0.017749881892420865,-0.001083215225754202
18,4.843288674284264,3801.0,15146.0,0.017626940278873977,0.018552753202165585,-0.0009258129232916079
19,5.105088062083413,3660.0,15006.0,0.018032786885245896,0.015260562441689988,0.0027722244435559075
20,5.3668874498825625,3682.0,14955.0,0.017925040738728946,0.018990304246071545,-0.0010652635073425988
21,5.6286868376817125,3662.0,15006.0,0.01802293828509011,0.01839264294282287,-0.0003697046577327591
22,5.890486225480862,3804.0,15096.0,0.014195583596214508,0.017620561738208796,-0.0034249781419942883
23,6.152285613280011,3799.0,15022.0,0.019215583048170566,0.02076953801091732,-0.0015539549627467536
