t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,25,4,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,18,3,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17706237424547283,0.03011389250580179,0.0025876952656094356
2,18,2,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1619718309859155,0.075914235526942,0.003983015971612587
3,19,4,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15492957746478872,0.13368987902065266,0.0050081912573718785
4,27,7,20,1,0,1,0.0,0.011494252873563086,-0.011494252873563086,0.0,0.011494252873563086,-0.011494252873563086,0.2152917505030181,0.19974617738626618,0.005739797316733642
5,20,2,18,1,0,1,0.0,0.019047619047618865,-0.019047619047618865,0.0,0.019047619047618865,-0.019047619047618865,0.1529175050301811,0.2706395309476921,0.006124471132421406
6,24,2,22,1,0,1,0.0,0.023622047244094304,-0.023622047244094304,0.0,0.023622047244094304,-0.023622047244094304,0.15191146881287726,0.34266528248427597,0.006244375354377137
7,17,3,14,0,0,0,0.0,0.0212765957446807,-0.0212765957446807,0.0,0.0212765957446807,-0.0212765957446807,0.15593561368209255,0.4138160134344049,0.006200875777141989
8,31,2,29,0,0,0,0.0,0.017647058823529307,-0.017647058823529307,0.0,0.017647058823529307,-0.017647058823529307,0.158953722334004,0.4818986494642133,0.005935554482238735
9,24,5,19,0,0,0,0.0,0.01587301587301579,-0.01587301587301579,0.0,0.01587301587301579,-0.01587301587301579,0.15090543259557343,0.5520288303235324,0.006167950113782393
10,13,1,12,0,0,0,0.0,0.014925373134328285,-0.014925373134328285,0.0,0.014925373134328285,-0.014925373134328285,0.14989939637826963,0.6193672567631653,0.005982035347668581
11,16,2,14,0,0,0,0.0,0.013953488372092959,-0.013953488372092959,0.0,0.013953488372092959,-0.013953488372092959,0.1529175050301811,0.6806439209726219,0.005498869999806596
12,21,8,13,1,0,1,0.0,0.01754385964912273,-0.01754385964912273,0.0,0.01754385964912273,-0.01754385964912273,0.158953722334004,0.7371242400827237,0.005163262742966917
13,22,8,14,1,0,1,0.0,0.020661157024793302,-0.020661157024793302,0.0,0.020661157024793302,-0.020661157024793302,0.14989939637826963,0.7918396174088611,0.005043362483467784
14,27,9,18,0,0,0,0.0,0.019230769230769156,-0.019230769230769156,0.0,0.019230769230769156,-0.019230769230769156,0.14989939637826963,0.8428745899912126,0.0047539703512171905
15,28,7,21,2,0,2,0.0,0.02491103202846966,-0.02491103202846966,0.0,0.02491103202846966,-0.02491103202846966,0.14989939637826963,0.8920323216345454,0.004609922863561136
16,24,5,19,2,1,1,0.013513513513513332,0.026666666666666575,-0.013153153153153243,0.013513513513513332,0.026666666666666575,-0.013153153153153243,0.14989939637826963,0.9379793486915885,0.004448000419540863
17,22,5,17,0,0,0,0.012658227848101106,0.025236593059936828,-0.012578365211835722,0.012658227848101106,0.025236593059936828,-0.012578365211835722,0.14989939637826963,0.9826853175300823,0.0043649483622914655
18,20,3,17,1,0,1,0.012195121951219363,0.026946107784431055,-0.014750985833211692,0.012195121951219363,0.026946107784431055,-0.014750985833211692,0.15191146881287726,1.0265522888762386,0.004341075266009041
19,28,5,23,0,0,0,0.011494252873563086,0.025210084033613373,-0.013715831160050287,0.011494252873563086,0.025210084033613373,-0.013715831160050287,0.14989939637826963,1.067983852261029,0.004207686328119628
20,27,3,24,0,0,0,0.011111111111110988,0.023622047244094425,-0.012510936132983437,0.011111111111110988,0.023622047244094425,-0.012510936132983437,0.14989939637826963,1.1097664865103214,0.004268696094886658
21,18,0,18,0,0,0,0.011111111111110988,0.022556390977443552,-0.011445279866332564,0.011111111111110988,0.022556390977443552,-0.011445279866332564,0.14989939637826963,1.1505811446376524,0.004239631090237941
22,24,3,21,0,0,0,0.010752688172042895,0.021428571428571377,-0.010675883256528481,0.010752688172042895,0.021428571428571377,-0.010675883256528481,0.14989939637826963,1.1884189440996304,0.004031535590190218
23,16,3,13,0,0,0,0.010416666666666559,0.020785219399538056,-0.010368552732871497,0.010416666666666559,0.020785219399538056,-0.010368552732871497,0.14989939637826963,1.2248558031132937,0.003954901523957001
24,25,6,19,1,0,1,0.009803921568627355,0.022123893805309686,-0.01231997223668233,0.009803921568627355,0.022123893805309686,-0.01231997223668233,0.14989939637826963,1.2575476427250598,0.0036959975764268875
25,22,2,20,1,0,1,0.009615384615384524,0.02330508474576266,-0.013689700130378136,0.009615384615384524,0.02330508474576266,-0.013689700130378136,0.14989939637826963,1.2884219954245613,0.0035801212430200792
