t,total_subsystems,site_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,4,2,2,1,1.0,6.339850002884624,0.0,0.004188790204786391,123.84598939178774,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,4,2,2,1,1.0,6.339850002884624,0.15680255914493224,0.01614908976723489,123.84598939178774,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,4,2,2,1,1.0,6.339850002884624,0.15680255914493224,0.01614908976723489,123.84598939178774,0.0,0.0,1.0,0,0,0,0,0,0,4,0
3,4,2,2,1,1.0,6.339850002884624,0.15680255914493224,0.01614908976723489,123.84598939178774,0.0,0.0,1.0,0,0,0,0,0,0,4,0
4,4,2,2,1,1.0,6.339850002884624,0.15680255914493224,0.01614908976723489,123.84598939178774,0.0,0.0,1.0,0,0,0,0,0,0,4,0
5,4,2,2,1,1.0,6.339850002884624,0.15680255914493224,0.01614908976723489,123.84598939178774,0.0,0.0,1.0,0,0,0,0,0,0,4,0
6,7,3,4,2,1.3333333333333333,11.094737505048093,0.54797959266513,0.6892579196729431,4.352507115802917,0.0,0.0,1.0,1,1,0,0,0,1,6,0
7,9,3,6,3,2.0,14.264662506490405,0.54797959266513,0.6892579196729431,4.352507115802917,0.0,0.0,1.0,0,0,0,0,0,0,6,1
8,9,3,6,3,2.0,14.264662506490405,0.54797959266513,0.6892579196729431,4.352507115802917,0.0,0.0,1.0,0,0,0,0,0,0,6,0
9,9,3,6,3,2.0,14.264662506490405,0.54797959266513,0.6892579196729431,4.352507115802917,0.0,0.0,1.0,0,0,0,0,0,0,6,0
10,9,3,6,3,2.0,14.264662506490405,0.54797959266513,0.6892579196729431,4.352507115802917,0.0,0.0,1.0,0,0,0,0,0,0,6,0
11,9,3,6,3,2.0,14.264662506490405,0.54797959266513,0.6892579196729431,4.352507115802917,0.0,0.0,1.0,0,0,0,0,0,0,6,0
12,12,4,8,4,2.0,19.019550008653873,0.54797959266513,0.6892579196729431,5.803342821070555,0.0,0.0,1.0,1,1,0,0,0,1,8,0
13,12,4,8,4,2.0,19.019550008653873,0.54797959266513,0.6892579196729431,5.803342821070555,0.0,0.0,1.0,0,0,0,0,0,0,8,0
14,14,4,10,5,2.5,22.189475010096185,0.54797959266513,0.6892579196729431,5.803342821070555,0.0,0.0,1.0,0,0,0,0,0,0,8,1
15,17,5,12,6,2.4,26.94436251225965,0.54797959266513,0.6892579196729431,7.254178526338194,0.0,0.0,1.0,1,1,0,0,0,1,10,0
16,17,5,12,6,2.4,26.94436251225965,0.54797959266513,0.6892579196729431,7.254178526338194,0.0,0.0,1.0,1,0,0,1,0,0,10,0
17,21,7,14,7,2.0,33.284212515144276,0.54797959266513,0.6892579196729431,10.155849936873471,0.0,0.0,1.0,2,2,0,0,0,0,14,1
18,23,7,16,8,2.2857142857142856,36.45413751658659,0.54797959266513,0.6892579196729431,10.155849936873471,0.0,0.0,1.0,0,0,0,0,0,0,14,1
19,26,8,18,9,2.25,41.209025018750054,0.54797959266513,0.6892579196729431,11.60668564214111,0.0,0.0,1.0,1,1,0,0,0,1,16,0
20,26,8,18,9,2.25,41.209025018750054,0.54797959266513,0.6892579196729431,11.60668564214111,0.0,0.0,1.0,0,0,0,0,0,0,16,0
21,27,9,18,9,2.0,42.793987519471216,0.54797959266513,0.6892579196729431,13.057521347408748,0.0,0.0,1.0,2,1,0,1,0,0,18,0
22,27,9,18,9,2.0,42.793987519471216,0.54797959266513,0.6892579196729431,13.057521347408748,0.0,0.0,1.0,0,0,0,0,0,0,18,0
23,27,9,18,9,2.0,42.793987519471216,0.54797959266513,0.6892579196729431,13.057521347408748,0.0,0.0,1.0,0,0,0,0,0,0,18,0
24,27,9,18,9,2.0,42.793987519471216,0.54797959266513,0.6892579196729431,13.057521347408748,0.0,0.0,1.0,0,0,0,0,0,0,18,0
