sweep_k,sweep_v,mode,seeds,final_good_mean,final_good_std,final_bad_mean,final_bad_std,first_good_med,first_bad_med,mean_good_domain,mean_bad_domain,delta_good_minus_bad,delta_se,delta_z,baseline_final_good_mean,baseline_final_bad_mean,baseline_delta,baseline_delta_z,delta_improve,z_improve
neg_mem_gain,neg_mem_gain=0p0,v9,20,0.0,0.0,0.8141796875,0.006574017735750882,8.0,0.0,nan,4578.166666666666,-0.8141796875,0.001469995054242822,-553.8655964522104,0.0,0.814453125,-0.814453125,-563.2775195469105,0.00027343749999997335,9.411923094700114
neg_mem_gain,neg_mem_gain=0p02,v9,20,0.0,0.0,0.8140859375,0.00653921208681007,8.0,0.0,nan,4577.741666666667,-0.8140859375,0.0014622122745395572,-556.7494895748645,0.0,0.814453125,-0.814453125,-563.2775195469105,0.0003671874999999769,6.528029972046056
neg_mem_gain,neg_mem_gain=0p05,v9,20,0.0,0.0,0.814015625,0.006588509703653144,8.0,0.0,nan,4577.4,-0.814015625,0.0014732355567785424,-552.5359615810327,0.0,0.814453125,-0.814453125,-563.2775195469105,0.00043749999999997957,10.74155796587786
neg_mem_gain,neg_mem_gain=0p1,v9,20,0.0,0.0,0.8139765625,0.0065657250455816215,8.0,0.0,nan,4577.3,-0.8139765625,0.001468140752349341,-554.4267885742306,0.0,0.814453125,-0.814453125,-563.2775195469105,0.00047656250000005507,8.850730972679912
neg_mem_gain,neg_mem_gain=0p2,v9,20,0.0,0.0,0.8139218749999999,0.006593539532684935,8.0,0.0,nan,4577.1,-0.8139218749999999,0.001474360260741571,-552.0508770296176,0.0,0.814453125,-0.814453125,-563.2775195469105,0.0005312500000000941,11.22664251729293
