deg,valid_vB_fraction,vB_mean,vB_std,vB_ci_lo,vB_ci_hi,fit_r2_mean
8,0.45,-1.3326570166455013e-05,4.435420472323135e-05,-4.097897830288131e-05,1.5855559055923882e-05,0.0015401759168713767
