run_tag,active_dim,eta_AX,eta_XY,eta_YB,omega_site,n_cases,score_mean,score_std,best_capture_ratio_mean,best_capture_ratio_std,best_damage_active_power_mean,best_damage_active_power_std,best_leakage_gain_mean,best_leakage_gain_std,best_W_relational_mean,best_W_relational_std
dim1,1,0.85,0.85,0.85,0.35,3,561.4785626206344,761.2528511960041,0.1738946078946758,0.020501568716526357,0.00026019928331527637,4.451301387158994e-05,557.2742138776829,761.2545704260577,1.9281496639394458,0.022964398660577492
dim2,2,0.85,0.85,0.85,0.35,3,17.97220516871078,16.918186841173128,0.8718105680149042,0.03204476168604717,0.0011767658587994588,0.0005549771572029365,12.37110793894328,16.83696282820422,1.9281496639394458,0.022964398660577492
dim3,3,0.85,0.85,0.85,0.35,3,5.975142176777647,0.1379108452664302,0.9700470562987303,0.006451565958537844,0.0009108490084934229,0.00032310537123333093,0.1778378872928008,0.08485167366835783,1.9281496639394458,0.022964398660577492
eta0p6,1,0.6,0.6,0.6,0.35,3,14.645878454989521,5.790710002515083,0.18577512678735947,0.024744532246115426,0.00010995856423455949,2.5383481535510025e-05,10.421677459549043,5.778031076669788,1.926270391650762,0.023929845162500817
eta0p85,1,0.85,0.85,0.85,0.35,3,561.4785626206344,761.2528511960041,0.1738946078946758,0.020501568716526357,0.00026019928331527637,4.451301387158994e-05,557.2742138776829,761.2545704260577,1.9281496639394458,0.022964398660577492
eta1p0,1,1.0,1.0,1.0,0.35,3,17.233467343265247,6.247287884335451,0.16989292612162304,0.022965044012993124,0.00031379358127910627,2.508614372388453e-05,13.037553384689028,6.248179395866965,1.927907156375847,0.02257002788705998
om0p2,1,0.85,0.85,0.85,0.2,3,564.2423585127332,766.2862345298057,0.15785036821730286,0.020854060804556228,0.00022939694723069577,4.25918451577243e-05,560.0669322440572,766.2892101247207,1.929748067647114,0.02197345236055243
om0p35,1,0.85,0.85,0.85,0.35,3,561.4785626206344,761.2528511960041,0.1738946078946758,0.020501568716526357,0.00026019928331527637,4.451301387158994e-05,557.2742138776829,761.2545704260577,1.9281496639394458,0.022964398660577492
om0p5,1,0.85,0.85,0.85,0.5,3,559.0732879520629,756.5864755121411,0.1899343591673115,0.019994711275058436,0.00029144007290672847,4.690663308981553e-05,554.8405567029373,756.5864465701562,1.9262855453590528,0.0240328805368153
