run_tag,active_dim,eta_AX,eta_XY,eta_YB,omega_site,n_cases,score_mean,score_std,best_capture_ratio_mean,best_capture_ratio_std,best_damage_active_power_mean,best_damage_active_power_std,best_leakage_gain_mean,best_leakage_gain_std,best_W_relational_mean,best_W_relational_std
dim1,1,0.85,0.85,0.85,0.35,3,561.4785626206344,761.2528511960041,0.1738946078946758,0.020501568716526357,0.00026019928331527637,4.451301387158994e-05,557.2742138776829,761.2545704260577,1.9281496639394458,0.022964398660577492
dim2,2,0.85,0.85,0.85,0.35,3,17.97220516871078,16.918186841173128,0.8718105680149042,0.03204476168604717,0.0011767658587994588,0.0005549771572029365,12.37110793894328,16.83696282820422,1.9281496639394458,0.022964398660577492
dim3,3,0.85,0.85,0.85,0.35,3,5.975142176777647,0.1379108452664302,0.9700470562987303,0.006451565958537844,0.0009108490084934229,0.00032310537123333093,0.1778378872928008,0.08485167366835783,1.9281496639394458,0.022964398660577492
