run_tag,active_dim,eta_AX,eta_XY,eta_YB,omega_site,n_cases,score_mean,score_std,best_capture_ratio_mean,best_capture_ratio_std,best_damage_active_power_mean,best_damage_active_power_std,best_leakage_gain_mean,best_leakage_gain_std,best_W_relational_mean,best_W_relational_std
eta0p6,1,0.6,0.6,0.6,0.35,3,14.645878454989521,5.790710002515083,0.18577512678735947,0.024744532246115426,0.00010995856423455949,2.5383481535510025e-05,10.421677459549043,5.778031076669788,1.926270391650762,0.023929845162500817
eta0p85,1,0.85,0.85,0.85,0.35,3,561.4785626206344,761.2528511960041,0.1738946078946758,0.020501568716526357,0.00026019928331527637,4.451301387158994e-05,557.2742138776829,761.2545704260577,1.9281496639394458,0.022964398660577492
eta1p0,1,1.0,1.0,1.0,0.35,3,17.233467343265247,6.247287884335451,0.16989292612162304,0.022965044012993124,0.00031379358127910627,2.508614372388453e-05,13.037553384689028,6.248179395866965,1.927907156375847,0.02257002788705998
