bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3820.0,15046.0,0.020418848167539264,0.020337631264123354,8.121690341591006e-05
1,0.39269908169872414,3764.0,14913.0,0.01965993623804463,0.016763897270837522,0.002896038967207106
2,0.6544984694978735,3808.0,15007.0,0.019432773109243694,0.018924501899113745,0.0005082712101299493
3,0.916297857297023,3831.0,15019.0,0.01853302009919081,0.017777481856315332,0.0007555382428754767
4,1.1780972450961724,3637.0,15018.0,0.018696728072587293,0.015248368624317483,0.00344835944826981
5,1.4398966328953218,3856.0,14870.0,0.01893153526970954,0.017753866845998653,0.0011776684237108856
6,1.7016960206944711,3819.0,15085.0,0.017543859649122803,0.018495193901226382,-0.0009513342521035792
7,1.9634954084936205,3715.0,15372.0,0.018034993270524893,0.019190736403851157,-0.001155743133326264
8,2.22529479629277,3795.0,15043.0,0.015810276679841893,0.017882071395333377,-0.002071794715491484
9,2.4870941840919194,3813.0,15115.0,0.01626016260162601,0.01700297717499173,-0.0007428145733657174
10,2.748893571891069,3939.0,15149.0,0.018024879411018022,0.01967126543006139,-0.0016463860190433673
11,3.010692959690218,3869.0,14842.0,0.01938485396743344,0.017719983829672548,0.0016648701377608918
12,3.2724923474893677,3748.0,14974.0,0.019743863393810027,0.01783090690530252,0.0019129564885075057
13,3.534291735288517,3700.0,14808.0,0.01486486486486486,0.019516477579686654,-0.004651612714821793
14,3.7960911230876664,3768.0,14808.0,0.013269639065817407,0.017287952458130737,-0.00401831339231333
15,4.057890510886816,3729.0,15031.0,0.013944757307589163,0.016898409952764284,-0.002953652645175121
16,4.319689898685965,3753.0,14824.0,0.016786570743405272,0.018011332973556393,-0.0012247622301511212
17,4.581489286485114,3673.0,15048.0,0.014429621562755237,0.01761031366294524,-0.0031806921001900027
18,4.843288674284264,3691.0,14846.0,0.016797615822270382,0.019466522969149937,-0.0026689071468795553
19,5.105088062083413,3806.0,14898.0,0.015501839201261162,0.017384883877030473,-0.0018830446757693107
20,5.3668874498825625,3668.0,14864.0,0.015539803707742635,0.018837459634015067,-0.003297655926272432
21,5.6286868376817125,3617.0,15150.0,0.017141277301631182,0.016897689768976897,0.00024358753265428523
22,5.890486225480862,3761.0,14866.0,0.016750864131879817,0.017758643885376024,-0.0010077797534962067
23,6.152285613280011,3710.0,15012.0,0.016981132075471694,0.01625366373567812,0.0007274683397935737
