t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,22,5,17,1,0,1,0.0,0.05882352941176125,-0.05882352941176125,0.0,0.05882352941176125,-0.05882352941176125,1.0,0.0,0.0
1,27,4,23,1,0,1,0.0,0.04999999999999875,-0.04999999999999875,0.0,0.04999999999999875,-0.04999999999999875,0.1721132897603486,0.023957177974858797,0.0020784781185391415
2,19,5,14,0,0,0,0.0,0.03703703703703635,-0.03703703703703635,0.0,0.03703703703703635,-0.03703703703703635,0.23638344226579522,0.07134479841745876,0.004131218330592336
3,17,3,14,0,0,0,0.0,0.029411764705881922,-0.029411764705881922,0.0,0.029411764705881922,-0.029411764705881922,0.2167755991285403,0.1291247821425442,0.005050595830053921
4,16,2,14,0,0,0,0.0,0.024390243902438727,-0.024390243902438727,0.0,0.024390243902438727,-0.024390243902438727,0.20043572984749455,0.19341143357296992,0.005627438348952048
5,29,6,23,1,0,1,0.0,0.0285714285714283,-0.0285714285714283,0.0,0.0285714285714283,-0.0285714285714283,0.18845315904139434,0.2637837404635686,0.006143616324495572
6,18,4,14,1,0,1,0.0,0.03361344537815098,-0.03361344537815098,0.0,0.03361344537815098,-0.03361344537815098,0.19825708061002179,0.34114907055016924,0.006795295857404877
7,17,2,15,0,0,0,0.0,0.029850746268656494,-0.029850746268656494,0.0,0.029850746268656494,-0.029850746268656494,0.15577342047930284,0.41535639487646336,0.00652702709655324
8,23,2,21,0,0,0,0.0,0.02580645161290306,-0.02580645161290306,0.0,0.02580645161290306,-0.02580645161290306,0.15250544662309368,0.48400440307656917,0.0060806670988603735
9,21,7,14,0,0,0,0.0,0.0236686390532543,-0.0236686390532543,0.0,0.0236686390532543,-0.0236686390532543,0.15904139433551198,0.5525451320950643,0.006126630605851222
10,34,8,26,0,0,0,0.0,0.02051282051282041,-0.02051282051282041,0.0,0.02051282051282041,-0.02051282051282041,0.1786492374727669,0.6154336610388728,0.0057015865963073635
11,28,6,22,1,1,0,0.018518518518518174,0.01843317972350222,8.533879501595315e-05,0.018518518518518174,0.01843317972350222,8.533879501595315e-05,0.1514161220043573,0.6819971531891416,0.006076447496969028
12,15,1,14,0,0,0,0.01818181818181785,0.017316017316017243,0.0008658008658006082,0.01818181818181785,0.017316017316017243,0.0008658008658006082,0.1503267973856209,0.7464004980654201,0.005895634245265855
13,23,4,19,1,0,1,0.016949152542372593,0.01999999999999992,-0.0030508474576273273,0.016949152542372593,0.01999999999999992,-0.0030508474576273273,0.1503267973856209,0.8055960724077964,0.005513740868997557
14,17,4,13,1,0,1,0.01587301587301562,0.022813688212927667,-0.006940672339912048,0.01587301587301562,0.022813688212927667,-0.006940672339912048,0.1514161220043573,0.862686801182498,0.005379358549102226
15,25,4,21,0,0,0,0.014925373134328136,0.021126760563380205,-0.006201387429052069,0.014925373134328136,0.021126760563380205,-0.006201387429052069,0.1503267973856209,0.9145977066860943,0.005029637578755178
16,24,6,18,0,0,0,0.013698630136986115,0.019867549668874104,-0.006168919531887989,0.013698630136986115,0.019867549668874104,-0.006168919531887989,0.1514161220043573,0.9640028644109794,0.0049070105702394935
17,28,4,24,0,0,0,0.01298701298701282,0.018404907975460065,-0.005417894988447245,0.01298701298701282,0.018404907975460065,-0.005417894988447245,0.1503267973856209,1.009480935805606,0.004595584129745429
18,25,8,17,2,2,0,0.035294117647058414,0.01749271137026234,0.017801406276796074,0.035294117647058414,0.01749271137026234,0.017801406276796074,0.1514161220043573,1.0518617049072108,0.004394600969316833
19,18,3,15,0,0,0,0.03409090909090871,0.0167597765363128,0.017331132554595906,0.03409090909090871,0.0167597765363128,0.017331132554595906,0.1503267973856209,1.0934721105754994,0.004374916310590241
20,18,6,12,1,0,1,0.03191489361702094,0.018918918918918868,0.012995974698102073,0.03191489361702094,0.018918918918918868,0.012995974698102073,0.1503267973856209,1.1316783958704877,0.004090236932396339
21,26,7,19,1,0,1,0.02970297029702941,0.020565552699228738,0.009137417597800672,0.02970297029702941,0.020565552699228738,0.009137417597800672,0.1503267973856209,1.1673316856924236,0.003936621332490439
22,19,7,12,0,0,0,0.027777777777777523,0.01995012468827925,0.007827653089498274,0.027777777777777523,0.01995012468827925,0.007827653089498274,0.15250544662309368,1.2005184692676287,0.003756479730493765
23,28,3,25,2,1,1,0.03603603603603572,0.02112676056338023,0.014909275472655487,0.03603603603603572,0.02112676056338023,0.014909275472655487,0.1503267973856209,1.2321953173898648,0.003714929513195975
24,16,5,11,0,0,0,0.034482758620689356,0.02059496567505716,0.013887792945632197,0.034482758620689356,0.02059496567505716,0.013887792945632197,0.1503267973856209,1.2634298357058453,0.0037285999532086613
25,27,9,18,1,0,1,0.031999999999999744,0.021978021978021928,0.010021978021977816,0.031999999999999744,0.021978021978021928,0.010021978021977816,0.1503267973856209,1.2933303368164997,0.003652983278017428
26,19,4,15,1,0,1,0.031007751937984256,0.023404255319148887,0.00760349661883537,0.031007751937984256,0.023404255319148887,0.00760349661883537,0.1503267973856209,1.3225473379295094,0.003623980234899217
27,20,10,10,0,0,0,0.02877697841726598,0.022916666666666616,0.005860311750599364,0.02877697841726598,0.022916666666666616,0.005860311750599364,0.1503267973856209,1.3508502803922986,0.003599180078423973
28,26,7,19,0,0,0,0.027397260273972417,0.02204408817635266,0.005353172097619756,0.027397260273972417,0.02204408817635266,0.005353172097619756,0.1503267973856209,1.3780112257990198,0.0035396490926851974
29,25,4,21,0,0,0,0.02666666666666649,0.021153846153846113,0.005512820512820378,0.02666666666666649,0.021153846153846113,0.005512820512820378,0.1503267973856209,1.4038173647008263,0.003472774721211732
30,27,4,23,1,1,0,0.032467532467532256,0.020257826887661104,0.012209705579871152,0.032467532467532256,0.020257826887661104,0.012209705579871152,0.1503267973856209,1.4287817891617953,0.003447057755447282
31,17,3,14,1,0,1,0.03184713375796158,0.021543985637342868,0.010303148120618714,0.03184713375796158,0.021543985637342868,0.010303148120618714,0.1503267973856209,1.4526228515314692,0.0033999539409828665
32,20,4,16,0,0,0,0.03105590062111782,0.020942408376963314,0.010113492244154507,0.03105590062111782,0.020942408376963314,0.010113492244154507,0.1503267973856209,1.4755761502174325,0.003350521573356104
33,16,4,12,0,0,0,0.03030303030303012,0.020512820512820478,0.009790209790209642,0.03030303030303012,0.020512820512820478,0.009790209790209642,0.1503267973856209,1.4977963499716491,0.0033137750226481734
34,22,4,18,0,0,0,0.029585798816567872,0.019900497512437776,0.009685301304130096,0.029585798816567872,0.019900497512437776,0.009685301304130096,0.1503267973856209,1.5188337450962457,0.0032501475058525427
35,20,5,15,0,0,0,0.028735632183907883,0.019417475728155307,0.009318156455752576,0.028735632183907883,0.019417475728155307,0.009318156455752576,0.1503267973856209,1.5392990601583603,0.003225969096603195
36,16,2,14,0,0,0,0.02840909090909075,0.018987341772151868,0.00942174913693888,0.02840909090909075,0.018987341772151868,0.00942174913693888,0.1503267973856209,1.5588679857310581,0.003179319171869001
37,20,2,18,0,0,0,0.02808988764044928,0.018461538461538432,0.00962834917891085,0.02808988764044928,0.018461538461538432,0.00962834917891085,0.1503267973856209,1.5774719050775472,0.0031222845015398287
38,20,6,14,0,0,0,0.027173913043478114,0.018072289156626477,0.009101623886851637,0.027173913043478114,0.018072289156626477,0.009101623886851637,0.1503267973856209,1.5948948990399845,0.0030482912244792167
39,14,1,13,0,0,0,0.027027027027026883,0.017725258493353,0.009301768533673881,0.027027027027026883,0.017725258493353,0.009301768533673881,0.1503267973856209,1.6122735160408657,0.003065479212165845
40,21,2,19,0,0,0,0.02673796791443836,0.017241379310344803,0.009496588604093557,0.02673796791443836,0.017241379310344803,0.009496588604093557,0.1503267973856209,1.6289875246644627,0.003027715143108313
41,18,2,16,1,0,1,0.026455026455026315,0.01825842696629211,0.008196599488734205,0.026455026455026315,0.01825842696629211,0.008196599488734205,0.1503267973856209,1.6453642447831272,0.003019234891342504
42,18,3,15,0,0,0,0.026041666666666533,0.01788170563961483,0.008159961027051701,0.026041666666666533,0.01788170563961483,0.008159961027051701,0.1503267973856209,1.6619161585044206,0.003053788954008737
43,18,1,17,0,0,0,0.025906735751295203,0.01747311827956987,0.008433617471725333,0.025906735751295203,0.01747311827956987,0.008433617471725333,0.1503267973856209,1.6782009082433795,0.0030472891687306418
44,21,4,17,1,0,1,0.02538071065989835,0.018396846254927702,0.006983864404970647,0.02538071065989835,0.018396846254927702,0.006983864404970647,0.1503267973856209,1.69425682126521,0.0030437996773340363
45,22,2,20,0,0,0,0.02512562814070339,0.017925736235595367,0.007199891905108023,0.02512562814070339,0.017925736235595367,0.007199891905108023,0.1503267973856209,1.709642132464879,0.0029938425513884232
46,13,3,10,1,0,1,0.024752475247524632,0.01896333754740832,0.005789137700116312,0.024752475247524632,0.01896333754740832,0.005789137700116312,0.1503267973856209,1.7252739860387467,0.003029751673622283
47,25,1,24,1,1,0,0.029556650246305275,0.0184049079754601,0.011151742270845175,0.029556650246305275,0.0184049079754601,0.011151742270845175,0.1503267973856209,1.7409997569636972,0.0030475456906622887
48,24,8,16,0,0,0,0.02843601895734584,0.018050541516245466,0.010385477441100372,0.02843601895734584,0.018050541516245466,0.010385477441100372,0.1503267973856209,1.7565878168895595,0.0030495010719307114
49,23,6,17,0,0,0,0.02764976958525333,0.017688679245282998,0.009961090339970332,0.02764976958525333,0.017688679245282998,0.009961090339970332,0.1503267973856209,1.7714242298817384,0.0029882474504995538
50,25,6,19,1,0,1,0.026905829596412436,0.0184544405997693,0.008451388996643137,0.026905829596412436,0.0184544405997693,0.008451388996643137,0.1503267973856209,1.7860758237390502,0.002979202874436588
51,19,4,15,0,0,0,0.02643171806167389,0.018140589569160977,0.008291128492512914,0.02643171806167389,0.018140589569160977,0.008291128492512914,0.1503267973856209,1.800538138159925,0.0029671815671453833
52,28,5,23,0,0,0,0.02586206896551713,0.017679558011049704,0.008182510954467426,0.02586206896551713,0.017679558011049704,0.008182510954467426,0.1503267973856209,1.8142149880606881,0.0029017249797840972
53,27,5,22,0,0,0,0.025316455696202424,0.01725997842502695,0.008056477271175474,0.025316455696202424,0.01725997842502695,0.008056477271175474,0.1503267973856209,1.8276246337212834,0.0028801832774905246
54,20,3,17,1,0,1,0.024999999999999897,0.018008474576271166,0.006991525423728731,0.024999999999999897,0.018008474576271166,0.006991525423728731,0.1503267973856209,1.8409367231715583,0.0028718323711831376
55,26,5,21,0,0,0,0.02448979591836725,0.01761658031088081,0.006873215607486438,0.02448979591836725,0.01761658031088081,0.006873215607486438,0.1503267973856209,1.8540629633845374,0.0028577131299691843
56,35,11,24,1,0,1,0.023437499999999906,0.018200202224469143,0.005237297775530763,0.023437499999999906,0.018200202224469143,0.005237297775530763,0.1503267973856209,1.8664298173801386,0.00278518242461848
57,26,3,23,1,0,1,0.023166023166023075,0.018774703557312235,0.00439131960871084,0.023166023166023075,0.018774703557312235,0.00439131960871084,0.1503267973856209,1.8785372834343155,0.0027579687239236528
58,20,7,13,0,0,0,0.02255639097744352,0.018536585365853644,0.004019805611589877,0.02255639097744352,0.018536585365853644,0.004019805611589877,0.1503267973856209,1.8905611170483618,0.0027427992307627732
59,26,6,20,0,0,0,0.022058823529411683,0.018181818181818167,0.003877005347593516,0.022058823529411683,0.018181818181818167,0.003877005347593516,0.1503267973856209,1.902205836951403,0.002699670966540636
60,31,8,23,1,1,0,0.024999999999999908,0.01779026217228463,0.007209737827715279,0.024999999999999908,0.01779026217228463,0.007209737827715279,0.1503267973856209,1.9138306161706113,0.0026883690530905427
61,29,7,22,0,0,0,0.02439024390243894,0.017431192660550446,0.006959051241888493,0.02439024390243894,0.017431192660550446,0.006959051241888493,0.1503267973856209,1.9252006127853405,0.0026561295853991048
62,25,4,21,2,0,2,0.02405498281786933,0.018901890189018885,0.005153092628850445,0.02405498281786933,0.018901890189018885,0.005153092628850445,0.1503267973856209,1.9361734452058958,0.0026096159105508934
63,19,7,12,2,1,1,0.026845637583892527,0.01959038290293854,0.007255254680953987,0.026845637583892527,0.01959038290293854,0.007255254680953987,0.1503267973856209,1.9471235996180203,0.00259469843937681
64,25,5,20,0,0,0,0.026402640264026313,0.019247594050743642,0.007155046213282671,0.026402640264026313,0.019247594050743642,0.007155046213282671,0.1503267973856209,1.958068310886771,0.002576749829224793
65,22,6,16,1,0,1,0.025889967637540368,0.019844693701466767,0.006045273936073601,0.025889967637540368,0.019844693701466767,0.006045273936073601,0.1503267973856209,1.9688528320705776,0.0025463735553230117
66,15,4,11,0,0,0,0.02555910543130982,0.019658119658119644,0.005900985773190176,0.02555910543130982,0.019658119658119644,0.005900985773190176,0.1503267973856209,1.9792679317789343,0.0024948098120807153
67,18,2,16,0,0,0,0.025396825396825314,0.019392917369308586,0.006003908027516727,0.025396825396825314,0.019392917369308586,0.006003908027516727,0.1503267973856209,1.9895659817552382,0.0024646930133197676
68,25,6,19,0,0,0,0.024922118380062225,0.019087136929460565,0.00583498145060166,0.024922118380062225,0.019087136929460565,0.00583498145060166,0.1503267973856209,1.9998001989209553,0.002437503766304297
69,22,4,18,0,0,0,0.02461538461538454,0.01880621422730988,0.005809170388074658,0.02461538461538454,0.01880621422730988,0.005809170388074658,0.1503267973856209,2.009824733958476,0.0023978978123708784
70,21,4,17,0,0,0,0.024316109422492325,0.01854838709677418,0.005767722325718146,0.024316109422492325,0.01854838709677418,0.005767722325718146,0.1503267973856209,2.01981643935755,0.0023705759239955404
71,22,2,20,1,0,1,0.024169184290030135,0.019047619047619035,0.0051215652424111,0.024169184290030135,0.019047619047619035,0.0051215652424111,0.1503267973856209,2.0294134740494982,0.002310557515931102
72,20,5,15,2,1,1,0.026785714285714204,0.019607843137254888,0.007177871148459317,0.026785714285714204,0.019607843137254888,0.007177871148459317,0.1503267973856209,2.0387349539701876,0.0022591677103362138
73,24,6,18,1,1,0,0.029239766081871257,0.01933488012374322,0.009904885958128037,0.029239766081871257,0.01933488012374322,0.009904885958128037,0.1503267973856209,2.047780281346232,0.002209470959512761
74,27,6,21,0,0,0,0.028735632183907962,0.01902587519025874,0.009709756993649222,0.028735632183907962,0.01902587519025874,0.009709756993649222,0.1503267973856209,2.0568559743019637,0.002182910502548541
75,25,5,20,0,0,0,0.028328611898016914,0.018740629685157408,0.009587982212859506,0.028328611898016914,0.018740629685157408,0.009587982212859506,0.1503267973856209,2.0659612753029197,0.0021533763381032514
76,24,5,19,0,0,0,0.027932960893854667,0.018477457501847733,0.009455503392006934,0.027932960893854667,0.018477457501847733,0.009455503392006934,0.1503267973856209,2.074830559504652,0.0021032573626345308
77,18,4,14,0,0,0,0.027624309392265116,0.018288222384784187,0.009336087007480929,0.027624309392265116,0.018288222384784187,0.009336087007480929,0.1503267973856209,2.083734343660499,0.002071715176872353
78,23,5,18,1,0,1,0.02724795640326968,0.018772563176895296,0.008475393226374382,0.02724795640326968,0.018772563176895296,0.008475393226374382,0.1503267973856209,2.092420031225575,0.002018600848571197
79,15,2,13,1,0,1,0.027100271002709952,0.01931330472103003,0.007786966281679922,0.027100271002709952,0.01931330472103003,0.007786966281679922,0.1503267973856209,2.1007534558079772,0.0019529106268995908
