t,site_subsystems,total_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,2,4,2,1,1.0,6.339850002884624,0.0,0.031415926535897934,5.77101836071585,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,2,4,2,1,1.0,6.339850002884624,0.3321343805452089,0.34655928555249227,5.77101836071585,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,2,4,2,1,1.0,6.339850002884624,0.3321343805452089,0.34655928555249227,5.77101836071585,0.0,0.0,1.0,0,0,0,0,0,0,4,0
3,2,4,2,1,1.0,6.339850002884624,0.3321343805452089,0.34655928555249227,5.77101836071585,0.0,0.0,1.0,0,0,0,0,0,0,4,0
4,2,4,2,1,1.0,6.339850002884624,0.3321343805452089,0.34655928555249227,5.77101836071585,0.0,0.0,1.0,0,0,0,0,0,0,4,0
5,2,4,2,1,1.0,6.339850002884624,0.3321343805452089,0.34655928555249227,5.77101836071585,0.0,0.0,1.0,0,0,0,0,0,0,4,0
6,3,7,4,2,1.3333333333333333,11.094737505048093,0.9398070347416427,2.77477169540346,1.0811700310226031,0.0,0.0,1.0,1,1,0,0,0,1,6,0
7,3,7,4,2,1.3333333333333333,11.094737505048093,0.9398070347416427,2.77477169540346,1.0811700310226031,0.0,0.0,1.0,0,0,0,0,0,0,6,0
8,3,7,4,2,1.3333333333333333,11.094737505048093,0.9398070347416427,2.77477169540346,1.0811700310226031,0.0,0.0,1.0,0,0,0,0,0,0,6,0
9,3,7,4,2,1.3333333333333333,11.094737505048093,0.9398070347416427,2.77477169540346,1.0811700310226031,0.0,0.0,1.0,0,0,0,0,0,0,6,0
10,3,7,4,2,1.3333333333333333,11.094737505048093,0.9398070347416427,2.77477169540346,1.0811700310226031,0.0,0.0,1.0,0,0,0,0,0,0,6,0
11,3,7,4,2,1.3333333333333333,11.094737505048093,0.9398070347416427,2.77477169540346,1.0811700310226031,0.0,0.0,1.0,0,0,0,0,0,0,6,0
12,3,7,4,2,1.3333333333333333,11.094737505048093,0.9398070347416427,2.77477169540346,1.0811700310226031,0.0,0.0,1.0,0,0,0,0,0,0,6,0
13,4,10,6,3,1.5,15.84962500721156,0.9398070347416427,2.77477169540346,1.4415600413634708,0.0,0.0,1.0,1,1,0,0,0,1,8,0
14,4,10,6,3,1.5,15.84962500721156,0.9398070347416427,2.77477169540346,1.4415600413634708,0.0,0.0,1.0,0,0,0,0,0,0,8,0
15,5,13,8,4,1.6,20.604512509375027,0.9398070347416427,2.77477169540346,1.8019500517043385,0.0,0.0,1.0,1,1,0,0,0,1,10,0
16,5,15,10,5,2.0,23.774437510817343,0.9398070347416427,2.77477169540346,1.8019500517043385,0.0,0.0,1.0,0,0,0,0,0,0,10,1
17,5,15,10,5,2.0,23.774437510817343,0.9398070347416427,2.77477169540346,1.8019500517043385,0.0,0.0,1.0,0,0,0,0,0,0,10,0
18,5,15,10,5,2.0,23.774437510817343,0.9398070347416427,2.77477169540346,1.8019500517043385,0.0,0.0,1.0,0,0,0,0,0,0,10,0
19,7,21,14,7,2.0,33.284212515144276,0.9398070347416427,2.77477169540346,2.522730072386074,0.0,0.0,1.0,2,2,0,0,0,2,14,0
20,8,24,16,8,2.0,38.039100017307746,0.9398070347416427,2.77477169540346,2.8831200827269416,0.0,0.0,1.0,1,1,0,0,0,1,16,0
21,8,24,16,8,2.0,38.039100017307746,0.9398070347416427,2.77477169540346,2.8831200827269416,0.0,0.0,1.0,0,0,0,0,0,0,16,0
22,8,26,18,9,2.25,41.209025018750054,0.9398070347416427,2.77477169540346,2.8831200827269416,0.0,0.0,1.0,0,0,0,0,0,0,16,1
23,9,31,22,11,2.4444444444444446,49.13383752235584,0.9398070347416427,2.77477169540346,3.2435100930678096,0.0,0.0,1.0,1,1,0,0,0,1,18,1
24,9,31,22,11,2.4444444444444446,49.13383752235584,0.9398070347416427,2.77477169540346,3.2435100930678096,0.0,0.0,1.0,0,0,0,0,0,0,18,0
25,9,31,22,11,2.4444444444444446,49.13383752235584,0.9398070347416427,2.77477169540346,3.2435100930678096,0.0,0.0,1.0,0,0,0,0,0,0,18,0
26,9,31,22,11,2.4444444444444446,49.13383752235584,0.9398070347416427,2.77477169540346,3.2435100930678096,0.0,0.0,1.0,1,0,0,1,0,0,18,0
27,9,31,22,11,2.4444444444444446,49.13383752235584,0.9398070347416427,2.77477169540346,3.2435100930678096,0.0,0.0,1.0,0,0,0,0,0,0,18,0
28,9,33,24,12,2.6666666666666665,52.30376252379815,0.9398070347416427,2.77477169540346,3.2435100930678096,0.0,0.0,1.0,1,0,0,1,0,0,18,1
29,9,33,24,12,2.6666666666666665,52.30376252379815,0.9398070347416427,2.77477169540346,3.2435100930678096,0.0,0.0,1.0,0,0,0,0,0,0,18,0
30,10,34,24,12,2.4,53.8887250245193,1.1581120195889902,4.213577737080001,2.3732800541446695,0.0,0.0,1.0,1,1,0,0,0,0,20,0
31,10,34,24,12,2.4,53.8887250245193,1.1581120195889902,4.213577737080001,2.3732800541446695,0.0,0.0,1.0,0,0,0,0,0,0,20,0
32,12,40,28,14,2.3333333333333335,63.39850002884624,1.1581120195889902,4.213577737080001,2.8479360649736036,0.0,0.0,1.0,2,2,0,0,0,2,24,0
33,13,41,28,14,2.1538461538461537,64.98346252956739,1.1581120195889902,4.213577737080001,3.0852640703880705,0.0,0.0,1.0,3,1,0,2,0,0,26,0
34,14,46,32,16,2.2857142857142856,72.90827503317318,1.1581120195889902,4.213577737080001,3.3225920758025373,0.0,0.0,1.0,1,1,0,0,0,1,28,1
35,15,47,32,16,2.1333333333333333,74.49323753389433,1.1581120195889902,4.213577737080001,3.559920081217004,0.0,0.0,1.0,2,1,0,1,0,0,30,0
36,15,47,32,16,2.1333333333333333,74.49323753389433,1.1581120195889902,4.213577737080001,3.559920081217004,0.0,0.0,1.0,0,0,0,0,0,0,30,0
37,15,47,32,16,2.1333333333333333,74.49323753389433,1.1581120195889902,4.213577737080001,3.559920081217004,0.0,0.0,1.0,1,0,0,1,0,0,30,0
38,15,47,32,16,2.1333333333333333,74.49323753389433,1.1581120195889902,4.213577737080001,3.559920081217004,0.0,0.0,1.0,0,0,0,0,0,0,30,0
39,16,50,34,17,2.125,79.2481250360578,1.1581120195889902,4.213577737080001,3.7972480866314715,0.0,0.0,1.0,2,1,0,1,0,1,32,0
40,17,51,34,17,2.0,80.83308753677895,1.1581120195889902,4.213577737080001,4.034576092045938,0.0,0.0,1.0,1,1,0,0,0,0,34,0
41,18,56,38,19,2.111111111111111,88.75790004038474,1.1581120195889902,4.213577737080001,4.271904097460405,0.0,0.0,1.0,1,1,0,0,0,1,36,1
42,19,59,40,20,2.1052631578947367,93.51278754254821,1.6460238158003078,8.51181354957167,2.232191752009901,0.0,0.0,1.0,1,1,0,0,0,1,38,0
43,20,62,42,21,2.1,98.26767504471167,1.6460238158003078,8.51181354957167,2.3496755284314745,0.0,0.0,1.0,3,1,0,2,0,1,40,0
44,22,66,44,22,2.0,104.60752504759631,1.6460238158003078,8.51181354957167,2.584643081274622,0.0,0.0,1.0,3,2,0,1,0,0,44,1
45,23,69,46,23,2.0,109.36241254975977,1.6460238158003078,8.51181354957167,2.702126857696196,0.0,0.0,1.0,1,1,0,0,0,0,46,1
46,23,71,48,24,2.0869565217391304,112.53233755120209,1.6460238158003078,8.51181354957167,2.702126857696196,0.0,0.0,1.0,0,0,0,0,0,0,46,1
47,24,72,48,24,2.0,114.11730005192324,1.6460238158003078,8.51181354957167,2.81961063411777,0.0,0.0,1.0,1,1,0,0,0,0,48,0
48,25,75,50,25,2.0,118.87218755408671,1.6460238158003078,8.51181354957167,2.9370944105393435,0.0,0.0,1.0,1,1,0,0,0,0,50,1
49,27,79,52,26,1.9259259259259258,125.21203755697132,1.6460238158003078,8.51181354957167,3.172061963382491,0.0,0.0,1.0,3,2,0,1,0,1,54,0
50,28,84,56,28,2.0,133.1368500605771,1.6460238158003078,8.51181354957167,3.2895457398040646,0.0,0.0,1.0,2,1,0,1,0,1,56,1
51,28,84,56,28,2.0,133.1368500605771,1.6460238158003078,8.51181354957167,3.2895457398040646,0.0,0.0,1.0,1,0,0,1,0,0,56,0
52,29,85,56,28,1.9310344827586208,134.72181256129826,1.6460238158003078,8.51181354957167,3.4070295162256383,0.0,0.0,1.0,2,1,0,1,0,0,58,0
53,29,85,56,28,1.9310344827586208,134.72181256129826,1.6460238158003078,8.51181354957167,3.4070295162256383,0.0,0.0,1.0,2,0,0,2,0,0,58,0
54,29,85,56,28,1.9310344827586208,134.72181256129826,1.6460238158003078,8.51181354957167,3.4070295162256383,0.0,0.0,1.0,1,0,0,1,0,0,58,0
55,30,90,60,30,2.0,142.64662506490407,1.6460238158003078,8.51181354957167,3.524513292647212,0.0,0.0,1.0,1,1,0,0,0,0,60,2
