t,site_subsystems,total_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,2,4,2,1,1.0,6.339850002884624,0.0,0.031415926535897934,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
3,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
4,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
5,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
6,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
7,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
8,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
9,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
10,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
11,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
12,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
13,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
14,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
15,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
16,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
17,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
18,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
19,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
20,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
21,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
22,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
23,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
24,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
25,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
26,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
27,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
28,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
29,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
30,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
31,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
32,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
33,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
34,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
35,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
36,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
37,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
38,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
39,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
40,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
41,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
42,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
43,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
44,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
45,2,4,2,1,1.0,6.339850002884624,0.35803628260590353,0.4027206983707635,4.966221026361815,0.0,0.0,1.0,0,0,0,0,0,0,4,0
46,3,7,4,2,1.3333333333333333,11.094737505048093,0.7302083351386544,1.67511043750019,1.790926695243435,0.0,0.0,1.0,1,1,0,0,0,1,6,0
47,3,7,4,2,1.3333333333333333,11.094737505048093,0.7302083351386544,1.67511043750019,1.790926695243435,0.0,0.0,1.0,0,0,0,0,0,0,6,0
48,4,10,6,3,1.5,15.84962500721156,0.7302083351386544,1.67511043750019,2.38790226032458,0.0,0.0,1.0,1,1,0,0,0,1,8,0
49,4,10,6,3,1.5,15.84962500721156,0.7302083351386544,1.67511043750019,2.38790226032458,0.0,0.0,1.0,0,0,0,0,0,0,8,0
50,5,13,8,4,1.6,20.604512509375027,0.7302083351386544,1.67511043750019,2.984877825405725,0.0,0.0,1.0,1,1,0,0,0,1,10,0
51,5,13,8,4,1.6,20.604512509375027,0.7302083351386544,1.67511043750019,2.984877825405725,0.0,0.0,1.0,0,0,0,0,0,0,10,0
52,6,16,10,5,1.6666666666666667,25.359400011538497,0.7302083351386544,1.67511043750019,3.58185339048687,0.0,0.0,1.0,1,1,0,0,0,1,12,0
53,8,22,14,7,1.75,34.86917501586544,0.7302083351386544,1.67511043750019,4.77580452064916,0.0,0.0,1.0,2,2,0,0,0,2,16,0
54,8,24,16,8,2.0,38.039100017307746,0.7302083351386544,1.67511043750019,4.77580452064916,0.0,0.0,1.0,0,0,0,0,0,0,16,1
55,8,24,16,8,2.0,38.039100017307746,0.7302083351386544,1.67511043750019,4.77580452064916,0.0,0.0,1.0,0,0,0,0,0,0,16,0
56,8,28,20,10,2.5,44.37895002019237,0.7302083351386544,1.67511043750019,4.77580452064916,0.0,0.0,1.0,0,0,0,0,0,0,16,2
57,10,32,22,11,2.2,50.718800023076994,0.7302083351386544,1.67511043750019,5.96975565081145,0.0,0.0,1.0,3,2,0,1,0,1,20,0
58,10,32,22,11,2.2,50.718800023076994,0.7302083351386544,1.67511043750019,5.96975565081145,0.0,0.0,1.0,1,0,0,1,0,0,20,0
59,11,35,24,12,2.1818181818181817,55.473687525240464,1.1748388747130711,4.33617189238077,2.536799802454432,0.0,0.0,1.0,1,1,0,0,0,1,22,0
60,11,37,26,13,2.3636363636363638,58.64361252668277,1.1748388747130711,4.33617189238077,2.536799802454432,0.0,0.0,1.0,0,0,0,0,0,0,22,1
61,13,43,30,15,2.3076923076923075,68.15338753100971,1.1748388747130711,4.33617189238077,2.99803613017342,0.0,0.0,1.0,3,2,0,1,0,2,26,0
62,13,43,30,15,2.3076923076923075,68.15338753100971,1.1748388747130711,4.33617189238077,2.99803613017342,0.0,0.0,1.0,0,0,0,0,0,0,26,0
63,13,43,30,15,2.3076923076923075,68.15338753100971,1.1748388747130711,4.33617189238077,2.99803613017342,0.0,0.0,1.0,0,0,0,0,0,0,26,0
64,15,47,32,16,2.1333333333333333,74.49323753389433,1.1748388747130711,4.33617189238077,3.4592724578924074,0.0,0.0,1.0,3,2,0,1,0,1,30,0
65,17,53,36,18,2.1176470588235294,84.00301253822127,1.1748388747130711,4.33617189238077,3.9205087856113954,0.0,0.0,1.0,2,2,0,0,0,0,34,2
