bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3875.0,15041.0,0.0152258064516129,0.01702014493717173,-0.0017943384855588305
1,0.39269908169872414,3786.0,14930.0,0.021394611727416794,0.019423978566644337,0.0019706331607724573
2,0.6544984694978735,3747.0,15120.0,0.016012810248198554,0.016534391534391533,-0.0005215812861929792
3,0.916297857297023,3708.0,14916.0,0.017799352750809058,0.017900241351568782,-0.00010088860075972358
4,1.1780972450961724,3705.0,14964.0,0.020242914979757082,0.01837743918738305,0.0018654757923740328
5,1.4398966328953218,3735.0,15008.0,0.018741633199464522,0.01792377398720682,0.0008178592122577016
6,1.7016960206944711,3824.0,15074.0,0.02248953974895397,0.020233514661005703,0.0022560250879482685
7,1.9634954084936205,3695.0,15024.0,0.023274695534506083,0.017838125665601702,0.005436569868904381
8,2.22529479629277,3705.0,14854.0,0.020782726045883937,0.0179076343072573,0.0028750917386266353
9,2.4870941840919194,3749.0,15260.0,0.016271005601493728,0.019266055045871557,-0.0029950494443778293
10,2.748893571891069,3781.0,15152.0,0.019836022216344878,0.018611404435058074,0.0012246177812868034
11,3.010692959690218,3839.0,15047.0,0.016931492576191712,0.020203362796570742,-0.0032718702203790306
12,3.2724923474893677,3712.0,14767.0,0.016702586206896547,0.01767454459267285,-0.0009719583857763017
13,3.534291735288517,3835.0,15047.0,0.016949152542372878,0.016747524423473114,0.00020162811889976387
14,3.7960911230876664,3696.0,14784.0,0.018398268398268393,0.017654220779220776,0.0007440476190476164
15,4.057890510886816,3703.0,14789.0,0.02079395085066162,0.018932990736358103,0.0018609601143035163
16,4.319689898685965,3698.0,14733.0,0.019740400216333148,0.017579583248489784,0.002160816967843364
17,4.581489286485114,3745.0,15006.0,0.015487316421895858,0.020258563241370115,-0.004771246819474257
18,4.843288674284264,3729.0,14958.0,0.017699115044247784,0.020457280385078217,-0.0027581653408304332
19,5.105088062083413,3624.0,15083.0,0.019867549668874166,0.01856394616455612,0.001303603504318046
20,5.3668874498825625,3685.0,14941.0,0.017639077340569874,0.018338799277156814,-0.0006997219365869403
21,5.6286868376817125,3717.0,15043.0,0.013720742534301854,0.017882071395333377,-0.004161328861031523
22,5.890486225480862,3723.0,14825.0,0.016116035455277997,0.017875210792580098,-0.0017591753373021012
23,6.152285613280011,3730.0,14890.0,0.01528150134048257,0.01914036265950302,-0.003858861319020449
