t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,25,4,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,18,3,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17706237424547283,0.03068757459835712,0.002877433696192933
2,18,2,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1619718309859155,0.07724297886698225,0.004364504905214193
3,19,4,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15492957746478872,0.13601234028278547,0.0055104045370499505
4,27,7,20,1,0,1,0.0,0.011494252873563086,-0.011494252873563086,0.0,0.011494252873563086,-0.011494252873563086,0.23742454728370221,0.20212711673463427,0.006210671588378804
5,20,2,18,1,0,1,0.0,0.019047619047618865,-0.019047619047618865,0.0,0.019047619047618865,-0.019047619047618865,0.15995975855130784,0.27244273320889595,0.006631989898588316
6,24,2,22,1,0,1,0.0,0.023622047244094304,-0.023622047244094304,0.0,0.023622047244094304,-0.023622047244094304,0.15191146881287726,0.34318523257335853,0.0066834385390640546
7,17,3,14,0,0,0,0.0,0.0212765957446807,-0.0212765957446807,0.0,0.0212765957446807,-0.0212765957446807,0.15593561368209255,0.4128897586628015,0.006631095683724722
8,31,2,29,0,0,0,0.0,0.017647058823529307,-0.017647058823529307,0.0,0.017647058823529307,-0.017647058823529307,0.1851106639839034,0.47881705979954564,0.0063079846971125135
9,24,5,19,0,0,0,0.0,0.01587301587301579,-0.01587301587301579,0.0,0.01587301587301579,-0.01587301587301579,0.15191146881287726,0.5467767512064272,0.006553237707574529
10,13,1,12,0,0,0,0.0,0.014925373134328285,-0.014925373134328285,0.0,0.014925373134328285,-0.014925373134328285,0.15090543259557343,0.6124590666003693,0.006379292037292026
11,16,2,14,0,0,0,0.0,0.013953488372092959,-0.013953488372092959,0.0,0.013953488372092959,-0.013953488372092959,0.15090543259557343,0.671949668698129,0.005844879234011904
12,21,8,13,1,0,1,0.0,0.01754385964912273,-0.01754385964912273,0.0,0.01754385964912273,-0.01754385964912273,0.14989939637826963,0.72645884518896,0.005454187044207574
13,22,8,14,1,0,1,0.0,0.020661157024793302,-0.020661157024793302,0.0,0.020661157024793302,-0.020661157024793302,0.14989939637826963,0.7795060367784572,0.005374909515406307
14,27,9,18,0,0,0,0.0,0.019230769230769156,-0.019230769230769156,0.0,0.019230769230769156,-0.019230769230769156,0.14989939637826963,0.8290473631144447,0.005080053603779143
15,28,7,21,2,0,2,0.0,0.02491103202846966,-0.02491103202846966,0.0,0.02491103202846966,-0.02491103202846966,0.14989939637826963,0.8770853777366521,0.004969156456033961
16,24,5,19,2,1,1,0.013513513513513332,0.026666666666666575,-0.013153153153153243,0.013513513513513332,0.026666666666666575,-0.013153153153153243,0.14989939637826963,0.9219002754041631,0.004747296128879069
17,22,5,17,0,0,0,0.012658227848101106,0.025236593059936828,-0.012578365211835722,0.012658227848101106,0.025236593059936828,-0.012578365211835722,0.14989939637826963,0.9651714314588862,0.004638416583349767
18,20,3,17,1,0,1,0.012195121951219363,0.026946107784431055,-0.014750985833211692,0.012195121951219363,0.026946107784431055,-0.014750985833211692,0.14989939637826963,1.0072438337553267,0.004573385016191882
