bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3716.0,15142.0,0.014262648008611406,0.0190199445251618,-0.004757296516550394
1,0.39269908169872414,3688.0,15070.0,0.018167028199566157,0.01552753815527538,0.002639490044290777
2,0.6544984694978735,3735.0,14958.0,0.02008032128514056,0.01845166466105094,0.0016286566240896194
3,0.916297857297023,3861.0,15085.0,0.018130018130018126,0.018031156778256546,9.886135176158037e-05
4,1.1780972450961724,3689.0,14948.0,0.01653564651667118,0.018196414236018196,-0.0016607677193470165
5,1.4398966328953218,3699.0,15079.0,0.018113003514463363,0.017375157503813247,0.0007378460106501165
6,1.7016960206944711,3818.0,15176.0,0.019643792561550546,0.017264101212440694,0.002379691349109852
7,1.9634954084936205,3816.0,15070.0,0.022012578616352196,0.0172528201725282,0.004759758443823998
8,2.22529479629277,3605.0,15257.0,0.023023578363384183,0.017500163859212162,0.005523414504172021
9,2.4870941840919194,3738.0,14965.0,0.01685393258426966,0.015569662545940525,0.0012842700383291338
10,2.748893571891069,3838.0,15053.0,0.021886399166232407,0.019796718262140436,0.0020896809040919714
11,3.010692959690218,3803.0,14967.0,0.018932421772285032,0.018975078506046635,-4.265673376160212e-05
12,3.2724923474893677,3700.0,14900.0,0.021621621621621616,0.017181208053691274,0.004440413567930342
13,3.534291735288517,3646.0,14865.0,0.020296215030170043,0.019845274133871507,0.00045094089629853576
14,3.7960911230876664,3733.0,15050.0,0.015001339405304041,0.016744186046511626,-0.0017428466412075846
15,4.057890510886816,3687.0,14731.0,0.019799294819636555,0.018668114859819427,0.001131179959817128
16,4.319689898685965,3721.0,14996.0,0.016930932545014776,0.01847159242464657,-0.0015406598796317943
17,4.581489286485114,3566.0,14800.0,0.021592821088053837,0.017499999999999998,0.0040928210880538385
18,4.843288674284264,3709.0,15163.0,0.01806416823941763,0.016685352502802873,0.0013788157366147573
19,5.105088062083413,3844.0,14818.0,0.021852237252861596,0.01410446753947901,0.0077477697133825855
20,5.3668874498825625,3729.0,15072.0,0.014749262536873153,0.018312101910828025,-0.003562839373954872
21,5.6286868376817125,3840.0,14723.0,0.01380208333333333,0.01664063030632344,-0.0028385469729901094
22,5.890486225480862,3752.0,14982.0,0.018656716417910443,0.017554398611667334,0.001102317806243109
23,6.152285613280011,3843.0,14998.0,0.017174082747853234,0.01860248033071076,-0.001428397582857524
