t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,25,6,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,15,5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17672886937431395,0.030642837201383298,0.002865885243040028
2,24,3,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690450054884742,0.07577116683102866,0.004243923267248351
3,28,6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22722283205268934,0.13878009144336592,0.0059311238779638014
4,24,4,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19758507135016465,0.21550430719776714,0.007200008093942129
5,21,5,16,1,0,1,0.0,0.009259259259259174,-0.009259259259259174,0.0,0.009259259259259174,-0.009259259259259174,0.18551042810098792,0.2974718936127528,0.007719970958421762
6,20,2,18,0,0,0,0.0,0.007936507936507874,-0.007936507936507874,0.0,0.007936507936507874,-0.007936507936507874,0.1756311745334797,0.3750201907270431,0.007277659789935438
7,24,5,19,0,0,0,0.0,0.006896551724137884,-0.006896551724137884,0.0,0.006896551724137884,-0.006896551724137884,0.16794731064763996,0.45034640211184923,0.00708356934493698
8,27,8,19,0,0,0,0.0,0.006097560975609719,-0.006097560975609719,0.0,0.006097560975609719,-0.006097560975609719,0.15916575192096596,0.5219400432532866,0.0067793268747528375
9,25,3,22,0,0,0,0.0,0.005376344086021476,-0.005376344086021476,0.0,0.005376344086021476,-0.005376344086021476,0.15587266739846323,0.593661799953321,0.006822725469296445
10,20,4,16,0,0,0,0.0,0.004950495049504926,-0.004950495049504926,0.0,0.004950495049504926,-0.004950495049504926,0.1712403951701427,0.664047591375444,0.006759982823815506
11,22,3,19,1,1,0,0.018518518518518174,0.004524886877828034,0.01399363164069014,0.018518518518518174,0.004524886877828034,0.01399363164069014,0.15477497255762898,0.727391004406155,0.00614423626741767
12,18,1,17,1,0,1,0.01818181818181785,0.00840336134453778,0.009778456837280071,0.01818181818181785,0.00840336134453778,0.009778456837280071,0.15148188803512624,0.786525587273255,0.005800569384794297
13,21,2,19,1,0,1,0.017543859649122497,0.011673151750972716,0.005870707898149781,0.017543859649122497,0.011673151750972716,0.005870707898149781,0.150384193194292,0.8402877746136722,0.005376346433101366
14,18,6,12,1,1,0,0.03174603174603124,0.011152416356877281,0.020593615389153955,0.03174603174603124,0.011152416356877281,0.020593615389153955,0.150384193194292,0.8885567054955844,0.004941080402231009
15,20,4,16,0,0,0,0.029850746268656272,0.010526315789473646,0.019324430479182628,0.029850746268656272,0.010526315789473646,0.019324430479182628,0.15148188803512624,0.9336452538161032,0.004710821565540978
16,18,2,16,0,0,0,0.028985507246376392,0.00996677740863784,0.01901872983773855,0.028985507246376392,0.00996677740863784,0.01901872983773855,0.150384193194292,0.9768288619280938,0.004573457045128851
17,33,9,24,1,0,1,0.025641025641025314,0.01230769230769227,0.013333333333333044,0.025641025641025314,0.01230769230769227,0.013333333333333044,0.150384193194292,1.016604824286685,0.004305527224183792
18,21,2,19,0,0,0,0.02499999999999969,0.011627906976744151,0.013372093023255538,0.02499999999999969,0.011627906976744151,0.013372093023255538,0.150384193194292,1.0569638758388737,0.004374443491848338
19,20,7,13,0,0,0,0.022988505747126173,0.011204481792717054,0.011784023954409119,0.022988505747126173,0.011204481792717054,0.011784023954409119,0.150384193194292,1.0944021183893944,0.004132633585936539
20,28,4,24,0,0,0,0.021978021978021737,0.010498687664041967,0.01147933431397977,0.021978021978021737,0.010498687664041967,0.01147933431397977,0.150384193194292,1.1302579688490049,0.004032451970425996
21,22,3,19,1,1,0,0.03191489361702094,0.009999999999999974,0.021914893617020967,0.03191489361702094,0.009999999999999974,0.021914893617020967,0.150384193194292,1.165449684868473,0.004018413736001729
