script_version,graph,estimator,N,deg,valid_vB_fraction,vB_mean,vB_std,vB_ci_lo,vB_ci_hi,fit_r2_mean
1.3,grid2d,arrival,4096,4,0.0,nan,nan,nan,nan,nan
