t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step,lambda_in_factor
1386,29,10,19,1,0,1,0.02105598979103525,0.0169020790350738,0.00415391075596145,0.020962047661076785,0.0173908272986614,0.003571220362415386,0.15043290043290045,4.511704661451847,0.001292412791090656,1.0
1387,21,4,17,0,0,0,0.021042563366810135,0.01689068633281789,0.004151877033992245,0.020966674023394388,0.017340723261811995,0.0036259507615823937,0.15043290043290045,4.512832736243073,0.0013333567374196726,1.0
1388,24,8,16,0,0,0,0.02101576182136602,0.01687997781035781,0.004135784011008212,0.020943562610229272,0.017282054095572503,0.0036615085146567694,0.15043290043290045,4.5140251095638995,0.0013706331532323448,1.0
1389,19,1,18,1,0,1,0.021012416427889206,0.016907543060780045,0.004104873367109161,0.020962047661076785,0.017282054095572503,0.0036799935655042817,0.15043290043290045,4.515283024348545,0.0014069456718590122,1.0
1390,28,6,22,0,0,0,0.020992366412213737,0.01689282747161451,0.004099538940599227,0.020948180815876512,0.017276367026819502,0.00367181378905701,0.15043290043290045,4.516598437406802,0.0014420789151248922,1.0
1391,19,6,13,0,0,0,0.020972354623450904,0.016884143930407276,0.004088210693043628,0.0209389464403791,0.017224355458036203,0.0037145909823428983,0.15043290043290045,4.517946342860845,0.0014739957693194912,1.0
1392,22,7,15,0,0,0,0.020949055705443576,0.016874135546334715,0.004074920159108861,0.020929720202687813,0.017226245336844415,0.0037034748658433987,0.15043290043290045,4.519356392752142,0.0015072812184856305,1.0
1393,23,2,21,0,0,0,0.02094240837696335,0.016860143725815367,0.004082264651147981,0.020934332304980163,0.017219632574718948,0.0037146997302612145,0.15043290043290045,4.52080334117022,0.00153738735298772,1.0
1394,37,7,30,1,0,1,0.02091917591125198,0.016879634011673767,0.004039541899578211,0.020925110132158586,0.017265950449462837,0.0036591596826957493,0.15043290043290045,4.52229247757057,0.001566803385025978,1.0
1395,23,6,17,0,0,0,0.02089930335655478,0.016868324597012572,0.004030978759542208,0.020925110132158586,0.017219632574718948,0.0037054775574396383,0.15043290043290045,4.5238547019603885,0.0015977719411490346,1.0
1396,26,9,17,0,0,0,0.020869565217391303,0.016857030326900356,0.0040125348904909465,0.0209020902090209,0.01722152141721055,0.0036805687918103486,0.15043290043290045,4.525465827887466,0.0016252682125343719,1.0
1397,18,5,13,0,0,0,0.020853080568720376,0.016848403731842695,0.00400467683687768,0.0209020902090209,0.01722341067412649,0.0036786795348944107,0.15043290043290045,4.52709597490287,0.0016494196480000816,1.0
1398,19,3,16,0,0,0,0.02084320227380388,0.016837798497187143,0.004005403776616737,0.020686619718309856,0.017116524028966424,0.003570095689343432,0.15043290043290045,4.528766430890248,0.0016739842350962507,1.0
1399,18,0,18,1,0,1,0.02084320227380388,0.016865196367496168,0.003978005906307713,0.020695728753852925,0.017070091662550087,0.003625637091302838,0.15043290043290045,4.530479808326896,0.0016975743748422363,1.0
1400,29,5,24,2,1,1,0.02098453770905648,0.016888574682848278,0.004095963026208203,0.02091589608102157,0.017068217990231054,0.0038476780907905177,0.15043290043290045,4.532211867337975,0.0017182917966159185,1.0
1401,21,5,16,1,0,1,0.02096799621630143,0.016917219452839815,0.004050776763461616,0.020906690140845067,0.01707477764357088,0.003831912497274187,0.15043290043290045,4.53396637386424,0.0017373936997226573,1.0
1402,25,4,21,1,0,1,0.020954781786670866,0.016942505294532905,0.004012276492137961,0.02091129209773277,0.017073840241559154,0.0038374518561736168,0.15043290043290045,4.5357535814355066,0.0017564246180632084,1.0
1403,23,4,19,0,0,0,0.020941584002519286,0.01692988987733668,0.004011694125182607,0.02091129209773277,0.017073840241559154,0.0038374518561736168,0.15043290043290045,4.537581452166323,0.0017746098006247173,1.0
1404,17,4,13,0,0,0,0.020928402832415417,0.01692126909518214,0.004007133737233277,0.020920502092050205,0.017083218895907717,0.003837283196142488,0.15043290043290045,4.539472195409992,0.0017936721111682695,1.0
1405,24,5,19,1,0,1,0.020911949685534587,0.016947825746604563,0.003964123938930024,0.02091129209773277,0.01713814886020324,0.0037731432375295304,0.15043290043290045,4.541384117928393,0.001807896120827606,1.0
