bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3783.0,15278.0,0.01771081152524451,0.0159052231967535,0.0018055883284910125
1,0.39269908169872414,3794.0,15148.0,0.015550869794412225,0.018418273039345127,-0.0028674032449329014
2,0.6544984694978735,3724.0,15050.0,0.02013963480128893,0.018604651162790694,0.001534983638498237
3,0.916297857297023,3742.0,15346.0,0.02030999465526456,0.017398670663365045,0.0029113239918995143
4,1.1780972450961724,3674.0,14999.0,0.016603157321720192,0.01826788452563504,-0.001664727203914848
5,1.4398966328953218,3937.0,15025.0,0.0175260350520701,0.01996672212978369,-0.0024406870777135894
6,1.7016960206944711,3877.0,15330.0,0.020634511220015472,0.017873450750163077,0.0027610604698523958
7,1.9634954084936205,3675.0,15196.0,0.018231292517006798,0.017965254014214265,0.000266038502792533
8,2.22529479629277,3772.0,15158.0,0.020413573700954396,0.016888771605752737,0.0035248020952016595
9,2.4870941840919194,3765.0,15089.0,0.016467463479415665,0.01776128305388031,-0.0012938195744646441
10,2.748893571891069,3794.0,15109.0,0.01607801792303637,0.015355086372360842,0.0007229315506755273
11,3.010692959690218,3828.0,15052.0,0.017502612330198532,0.015878288599521655,0.001624323730676877
12,3.2724923474893677,3689.0,14897.0,0.01978856058552453,0.01825870980734376,0.001529850778180769
13,3.534291735288517,3808.0,14805.0,0.0157563025210084,0.016278284363390745,-0.0005219818423823457
14,3.7960911230876664,3808.0,15022.0,0.016806722689075626,0.018705898016242842,-0.0018991753271672164
15,4.057890510886816,3645.0,14831.0,0.019753086419753083,0.016924010518508528,0.002829075901244555
16,4.319689898685965,3866.0,15024.0,0.018882565959648212,0.01817092651757188,0.0007116394420763304
17,4.581489286485114,3739.0,15076.0,0.019256485691361323,0.01976651631732555,-0.0005100306259642265
18,4.843288674284264,3699.0,14799.0,0.02081643687483103,0.018312048111358874,0.0025043887634721568
19,5.105088062083413,3773.0,14926.0,0.01828783461436522,0.017419268390727587,0.0008685662236376339
20,5.3668874498825625,3685.0,14809.0,0.018453188602442328,0.01809710311297184,0.0003560854894704875
21,5.6286868376817125,3709.0,14875.0,0.015098409274737122,0.018823529411764704,-0.003725120137027582
22,5.890486225480862,3708.0,14943.0,0.01968716289104638,0.015525664190590911,0.004161498700455469
23,6.152285613280011,3822.0,14979.0,0.01334379905808477,0.016155951665665264,-0.0028121526075804947
