bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3888.0,15283.0,0.017489711934156375,0.018975332068311195,-0.0014856201341548192
1,0.39269908169872414,3700.0,14940.0,0.018648648648648646,0.016599732262382864,0.002048916386265781
2,0.6544984694978735,3713.0,15188.0,0.018044707783463503,0.01646036344482486,0.0015843443386386429
3,0.916297857297023,3782.0,14960.0,0.022474881015335797,0.017713903743315506,0.004760977272020291
4,1.1780972450961724,3740.0,15092.0,0.021925133689839567,0.01888417704744235,0.003040956642397216
5,1.4398966328953218,3866.0,15145.0,0.017847904811174337,0.018553978210630567,-0.00070607339945623
6,1.7016960206944711,3807.0,15152.0,0.022064617809298654,0.018941393875395986,0.0031232239339026684
7,1.9634954084936205,3836.0,14879.0,0.018248175182481747,0.018280798440755426,-3.2623258273679206e-05
8,2.22529479629277,3773.0,14949.0,0.02067320434667373,0.017459361830222755,0.0032138425164509737
9,2.4870941840919194,3720.0,15170.0,0.017204301075268814,0.017205009887936714,-7.088126679002937e-07
10,2.748893571891069,3766.0,15073.0,0.017790759426447155,0.019836794267896234,-0.002046034841449079
11,3.010692959690218,3819.0,14935.0,0.015449070437287245,0.016873116839638432,-0.001424046402351187
12,3.2724923474893677,3786.0,14927.0,0.017696777601690434,0.01688215984457694,0.0008146177571134935
13,3.534291735288517,3557.0,14881.0,0.018554962046668535,0.017001545595054093,0.0015534164516144422
14,3.7960911230876664,3819.0,14886.0,0.01859125425504058,0.017398898293698777,0.0011923559613418039
15,4.057890510886816,3740.0,14920.0,0.016042780748663096,0.019571045576407504,-0.0035282648277444074
16,4.319689898685965,3763.0,14918.0,0.015944724953494548,0.01850113956294409,-0.002556414609449543
17,4.581489286485114,3773.0,15098.0,0.011396766498807312,0.01794939727116174,-0.006552630772354429
18,4.843288674284264,3727.0,14871.0,0.015562114301046414,0.01950104229708829,-0.0039389279960418775
19,5.105088062083413,3715.0,14775.0,0.016419919246298785,0.018138747884940777,-0.001718828638641992
20,5.3668874498825625,3708.0,15020.0,0.018878101402373244,0.01790945406125166,0.0009686473411215819
21,5.6286868376817125,3700.0,15005.0,0.01648648648648648,0.019926691102965674,-0.003440204616479193
22,5.890486225480862,3666.0,15002.0,0.016366612111292957,0.019130782562325022,-0.0027641704510320657
23,6.152285613280011,3670.0,14855.0,0.016348773841961848,0.018512285425782562,-0.002163511583820714
