t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,28,6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,29,8,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1708378672470076,0.0289675675872415,0.0024490150192969374
2,25,6,19,1,0,1,0.0,0.016129032258064255,-0.016129032258064255,0.0,0.016129032258064255,-0.016129032258064255,0.15233949945593037,0.08636276145474679,0.004851440201047224
3,20,4,16,0,0,0,0.0,0.012820512820512657,-0.012820512820512657,0.0,0.012820512820512657,-0.012820512820512657,0.1512513601741023,0.1551262697960646,0.005799848458825402
4,25,4,21,0,0,0,0.0,0.01010101010101,-0.01010101010101,0.0,0.01010101010101,-0.01010101010101,0.2295973884657236,0.23069403920774,0.0064294912550660385
5,28,7,21,0,0,0,0.0,0.008333333333333264,-0.008333333333333264,0.0,0.008333333333333264,-0.008333333333333264,0.15451577801958652,0.3109654969568003,0.0068134920657019074
6,20,5,15,1,1,0,0.024999999999999373,0.007407407407407353,0.01759259259259202,0.024999999999999373,0.007407407407407353,0.01759259259259202,0.1501632208922742,0.4006197673979191,0.0076226932796713
7,32,8,24,0,0,0,0.0208333333333329,0.006289308176100589,0.014544025157232309,0.0208333333333329,0.006289308176100589,0.014544025157232309,0.1512513601741023,0.48467045530015807,0.007168365099630863
8,29,8,21,0,0,0,0.017857142857142537,0.0055555555555555245,0.012301587301587012,0.017857142857142537,0.0055555555555555245,0.012301587301587012,0.15342763873775844,0.5687929860790335,0.007119375755161134
9,26,3,23,1,0,1,0.016949152542372593,0.009852216748768424,0.007096935793604169,0.016949152542372593,0.009852216748768424,0.007096935793604169,0.1501632208922742,0.6469679922090185,0.006658921504380742
10,32,5,27,0,0,0,0.015624999999999757,0.008695652173913005,0.006929347826086752,0.015624999999999757,0.008695652173913005,0.006929347826086752,0.1501632208922742,0.7205836486868084,0.006364828052858438
11,14,4,10,0,0,0,0.014705882352940961,0.008333333333333299,0.006372549019607663,0.014705882352940961,0.008333333333333299,0.006372549019607663,0.1501632208922742,0.7934035476833549,0.006376345086599084
12,21,5,16,0,0,0,0.013698630136986115,0.007812499999999969,0.005886130136986146,0.013698630136986115,0.007812499999999969,0.005886130136986146,0.1512513601741023,0.8582509023977732,0.005775871571082369
13,24,7,17,0,0,0,0.012499999999999845,0.007326007326007298,0.005173992673992546,0.012499999999999845,0.007326007326007298,0.005173992673992546,0.1501632208922742,0.9178338540389633,0.005372505371074574
14,18,1,17,0,0,0,0.012345679012345527,0.006896551724137907,0.005449127288207621,0.012345679012345527,0.006896551724137907,0.005449127288207621,0.1501632208922742,0.9715529491428535,0.004968673304231371
15,16,4,12,1,0,1,0.011764705882352804,0.009933774834437052,0.0018309310479157521,0.011764705882352804,0.009933774834437052,0.0018309310479157521,0.1501632208922742,1.0176113027877611,0.0043997538612014775
16,27,5,22,0,0,0,0.011111111111110988,0.00925925925925923,0.0018518518518517591,0.011111111111110988,0.00925925925925923,0.0018518518518517591,0.1501632208922742,1.0597209234255174,0.004130402322341486
17,26,4,22,0,0,0,0.010638297872340313,0.008670520231213848,0.001967777641126465,0.010638297872340313,0.008670520231213848,0.001967777641126465,0.1501632208922742,1.0990838398397336,0.003951122690743519
