graph,N,deg,valid_vB_fraction,vB_mean,vB_std,vB_ci_lo,vB_ci_hi,fit_r2_mean
grid2d,4096,4,0.1,-0.00037252782238455633,0.0001451207181866212,-0.0005176485405711776,-0.00022740710419793514,0.06367446003254795
