seed,perturb_eps,pair_scale,elapsed_sec,status,best_factorization,best_accessibility_score,runner_up_factorization,runner_up_accessibility_score,stderr_tail,fac_3x3x3x3_score,fac_3x3x3x3_locality,fac_3x3x3x3_leakage,fac_3x3x3x3_entropy,fac_3x3x3x3_anti_dom,fac_3x3x3x3_pair_count,fac_3x3x3x3_core_persist,fac_3x3x3x3_ccorr,fac_3x3x9_score,fac_3x3x9_locality,fac_3x3x9_leakage,fac_3x3x9_entropy,fac_3x3x9_anti_dom,fac_3x3x9_pair_count,fac_3x3x9_core_persist,fac_3x3x9_ccorr,fac_9x9_score,fac_9x9_locality,fac_9x9_leakage,fac_9x9_entropy,fac_9x9_anti_dom,fac_9x9_pair_count,fac_9x9_core_persist,fac_9x9_ccorr,fac_3x27_score,fac_3x27_locality,fac_3x27_leakage,fac_3x27_entropy,fac_3x27_anti_dom,fac_3x27_pair_count,fac_3x27_core_persist,fac_3x27_ccorr
1,0.05,0.25,0.5026636000038707,ok,3x3x3x3,5.168700170547367,3x3x9,4.399472225103338,,5.168700170547367,0.8886177025841749,0.9651165834215967,0.9955800103038933,0.954857434827098,1.0,0.7272727272727273,0.0008920757742402756,4.399472225103338,0.7627110094065087,0.8556769385479789,0.9522351455747745,0.8509354715894436,0.6131471927654585,0.7272727272727273,0.0011301035828107087,1.0014708914029613,1.0,0.0,0.0,0.0,0.0,0.0,0.0014708914029612332,1.000666765211266,1.0,0.0,0.0,0.0,0.0,0.0,0.0006667652112658792
1,0.05,0.5,0.4959859999944456,ok,3x3x3x3,5.172881464862272,3x3x9,4.403880929381618,,5.172881464862272,0.8914137677121926,0.9656229972767143,0.9957693579162155,0.9555492683580542,1.0,0.7272727272727273,0.000889709962732312,4.403880929381618,0.7639145026824729,0.8570647644901797,0.9527076389551957,0.8522906689722838,0.6131471927654585,0.7272727272727273,0.0011197978796636246,1.0014623871604493,1.0,0.0,0.0,0.0,0.0,0.0,0.0014623871604494407,1.000668848002314,1.0,0.0,0.0,0.0,0.0,0.0,0.0006688480023140978
2,0.01,0.08,0.4896299000029103,ok,3x3x3x3,5.258920320112226,3x3x9,4.540590424254363,,5.258920320112226,0.8669749791642613,0.9561906444897258,0.9935042940061574,0.9420574674959394,1.0,1.0,0.0001929349561428481,4.540590424254363,0.8147839106119625,0.8746119549495727,0.9747304480580145,0.8995178611676404,0.6131471927654585,0.7272727272727273,0.00016269306535111525,1.0001448604015797,1.0,0.0,0.0,0.0,0.0,0.0,0.00014486040157974818,1.0001366457797245,1.0,0.0,0.0,0.0,0.0,0.0,0.00013664577972458477
2,0.01,0.12,0.4924183999974048,ok,3x3x3x3,5.266638146464532,3x3x9,4.4951667787931,,5.266638146464532,0.8705205922204658,0.957520322598119,0.9938666107396674,0.9445388975838616,1.0,1.0,0.00019172332241873785,4.4951667787931,0.8149588168181287,0.8747933395487604,0.9748456158312732,0.899078013772742,0.6131471927654585,0.6363636363636365,0.0001619818749185337,1.000139081599907,1.0,0.0,0.0,0.0,0.0,0.0,0.00013908159990688203,1.00013664906764,1.0,0.0,0.0,0.0,0.0,0.0,0.00013664906764004843
2,0.01,0.25,0.49084210000000894,ok,3x3x3x3,5.270915320322488,3x3x9,4.508476337478257,,5.270915320322488,0.8950089934973964,0.9684158982912506,0.9957246477099374,0.9570312110055744,1.0,0.909090909090909,0.00018911527287478885,4.508476337478257,0.8168978118617468,0.8838730702124832,0.9755128707037923,0.9007075042217402,0.6131471927654585,0.6363636363636365,0.00015606953121731121,1.0001338391327803,1.0,0.0,0.0,0.0,0.0,0.0,0.00013383913278023607,1.000136648170357,1.0,0.0,0.0,0.0,0.0,0.0,0.0001366481703571737
2,0.01,0.5,0.49176220000663307,ok,3x3x3x3,5.071109979662985,3x3x9,4.467704613794398,,5.071109979662985,0.8849036561743674,0.9658223557016578,0.9949741830653145,0.9524950846090234,1.0,0.5454545454545453,0.00018742738535002733,4.467704613794398,0.8188568262923094,0.8839074568322136,0.9758646691087964,0.9030492015805208,0.6131471927654585,0.5454545454545453,0.00015199448782602631,1.0001679370160348,1.0,0.0,0.0,0.0,0.0,0.0,0.00016793701603481288,1.0001366470575546,1.0,0.0,0.0,0.0,0.0,0.0,0.00013664705755465383
2,0.02,0.08,0.49597089999588206,ok,3x3x3x3,5.276493987441147,3x3x9,4.652287477651099,,5.276493987441147,0.8786056153566316,0.9558727688686336,0.9948137371399259,0.9468057490284925,1.0,1.0,0.0003961170474624511,4.652287477651099,0.8040318503655787,0.8725499201240261,0.9710465121446354,0.8911776999378117,0.6131471927654585,1.0,0.0003343023135892882,1.000299542467378,1.0,0.0,0.0,0.0,0.0,0.0,0.0002995424673779686,1.0002775189814623,1.0,0.0,0.0,0.0,0.0,0.0,0.0002775189814623098
2,0.02,0.12,0.48662660000263713,ok,3x3x3x3,5.284010363270958,3x3x9,4.654666038670198,,5.284010363270958,0.8824019807847396,0.9571758657296893,0.9951470905130377,0.9488917465610052,1.0,1.0,0.0003936796824865201,4.654666038670198,0.804312578237441,0.8727551996807486,0.9711617759835626,0.8929564101498463,0.6131471927654585,1.0,0.00033288185314078625,1.0002877958777006,1.0,0.0,0.0,0.0,0.0,0.0,0.0002877958777004735,1.0002775323385715,1.0,0.0,0.0,0.0,0.0,0.0,0.0002775323385715307
2,0.02,0.25,0.4956076000016765,ok,3x3x3x3,5.289041887109471,3x3x9,4.533890885205869,,5.289041887109471,0.9084550674392825,0.9680851099777531,0.9967599014249895,0.9608079049178367,1.0,0.909090909090909,0.000388448804155869,4.533890885205869,0.8057997962754179,0.8816971394565501,0.9716764327311396,0.8976131937264126,0.6131471927654585,0.7272727272727273,0.0003207666145271576,1.0002768024411615,1.0,0.0,0.0,0.0,0.0,0.0,0.00027680244116151355,1.0002775294525446,1.0,0.0,0.0,0.0,0.0,0.0,0.0002775294525445922
2,0.02,0.5,0.5018309000006411,ok,3x3x3x3,5.09048289571409,3x3x9,4.490445466561783,,5.09048289571409,0.8986159445019378,0.9655484935287947,0.9962486023521717,0.956957634710477,1.0,0.5454545454545453,0.00038494789343571475,4.490445466561783,0.8069896184140785,0.8816722300918513,0.9719842522940589,0.8981579695470074,0.6131471927654585,0.6363636363636365,0.0003123852675103031,1.0003459832761015,1.0,0.0,0.0,0.0,0.0,0.0,0.0003459832761015378,1.0002775245274196,1.0,0.0,0.0,0.0,0.0,0.0,0.00027752452741951157
