t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step,lambda_in_factor
8179,27,9,18,0,0,0,0.018414797409906834,0.018213714812105448,0.00020108259780138651,0.014994487320837925,0.019395134779750165,-0.00440064745891224,0.15043290043290045,6.336929704344474,0.0006789531703556461,1.0640082486683702
8180,23,6,17,0,0,0,0.018411779167918703,0.01821161777952361,0.00020016138839509118,0.014977973568281936,0.01939832319579155,-0.004420349627509616,0.15043290043290045,6.336073347204805,0.0007304545578571096,1.0696630161591405
8181,13,4,9,0,0,0,0.018409767556198955,0.018210507781284285,0.00019925977491467087,0.01498787745206083,0.019404703173820096,-0.004416825721759266,0.15043290043290045,6.335301501093149,0.0007796907368102359,1.0752550916374857
8182,23,4,19,0,0,0,0.01840775638399563,0.01820816489595818,0.0001995914880374497,0.01498787745206083,0.019400449388940647,-0.004412571936879817,0.15043290043290045,6.334614747200097,0.0008284826407899878,1.0807794426129231
8183,27,7,20,0,0,0,0.01840423788979302,0.018205699352069383,0.00019853853772363803,0.014977973568281936,0.019349887628131338,-0.0043719140598494025,0.15043290043290045,6.334039597092082,0.0008791944063382509,1.086231097542458
8184,34,5,29,0,0,0,0.0184017255030442,0.018202125499221553,0.00019960000382264823,0.014974675181678042,0.01934246575342466,-0.004367790571746617,0.15043290043290045,6.333529298508783,0.0009250072070183337,1.0916051503046291
8185,23,3,20,3,0,3,0.0184002184002184,0.018219966159052452,0.00018025224116594712,0.01498787745206083,0.019511125726186563,-0.004523248274125733,0.15043290043290045,6.3330871431582,0.0009705167306420744,1.096896764614688
8186,16,5,11,0,0,0,0.0183977071106865,0.018218609782012844,0.00017909732867365732,0.014981273408239697,0.019462719298245616,-0.0044814458900059185,0.15043290043290045,6.332706874091185,0.0010148036960990897,1.1021011783769292
8187,25,6,19,0,0,0,0.018394694467945744,0.018216267424550008,0.00017842704339573676,0.014977973568281936,0.019459518719508854,-0.004481545151226918,0.15043290043290045,6.332405379114707,0.001059976129790954,1.107213707970254
8188,21,3,18,0,0,0,0.018393188516537495,0.01821404890458599,0.00017913961195150513,0.014991181657848322,0.019418540866703235,-0.004427359208854913,0.15043290043290045,6.332195707496338,0.001105645289277216,1.1122297524631137
8189,24,1,23,2,0,2,0.018392686587528996,0.018224744792688454,0.00016794179484054192,0.015017667844522966,0.01951219512195122,-0.004494527277428254,0.15043290043290045,6.3320518600092,0.0011481627170027225,1.1171447977540376
8190,20,2,18,0,0,0,0.018391682811689906,0.018222525855829654,0.00016915695586025223,0.015024304021210778,0.019516473877528643,-0.0044921698563178646,0.15043290043290045,6.331989267061655,0.001191330500018839,1.1219544206340195
8191,17,2,15,1,0,1,0.018390679145406423,0.018227440583278097,0.0001632385621283261,0.0150475768975437,0.019466988374643564,-0.004419411477099863,0.15043290043290045,6.331995409782258,0.0012325293730374705,1.1266542927671073
8192,24,4,20,1,0,1,0.018388672141434536,0.018231737830856,0.00015693431057853605,0.015050907481186362,0.01951968417589648,-0.004468776694710118,0.15043290043290045,6.332075705547252,0.0012733881688861562,1.1312401845856128
8193,20,4,16,0,0,0,0.018386665575469897,0.018229765366150518,0.00015690020931937929,0.015037593984962403,0.019516473877528643,-0.0044788798925662395,0.15043290043290045,6.3322063845701475,0.001311174032355812,1.135707969096438
8194,24,4,20,2,1,1,0.01841193639016939,0.018234061253464946,0.00017787513670444385,0.015251989389920421,0.019568077176057883,-0.004316087786137462,0.15043290043290045,6.332385531175081,0.0013478795886638997,1.1400536255950895
8195,21,6,15,0,0,0,0.018408923555240406,0.018232212269731284,0.00017671128550912282,0.015251989389920421,0.01957236842105263,-0.004320379031132209,0.15043290043290045,6.332629286633248,0.001385147700247884,1.1442732432840417
8196,31,6,25,0,0,0,0.018405911706159846,0.01822913146333221,0.00017678024282763785,0.015037593984962403,0.019561643835616437,-0.004524049850654034,0.15043290043290045,6.332938664390254,0.0014215502421434608,1.1483630247921899
8197,27,6,21,2,1,1,0.018430164399247526,0.018233302471430214,0.00019686192781731213,0.015251989389920421,0.019617513288399363,-0.004365523898478942,0.15043290043290045,6.33329981169475,0.0014556834799911767,1.1523192895922287
8198,13,4,9,0,0,0,0.01842815473107434,0.018232193539667523,0.00019596119140681545,0.01525536148573955,0.019631498135556043,-0.004376136649816493,0.15043290043290045,6.333712037716198,0.0014887390779166384,1.1561384773128784
8199,24,7,17,0,0,0,0.01842463886617607,0.01823009925876876,0.000194539607407309,0.01525536148573955,0.019578808818690358,-0.004323447332950809,0.15043290043290045,6.33415968503445,0.0015193057320824104,1.1598171509429773
