t,S,L_flow,P,gini_flow,top10_flow,gini_mem,top10_mem,norm
0,6,0.4600000000000001,0.07666666666666667,0.9853316326530612,0.43478260869565205,0.9853316326530612,0.43478260869565205,0.9999999999999999
1,5,0.5205186382293538,0.10410372764587077,0.9751391046533225,0.34832951519877836,0.9799129754209,0.3888449718497629,0.9999999999999998
2,3,0.4063863411721468,0.13546211372404893,0.9648759422044155,0.32192546698406826,0.9753821597554818,0.36637823111651996,1.0000000000000004
3,2,0.35681436443447256,0.17840718221723628,0.9585977313049558,0.3270593200709067,0.9716735428827578,0.35395840000834644,0.9999999999999997
4,3,0.33773589014478356,0.11257863004826119,0.9539768978159183,0.34176661207588355,0.9683291045851856,0.3451211665695832,0.9999999999999999
5,4,0.3338033647753642,0.08345084119384105,0.9498240243034134,0.3474764363507737,0.9651378564415117,0.33811461099584755,1.0
6,4,0.3405372429796688,0.0851343107449172,0.9448987257185772,0.3418568761704174,0.9620327350319069,0.3321606427570987,0.9999999999999999
7,6,0.3382650612267422,0.05637751020445703,0.9375120773688145,0.30512199157470915,0.9587872305932814,0.3236059519769199,0.9999999999999994
8,6,0.32796362674632556,0.054660604457720925,0.9289084264782683,0.25903612980886714,0.955377395983591,0.31276383190045626,1.0000000000000002
9,7,0.3187703760401628,0.045538625148594684,0.920945580598556,0.2271305112181297,0.951921054652611,0.30174870155467354,1.0
10,8,0.31090676567096276,0.038863345708870345,0.9134562503025431,0.20365704753582622,0.9484713824198568,0.2913249452976685,0.9999999999999998
11,9,0.30417807291992416,0.03379756365776935,0.9062868606873309,0.18533852746997262,0.9450498080300099,0.2817723239758583,1.0000000000000002
12,9,0.2983559456800366,0.03315066063111518,0.8993459830443638,0.17055942909632654,0.9416617701739294,0.2730202066235836,1.0000000000000002
13,10,0.29325255149939955,0.029325255149939954,0.8925797603586622,0.1585636786855914,0.9383127735176251,0.26553682989753663,1.0000000000000002
14,10,0.2887285494139062,0.028872854941390618,0.8859588602148828,0.14850495805598407,0.9349968595217579,0.25850672319328455,0.9999999999999996
15,11,0.2846815713243981,0.025880142847672552,0.8794556356443812,0.13984465595651766,0.931715069294978,0.2518683639132246,1.0
16,11,0.281034604335076,0.025548600394097818,0.8730424506358715,0.13229538857790818,0.9284655217483133,0.2456038525203868,1.0000000000000004
17,12,0.2777284758742169,0.02314403965618474,0.8667048243591442,0.1256454042848386,0.9252442943171744,0.23969047576992542,0.9999999999999999
18,12,0.27471801428055725,0.022893167856713106,0.8604278406718645,0.11974693840443726,0.9220485769742355,0.23413939847863582,1.0000000000000002
19,12,0.2719688544375337,0.02266407120312781,0.8541886547010776,0.11454774258350972,0.9188772116349235,0.22888631090719014,0.9999999999999997
20,13,0.26944789032130007,0.02072676079394616,0.8479811891729404,0.10984829176369924,0.915727234084055,0.22390813690644307,0.9999999999999999
21,13,0.2671218016385901,0.020547830895276162,0.8418133615343963,0.10557917333853338,0.9125994007541075,0.21918447813860056,1.0000000000000004
22,13,0.2649650214028476,0.02038192472329597,0.8356870793691448,0.10168292585255499,0.9094913404689683,0.21469650102855684,1.0000000000000004
23,14,0.2629586696623757,0.01878276211874112,0.8295978652390127,0.09811123694706703,0.9064009535678542,0.21042686143938039,1.0
24,14,0.2610877663706225,0.018649126169330177,0.8235422957714336,0.09482361108982106,0.9033257940179146,0.20635963772944194,0.9999999999999999
25,15,0.2593380303928867,0.017289202026192448,0.8175225974488873,0.09178666392971625,0.9002660854261824,0.20248029748893798,1.0000000000000002
26,15,0.25769569450311064,0.017179712966874042,0.8115446478471352,0.08897267908163112,0.8972227404723545,0.1987756262091234,1.0000000000000002
27,15,0.25614931539858843,0.01707662102657256,0.80561097822573,0.08635784571151758,0.8941947062964767,0.19523359248198605,0.9999999999999997
28,16,0.2546894555073017,0.015918090969206357,0.7997221622149961,0.08392154656554354,0.8911807725756642,0.1918432229533016,0.9999999999999999
