t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,22,5,17,1,0,1,0.0,0.05882352941176125,-0.05882352941176125,0.0,0.05882352941176125,-0.05882352941176125,1.0,0.0,0.0
1,27,4,23,1,0,1,0.0,0.04999999999999875,-0.04999999999999875,0.0,0.04999999999999875,-0.04999999999999875,0.1721132897603486,0.024412707386623496,0.0023085434780162643
2,19,5,14,0,0,0,0.0,0.03703703703703635,-0.03703703703703635,0.0,0.03703703703703635,-0.03703703703703635,0.2788671023965142,0.07259727653510582,0.004533832709677299
3,17,3,14,0,0,0,0.0,0.029411764705881922,-0.029411764705881922,0.0,0.029411764705881922,-0.029411764705881922,0.24618736383442266,0.1313808693152501,0.005557785372537582
4,16,2,14,0,0,0,0.0,0.024390243902438727,-0.024390243902438727,0.0,0.024390243902438727,-0.024390243902438727,0.22875816993464052,0.1959422851876709,0.006118430572562529
5,29,6,23,1,0,1,0.0,0.0285714285714283,-0.0285714285714283,0.0,0.0285714285714283,-0.0285714285714283,0.21568627450980393,0.26537654073637945,0.006577629653610098
6,18,4,14,1,0,1,0.0,0.03361344537815098,-0.03361344537815098,0.0,0.03361344537815098,-0.03361344537815098,0.19389978213507625,0.3415915702034101,0.00722107747430381
7,17,2,15,0,0,0,0.0,0.029850746268656494,-0.029850746268656494,0.0,0.029850746268656494,-0.029850746268656494,0.20697167755991286,0.41438425127340456,0.006907468917576917
8,23,2,21,0,0,0,0.0,0.02580645161290306,-0.02580645161290306,0.0,0.02580645161290306,-0.02580645161290306,0.19716775599128541,0.4813689648142207,0.006379771088301475
9,21,7,14,0,0,0,0.0,0.0236686390532543,-0.0236686390532543,0.0,0.0236686390532543,-0.0236686390532543,0.1503267973856209,0.5480782827915069,0.006424178276675285
10,34,8,26,0,0,0,0.0,0.02051282051282041,-0.02051282051282041,0.0,0.02051282051282041,-0.02051282051282041,0.16122004357298475,0.6095365668933623,0.0060061826594036945
11,28,6,22,1,1,0,0.018518518518518174,0.01843317972350222,8.533879501595315e-05,0.018518518518518174,0.01843317972350222,8.533879501595315e-05,0.1644880174291939,0.6746510797209622,0.006402776807512801
12,15,1,14,0,0,0,0.01818181818181785,0.017316017316017243,0.0008658008658006082,0.01818181818181785,0.017316017316017243,0.0008658008658006082,0.1503267973856209,0.7372832314225523,0.006229615664536668
13,23,4,19,1,0,1,0.016949152542372593,0.01999999999999992,-0.0030508474576273273,0.016949152542372593,0.01999999999999992,-0.0030508474576273273,0.1514161220043573,0.7948454881647607,0.0058314249323273264
