bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3854.0,15061.0,0.018162947586922672,0.017395923245468427,0.0007670243414542449
1,0.39269908169872414,3796.0,14925.0,0.01765015806111696,0.017219430485762143,0.00043072757535481815
2,0.6544984694978735,3766.0,15027.0,0.01752522570366436,0.016570173687362744,0.0009550520163016177
3,0.916297857297023,3860.0,15180.0,0.018911917098445592,0.017852437417654805,0.001059479680790787
4,1.1780972450961724,3777.0,15050.0,0.01959226899655811,0.01740863787375415,0.00218363112280396
5,1.4398966328953218,3774.0,15164.0,0.020932697403285634,0.01707992614085993,0.003852771262425704
6,1.7016960206944711,3842.0,15077.0,0.020822488287350335,0.01989785766399151,0.0009246306233588256
7,1.9634954084936205,3818.0,15116.0,0.02095337873232058,0.017464937814236567,0.003488440918084014
8,2.22529479629277,3671.0,15135.0,0.024244075183873597,0.016980508754542448,0.00726356642933115
9,2.4870941840919194,3775.0,15071.0,0.017748344370860925,0.019374958529626434,-0.0016266141587655096
10,2.748893571891069,3807.0,14825.0,0.014972419227738372,0.016795952782462056,-0.001823533554723684
11,3.010692959690218,3796.0,15020.0,0.015806111696522653,0.018442077230359517,-0.002635965533836864
12,3.2724923474893677,3739.0,15077.0,0.019791388071676914,0.016050938515619815,0.0037404495560570995
13,3.534291735288517,3703.0,15114.0,0.01836348906292195,0.01872436151912134,-0.00036087245619939243
14,3.7960911230876664,3653.0,14610.0,0.017793594306049817,0.0189596167008898,-0.0011660223948399828
15,4.057890510886816,3677.0,15077.0,0.01794941528419907,0.019234595741858457,-0.0012851804576593864
16,4.319689898685965,3709.0,14971.0,0.014828794823402531,0.018569233852114085,-0.003740439028711554
17,4.581489286485114,3717.0,14993.0,0.015603981705676617,0.017741612752617885,-0.002137631046941268
18,4.843288674284264,3658.0,14816.0,0.01940951339529797,0.020045896328293733,-0.0006363829329957618
19,5.105088062083413,3684.0,14939.0,0.01574375678610206,0.017738804471517503,-0.001995047685415443
20,5.3668874498825625,3808.0,14999.0,0.019170168067226885,0.017934528968597905,0.0012356390986289802
21,5.6286868376817125,3640.0,15175.0,0.017857142857142853,0.018187808896210873,-0.00033066603906801995
22,5.890486225480862,3747.0,14798.0,0.014678409394182008,0.01662386809028247,-0.0019454586961004609
23,6.152285613280011,3687.0,14980.0,0.022511526986710058,0.017089452603471292,0.005422074383238766
