bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3752.0,15198.0,0.018123667377398716,0.01888406369259113,-0.0007603963151924138
1,0.39269908169872414,3744.0,15270.0,0.019497863247863245,0.018533071381794365,0.0009647918660688794
2,0.6544984694978735,3782.0,15221.0,0.019301956636700153,0.01800144537152618,0.0013005112651739738
3,0.916297857297023,3688.0,14930.0,0.02033622559652928,0.017816476892163428,0.0025197487043658526
4,1.1780972450961724,3812.0,15015.0,0.020986358866736617,0.01718281718281718,0.0038035416839194355
5,1.4398966328953218,3676.0,15100.0,0.018226332970620235,0.016357615894039734,0.0018687170765805013
6,1.7016960206944711,3741.0,14774.0,0.020582731889869015,0.0192229592527413,0.0013597726371277138
7,1.9634954084936205,3787.0,15226.0,0.020860839714813832,0.018126888217522657,0.0027339514972911753
8,2.22529479629277,3735.0,15076.0,0.018741633199464522,0.016715309100557175,0.002026324098907347
9,2.4870941840919194,3746.0,15166.0,0.02055525894287239,0.018857971778979292,0.0016972871638930992
10,2.748893571891069,3681.0,14901.0,0.02390654713393099,0.01858935641903228,0.0053171907148987126
11,3.010692959690218,3861.0,15097.0,0.016058016058016055,0.018083062860170893,-0.002025046802154838
12,3.2724923474893677,3754.0,15172.0,0.01917954182205647,0.019970999209069334,-0.0007914573870128651
13,3.534291735288517,3791.0,15025.0,0.02004748087575837,0.0167720465890183,0.00327543428674007
14,3.7960911230876664,3712.0,14873.0,0.01751077586206896,0.018153701337995022,-0.0006429254759260615
15,4.057890510886816,3569.0,14973.0,0.018492574950966654,0.01756495024377212,0.000927624707194534
16,4.319689898685965,3760.0,14764.0,0.016223404255319145,0.019303711731238144,-0.0030803074759189995
17,4.581489286485114,3714.0,14927.0,0.016962843295638123,0.01795404300931198,-0.0009911997136738578
18,4.843288674284264,3765.0,14951.0,0.021779548472775558,0.020199317771386525,0.001580230701389032
19,5.105088062083413,3561.0,14562.0,0.017691659646166803,0.018198049718445266,-0.0005063900722784634
20,5.3668874498825625,3629.0,14817.0,0.017360154312482775,0.018492272389822498,-0.0011321180773397228
21,5.6286868376817125,3757.0,14790.0,0.01756720787862656,0.01866125760649087,-0.0010940497278643102
22,5.890486225480862,3765.0,14923.0,0.0196547144754316,0.017757823493935534,0.0018968909814960667
23,6.152285613280011,3662.0,14930.0,0.01583833970507919,0.0174146014735432,-0.0015762617684640101
