t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step
0,25,6,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,24,4,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17439293598233996,0.030266846404887783,0.0028478130480541265
2,16,1,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16114790286975716,0.08482851722265174,0.005125508076317428
3,17,2,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15011037527593818,0.14894376752069688,0.0060344965262969326
4,18,5,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.27704194260485654,0.21748282721434065,0.006451976685033878
5,25,5,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2560706401766004,0.2873584253742342,0.006557995885169198
6,20,4,16,1,0,1,0.0,0.00847457627118637,-0.00847457627118637,0.0,0.00847457627118637,-0.00847457627118637,0.2306843267108168,0.3611287689894084,0.006892353635616137
7,26,7,19,0,0,0,0.0,0.007299270072992648,-0.007299270072992648,0.0,0.007299270072992648,-0.007299270072992648,0.15011037527593818,0.4370521763544344,0.007116345611480609
8,31,3,28,0,0,0,0.0,0.006060606060606024,-0.006060606060606024,0.0,0.006060606060606024,-0.006060606060606024,0.15121412803532008,0.5152308562511771,0.007292707286976587
9,14,2,12,0,0,0,0.0,0.005649717514124262,-0.005649717514124262,0.0,0.005649717514124262,-0.005649717514124262,0.16335540838852097,0.5927358966314534,0.0073061521090354905
10,21,5,16,2,0,2,0.0,0.015544041450777122,-0.015544041450777122,0.0,0.015544041450777122,-0.015544041450777122,0.16666666666666666,0.6624590336250884,0.006654928243743022
11,18,5,13,0,0,0,0.0,0.014563106796116434,-0.014563106796116434,0.0,0.014563106796116434,-0.014563106796116434,0.18211920529801323,0.7249041961841645,0.0061189537118848045
12,26,3,23,1,0,1,0.0,0.017467248908296866,-0.017467248908296866,0.0,0.017467248908296866,-0.017467248908296866,0.16114790286975716,0.7830949683381235,0.005748439008500128
