bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3781.0,14901.0,0.012695054218460722,0.017918260519428224,-0.005223206300967502
1,0.39269908169872414,3760.0,15199.0,0.020744680851063825,0.01796170800710573,0.002782972843958096
2,0.6544984694978735,3788.0,15186.0,0.015839493136219636,0.01784538390622942,-0.002005890770009785
3,0.916297857297023,3814.0,14902.0,0.0194022024121657,0.015971010602603676,0.003431191809562025
4,1.1780972450961724,3691.0,15054.0,0.02086155513410999,0.01727115716753022,0.0035903979665797697
5,1.4398966328953218,3740.0,15120.0,0.0195187165775401,0.01931216931216931,0.00020654726537079268
6,1.7016960206944711,3759.0,15156.0,0.01995211492418196,0.021377672209026127,-0.0014255572848441665
7,1.9634954084936205,3703.0,14938.0,0.019983796921415064,0.016468068014459766,0.0035157289069552983
8,2.22529479629277,3774.0,15196.0,0.019872813990461046,0.017570413266649116,0.00230240072381193
9,2.4870941840919194,3760.0,15196.0,0.019946808510638292,0.017702026849170834,0.0022447816614674584
10,2.748893571891069,3748.0,14940.0,0.016808964781216646,0.01834002677376171,-0.0015310619925450637
11,3.010692959690218,3709.0,15009.0,0.022647613912105683,0.019055233526550735,0.0035923803855549483
12,3.2724923474893677,3699.0,15048.0,0.017842660178426596,0.01993620414673046,-0.002093543968303864
13,3.534291735288517,3860.0,15346.0,0.020725388601036263,0.018245796950345363,0.0024795916506909
14,3.7960911230876664,3776.0,15107.0,0.01959745762711864,0.01760773151519163,0.00198972611192701
15,4.057890510886816,3722.0,15063.0,0.01638903815153143,0.01931886078470424,-0.002929822633172808
16,4.319689898685965,3647.0,14811.0,0.01370989854675075,0.017892107217608533,-0.004182208670857782
17,4.581489286485114,3645.0,14903.0,0.020850480109739365,0.017244850030195262,0.0036056300795441025
18,4.843288674284264,3736.0,15024.0,0.017130620985010704,0.018969648562300316,-0.001839027577289612
19,5.105088062083413,3693.0,14738.0,0.018413214189006225,0.019541321753290812,-0.0011281075642845875
20,5.3668874498825625,3797.0,15079.0,0.01606531472214906,0.018767822799920418,-0.002702508077771358
21,5.6286868376817125,3677.0,14841.0,0.014685885232526513,0.016508321541675086,-0.0018224363091485733
22,5.890486225480862,3707.0,15001.0,0.014836795252225516,0.01666555562962469,-0.0018287603773991749
23,6.152285613280011,3740.0,14770.0,0.013636363636363632,0.018348002708192278,-0.004711639071828646
