t,site_subsystems,total_subsystems,interface_subsystems,n_links,mean_degree,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,memory_total,memory_bound,memory_free,birth_attempts,births_accepted,births_reject_exclusion,births_reject_memory,births_reject_energy,deaths_attempted,deaths_executed,links_attempted_random,links_added_random
0.0,2.0,4.0,2.0,1.0,1.0,0.1324358995628145,0.26487179912562897,7.550822724813365,0.0,0.0,1.0,inf,2.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,4.0,2.0,1.0,1.0,0.1324358995628145,0.26487179912562897,7.550822724813365,0.0,0.0,1.0,inf,2.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,7.0,4.0,2.0,1.3333333333333333,1.0384351324454046,2.076870264890809,1.4444811747341977,0.0,0.0,1.0,inf,3.0,inf,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,7.0,4.0,2.0,1.3333333333333333,1.0384351324454046,2.076870264890809,1.4444811747341977,0.0,0.0,1.0,inf,3.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4.0,10.0,6.0,3.0,1.5,1.9143953193205019,3.8287906386410033,1.0447163027487358,0.0,0.0,1.0,inf,4.0,inf,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,4.0,10.0,6.0,3.0,1.5,1.9143953193205019,3.8287906386410033,1.0447163027487358,0.0,0.0,1.0,inf,4.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,5.0,13.0,8.0,4.0,1.6,2.8649046236148674,5.729809247229734,0.8726293990358258,0.0,0.0,1.0,inf,5.0,inf,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,5.0,13.0,8.0,4.0,1.6,2.8649046236148674,5.729809247229734,0.8726293990358258,0.0,0.0,1.0,inf,5.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,6.0,16.0,10.0,5.0,1.6666666666666667,3.807480199677332,7.614960399354663,0.7879226792181974,0.0,0.0,1.0,inf,6.0,inf,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,6.0,16.0,10.0,5.0,1.6666666666666667,3.807480199677332,7.614960399354663,0.7879226792181974,0.0,0.0,1.0,inf,6.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,7.0,19.0,12.0,6.0,1.7142857142857142,4.8038878755382255,9.60777575107645,0.7285765385620834,0.0,0.0,1.0,inf,7.0,inf,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,7.0,19.0,12.0,6.0,1.7142857142857142,4.8038878755382255,9.60777575107645,0.7285765385620834,0.0,0.0,1.0,inf,7.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,8.0,22.0,14.0,7.0,1.75,5.745783519033049,11.491567038066096,0.6961626707219133,0.0,0.0,1.0,inf,8.0,inf,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,8.0,22.0,14.0,7.0,1.75,5.745783519033049,11.491567038066096,0.6961626707219133,0.0,0.0,1.0,inf,8.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,9.0,25.0,16.0,8.0,1.7777777777777777,6.673088925793327,13.346177851586653,0.674350372075256,0.0,0.0,1.0,inf,9.0,inf,105.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,9.0,25.0,16.0,8.0,1.7777777777777777,6.673088925793327,13.346177851586653,0.674350372075256,0.0,0.0,1.0,inf,9.0,inf,107.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,10.0,28.0,18.0,9.0,1.8,7.5401398410558675,15.080279682111733,0.6631176749236306,0.0,0.0,1.0,inf,10.0,inf,108.0,1.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
