bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3814.0,15133.0,0.013896171997902461,0.018436529438974423,-0.004540357441071962
1,0.39269908169872414,3635.0,15038.0,0.017881705639614852,0.01881899188721904,-0.0009372862476041896
2,0.6544984694978735,3743.0,15034.0,0.016831418648143196,0.01795929227085273,-0.0011278736227095347
3,0.916297857297023,3751.0,15231.0,0.015462543321780854,0.018777493270303983,-0.003314949948523129
4,1.1780972450961724,3661.0,14910.0,0.016662114176454516,0.018242790073775987,-0.0015806758973214707
5,1.4398966328953218,3785.0,14989.0,0.022985468956406865,0.020348255387284006,0.0026372135691228593
6,1.7016960206944711,3658.0,15197.0,0.02159650082012028,0.016713825097058627,0.004882675723061652
7,1.9634954084936205,3662.0,14729.0,0.017749863462588746,0.014121800529567519,0.0036280629330212276
8,2.22529479629277,3746.0,15442.0,0.01735184196476241,0.016383888097396708,0.0009679538673657007
9,2.4870941840919194,3780.0,15134.0,0.016666666666666663,0.014999339236156995,0.0016673274305096675
10,2.748893571891069,3925.0,15037.0,0.018598726114649678,0.01735718560883155,0.0012415405058181297
11,3.010692959690218,3770.0,15005.0,0.017241379310344824,0.01586137954015328,0.0013799997701915423
12,3.2724923474893677,3619.0,14726.0,0.016579165515335725,0.017520032595409477,-0.0009408670800737512
13,3.534291735288517,3674.0,14774.0,0.02313554708764289,0.018478408014078785,0.004657139073564104
14,3.7960911230876664,3731.0,14888.0,0.020101849370142047,0.01907576571735626,0.0010260836527857878
15,4.057890510886816,3813.0,15018.0,0.018620508785733014,0.016846450925556,0.0017740578601770154
16,4.319689898685965,3700.0,14935.0,0.018378378378378375,0.01861399397388684,-0.00023561559550846697
17,4.581489286485114,3733.0,14856.0,0.01473345834449504,0.017164781906300483,-0.0024313235618054433
18,4.843288674284264,3873.0,14789.0,0.016782855667441254,0.017715869903306508,-0.0009330142358652538
19,5.105088062083413,3739.0,14642.0,0.020326290451992506,0.01837180713017347,0.0019544833218190366
20,5.3668874498825625,3686.0,14754.0,0.017091698317959845,0.017622339704486917,-0.0005306413865270726
21,5.6286868376817125,3773.0,14948.0,0.020143122183938506,0.01766122558201766,0.0024818966019208473
22,5.890486225480862,3764.0,15026.0,0.01780021253985122,0.016571276454146144,0.001228936085705075
23,6.152285613280011,3694.0,14945.0,0.0175961017866811,0.016794914687186347,0.0008011870994947545
