bin,phi_center,caps_in,caps_out,pM_in,pM_out,delta
0,0.1308996938995747,3823.0,15060.0,0.019356526288255294,0.016268260292164674,0.0030882659960906195
1,0.39269908169872414,3774.0,14829.0,0.015898251192368835,0.018612178838761883,-0.002713927646393048
2,0.6544984694978735,3686.0,15070.0,0.022246337493217576,0.01904445919044459,0.0032018783027729855
3,0.916297857297023,3810.0,15310.0,0.022572178477690285,0.017962116263879814,0.004610062213810471
4,1.1780972450961724,3669.0,15269.0,0.018806214227309888,0.019123714716091426,-0.0003175004887815379
5,1.4398966328953218,3848.0,14995.0,0.01767151767151767,0.018939646548849613,-0.0012681288773319435
6,1.7016960206944711,3807.0,15195.0,0.01943787759390596,0.017900625205659753,0.0015372523882462054
7,1.9634954084936205,3875.0,15104.0,0.021677419354838703,0.019531249999999997,0.002146169354838707
8,2.22529479629277,3625.0,14977.0,0.01848275862068965,0.01836148761434199,0.00012127100634766116
9,2.4870941840919194,3795.0,15050.0,0.01897233201581027,0.017275747508305645,0.0016965845075046261
10,2.748893571891069,3776.0,15082.0,0.019067796610169486,0.017636918180612648,0.001430878429556838
11,3.010692959690218,3751.0,15100.0,0.021061050386563578,0.017748344370860925,0.003312706015702653
12,3.2724923474893677,3721.0,14846.0,0.01827465735017468,0.016974269163411018,0.001300388186763663
13,3.534291735288517,3709.0,14938.0,0.019142626044755993,0.01807470879635828,0.0010679172483977137
14,3.7960911230876664,3746.0,15150.0,0.017618793379604907,0.01881188118811881,-0.001193087808513904
15,4.057890510886816,3754.0,14883.0,0.019978689397975487,0.01787274071087818,0.002105948687097306
16,4.319689898685965,3669.0,14904.0,0.020168983374216402,0.018585614600107353,0.0015833687741090494
17,4.581489286485114,3774.0,14823.0,0.02013778484366719,0.01686568171085475,0.00327210313281244
18,4.843288674284264,3910.0,15032.0,0.016368286445012783,0.01729643427354976,-0.0009281478285369758
19,5.105088062083413,3711.0,15078.0,0.02209646995419024,0.017044700888712027,0.005051769065478214
20,5.3668874498825625,3729.0,14862.0,0.020648967551622415,0.02005113712824653,0.0005978304233758835
21,5.6286868376817125,3801.0,14739.0,0.021310181531176,0.015740552276273828,0.005569629254902172
22,5.890486225480862,3739.0,14955.0,0.01818668093073014,0.01892343697759946,-0.0007367560468693225
23,6.152285613280011,3745.0,14807.0,0.016021361815754337,0.017626798136016746,-0.0016054363202624086
